Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-07T20:44:01.830184692;3634.86381;10;10;9;45;50
1;2023-02-07T20:44:05.566209380;3617.144774;10;10;9;45;50
2;2023-02-07T20:44:09.283593820;3622.837938;10;10;9;45;50
3;2023-02-07T20:44:13.006668406;3619.114504;10;10;9;45;50
4;2023-02-07T20:44:16.726122799;3618.546384;10;10;9;45;50
5;2023-02-07T20:44:20.445034067;3622.3776;10;10;9;45;50
6;2023-02-07T20:44:24.167835971;3615.241067;10;10;9;45;50
7;2023-02-07T20:44:27.883333032;3615.164114;10;10;9;45;50
8;2023-02-07T20:44:31.598889535;3614.136194;10;10;9;45;50
9;2023-02-07T20:44:35.313252691;3614.506355;10;10;9;45;50
10;2023-02-07T20:44:39.028180288;3615.447007;10;10;9;45;50
11;2023-02-07T20:44:42.743902335;3614.075702;10;10;9;45;50
12;2023-02-07T20:44:46.458201816;3611.493736;10;10;9;45;50
13;2023-02-07T20:44:50.169890943;3614.965686;10;10;9;45;50
14;2023-02-07T20:44:53.885136933;3613.43704;10;10;9;45;50
15;2023-02-07T20:44:57.598917666;3612.884018;10;10;9;45;50
16;2023-02-07T20:45:01.312124807;3611.547061;10;10;9;45;50
17;2023-02-07T20:45:05.023852225;3610.259118;10;10;9;45;50
18;2023-02-07T20:45:08.734289508;3611.699837;10;10;9;45;50
19;2023-02-07T20:45:12.446321870;3610.634774;10;10;9;45;50
20;2023-02-07T20:45:16.157164193;3610.136545;10;10;9;45;50
21;2023-02-07T20:45:19.867554015;3610.090561;10;10;9;45;50
22;2023-02-07T20:45:23.577858319;3610.312008;10;10;9;45;50
23;2023-02-07T20:45:27.288346466;3610.264256;10;10;9;45;50
24;2023-02-07T20:45:30.999197966;3608.941446;10;10;9;45;50
25;2023-02-07T20:45:34.708309557;3608.178017;10;10;9;45;50
26;2023-02-07T20:45:38.416651377;3608.122113;10;10;9;45;50
27;2023-02-07T20:45:42.125336039;3611.065676;10;10;9;45;50
28;2023-02-07T20:45:45.836737033;3609.202154;10;10;9;45;50
29;2023-02-07T20:45:49.546079521;3608.166178;10;10;9;45;50
30;2023-02-07T20:45:53.254399687;3610.427251;10;10;9;45;50
31;2023-02-07T20:45:56.965137998;3608.72513;10;10;9;45;50
32;2023-02-07T20:46:00.674027071;3608.359717;10;10;9;45;50
33;2023-02-07T20:46:04.382532106;3610.483726;10;10;9;45;50
34;2023-02-07T20:46:08.093304747;3608.441622;10;10;9;45;50
35;2023-02-07T20:46:11.801896253;3608.577207;10;10;9;45;50
36;2023-02-07T20:46:15.510630066;3607.916532;10;10;9;45;50
37;2023-02-07T20:46:19.218729119;3611.209155;10;10;9;45;50
38;2023-02-07T20:46:22.930113671;3607.662679;10;10;9;45;50
39;2023-02-07T20:46:26.637972700;3607.24116;10;10;9;45;50
40;2023-02-07T20:46:30.345352886;3607.041095;10;10;9;45;50
41;2023-02-07T20:46:34.052559782;3606.588646;10;10;9;45;50
42;2023-02-07T20:46:37.759292382;3606.71916;10;10;9;45;50
43;2023-02-07T20:46:41.466154810;3606.748489;10;10;9;45;50
44;2023-02-07T20:46:45.173051345;3606.235004;10;10;9;45;50
45;2023-02-07T20:46:48.879450133;3606.174608;10;10;9;45;50
46;2023-02-07T20:46:52.585761140;3605.873052;10;10;9;45;50
47;2023-02-07T20:46:56.291777833;3606.594103;10;10;9;45;50
48;2023-02-07T20:46:59.998470625;3606.454316;10;10;9;45;50
49;2023-02-07T20:47:03.705062629;3606.394658;10;10;9;45;50
50;2023-02-07T20:47:07.411612019;3607.108467;10;10;9;45;50
51;2023-02-07T20:47:11.118903031;3606.844783;10;10;9;45;50
52;2023-02-07T20:47:14.825898124;3606.011285;10;10;9;45;50
53;2023-02-07T20:47:18.532067997;3606.012597;10;10;9;45;50
54;2023-02-07T20:47:22.238223240;3606.600851;10;10;9;45;50
55;2023-02-07T20:47:25.944978393;3606.426425;10;10;9;45;50
56;2023-02-07T20:47:29.651561286;3606.50454;10;10;9;45;50
57;2023-02-07T20:47:33.358213050;3606.923015;10;10;9;45;50
58;2023-02-07T20:47:37.065278781;3607.940048;10;10;9;45;50
59;2023-02-07T20:47:40.773523919;3606.242219;10;10;9;45;50
60;2023-02-07T20:47:44.479895515;3605.91515;10;10;9;45;50
61;2023-02-07T20:47:48.185973598;3605.697698;10;10;9;45;50
62;2023-02-07T20:47:51.891845490;3606.114887;10;10;9;45;50
63;2023-02-07T20:47:55.598102829;3605.856205;10;10;9;45;50
64;2023-02-07T20:47:59.304108315;3606.126005;10;10;9;45;50
65;2023-02-07T20:48:03.010375275;3607.069182;10;10;9;45;50
66;2023-02-07T20:48:06.717678755;3607.280632;10;10;9;45;50
67;2023-02-07T20:48:10.425151772;3606.027902;10;10;9;45;50
68;2023-02-07T20:48:14.131325546;3606.182535;10;10;9;45;50
69;2023-02-07T20:48:17.837662519;3605.908848;10;10;9;45;50
70;2023-02-07T20:48:21.543715783;3607.336126;10;10;9;45;50
71;2023-02-07T20:48:25.251311836;3606.739984;10;10;9;45;50
72;2023-02-07T20:48:28.958230188;3605.983945;10;10;9;45;50
73;2023-02-07T20:48:32.664424872;3605.348412;10;10;9;45;50
74;2023-02-07T20:48:36.369970856;3605.134027;10;10;9;45;50
75;2023-02-07T20:48:40.075249976;3604.9992;10;10;9;45;50
76;2023-02-07T20:48:43.780389262;3607.816893;10;10;9;45;50
77;2023-02-07T20:48:47.488349709;3605.592306;10;10;9;45;50
