Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-07T21:04:18.321301095;5568.380471;10;10;9;90;100
1;2023-02-07T21:04:23.990963068;5433.691597;10;10;9;90;100
2;2023-02-07T21:04:29.524952464;5424.717773;10;10;9;90;100
3;2023-02-07T21:04:35.049970003;5429.822123;10;10;9;90;100
4;2023-02-07T21:04:40.580192703;5428.28616;10;10;9;90;100
5;2023-02-07T21:04:46.109353869;5424.746716;10;10;9;90;100
6;2023-02-07T21:04:51.634424531;5423.54706;10;10;9;90;100
7;2023-02-07T21:04:57.158300637;5424.748162;10;10;9;90;100
8;2023-02-07T21:05:02.683364690;5422.338736;10;10;9;90;100
9;2023-02-07T21:05:08.206003175;5419.576439;10;10;9;90;100
10;2023-02-07T21:05:13.725832655;5421.59588;10;10;9;90;100
11;2023-02-07T21:05:19.247777486;5420.632021;10;10;9;90;100
12;2023-02-07T21:05:24.768760917;5420.197434;10;10;9;90;100
13;2023-02-07T21:05:30.289291794;5419.999681;10;10;9;90;100
14;2023-02-07T21:05:35.809570545;5419.362829;10;10;9;90;100
15;2023-02-07T21:05:41.329243389;5418.454673;10;10;9;90;100
16;2023-02-07T21:05:46.848599957;5416.995906;10;10;9;90;100
17;2023-02-07T21:05:52.366370854;5417.860084;10;10;9;90;100
18;2023-02-07T21:05:57.884543837;5416.161712;10;10;9;90;100
19;2023-02-07T21:06:03.400860448;5414.57236;10;10;9;90;100
20;2023-02-07T21:06:08.915600026;5417.230906;10;10;9;90;100
21;2023-02-07T21:06:14.433107515;5415.323258;10;10;9;90;100
22;2023-02-07T21:06:19.948581731;5415.568505;10;10;9;90;100
23;2023-02-07T21:06:25.464297201;5416.826831;10;10;9;90;100
24;2023-02-07T21:06:30.981433086;5417.01398;10;10;9;90;100
25;2023-02-07T21:06:36.498747057;5418.605495;10;10;9;90;100
26;2023-02-07T21:06:42.017602778;5414.686916;10;10;9;90;100
27;2023-02-07T21:06:47.532465454;5416.145928;10;10;9;90;100
28;2023-02-07T21:06:53.048873035;5418.307974;10;10;9;90;100
29;2023-02-07T21:06:58.567467664;5416.112571;10;10;9;90;100
30;2023-02-07T21:07:04.083893362;5413.963482;10;10;9;90;100
31;2023-02-07T21:07:09.598020946;5413.717908;10;10;9;90;100
32;2023-02-07T21:07:15.111907623;5415.572144;10;10;9;90;100
33;2023-02-07T21:07:20.627794155;5413.60386;10;10;9;90;100
34;2023-02-07T21:07:26.141568693;5412.414437;10;10;9;90;100
35;2023-02-07T21:07:31.654143658;5414.71722;10;10;9;90;100
36;2023-02-07T21:07:37.169017145;5414.840067;10;10;9;90;100
37;2023-02-07T21:07:42.684130661;5413.890077;10;10;9;90;100
38;2023-02-07T21:07:48.198192662;5413.239717;10;10;9;90;100
39;2023-02-07T21:07:53.711702386;5413.686771;10;10;9;90;100
40;2023-02-07T21:07:59.225549648;5415.419966;10;10;9;90;100
41;2023-02-07T21:08:04.741239575;5413.033144;10;10;9;90;100
42;2023-02-07T21:08:10.254440581;5417.631614;10;10;9;90;100
43;2023-02-07T21:08:15.772357363;5412.910137;10;10;9;90;100
44;2023-02-07T21:08:21.285429971;5413.053781;10;10;9;90;100
45;2023-02-07T21:08:26.798781851;5414.543095;10;10;9;90;100
46;2023-02-07T21:08:32.313592818;5413.808517;10;10;9;90;100
47;2023-02-07T21:08:37.827579271;5414.131031;10;10;9;90;100
48;2023-02-07T21:08:43.341911706;5413.52484;10;10;9;90;100
49;2023-02-07T21:08:48.855610491;5412.060491;10;10;9;90;100
50;2023-02-07T21:08:54.367842808;5414.213789;10;10;9;90;100
51;2023-02-07T21:08:59.882300926;5411.465587;10;10;9;90;100
52;2023-02-07T21:09:05.393935589;5411.436349;10;10;9;90;100
53;2023-02-07T21:09:10.905559002;5412.752993;10;10;9;90;100
54;2023-02-07T21:09:16.418471362;5412.205811;10;10;9;90;100
55;2023-02-07T21:09:21.930836886;5412.322006;10;10;9;90;100
56;2023-02-07T21:09:27.443380022;5411.992203;10;10;9;90;100
57;2023-02-07T21:09:32.955564385;5413.092852;10;10;9;90;100
58;2023-02-07T21:09:38.468840576;5413.302482;10;10;9;90;100
59;2023-02-07T21:09:43.982333728;5411.626763;10;10;9;90;100
60;2023-02-07T21:09:49.494123577;5412.551638;10;10;9;90;100
61;2023-02-07T21:09:55.006931597;5411.926487;10;10;9;90;100
62;2023-02-07T21:10:00.519103848;5413.887332;10;10;9;90;100
63;2023-02-07T21:10:06.033293298;5411.553037;10;10;9;90;100
64;2023-02-07T21:10:11.545014794;5412.55932;10;10;9;90;100
65;2023-02-07T21:10:17.057727082;5414.745303;10;10;9;90;100
66;2023-02-07T21:10:22.572721933;5412.116062;10;10;9;90;100
67;2023-02-07T21:10:28.085010131;5414.355452;10;10;9;90;100
