Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;8690.087586;10;10;9;198;220
1;7586.38702;10;10;9;198;220
2;7266.063292;10;10;9;198;220
3;7256.300914;10;10;9;198;220
4;7281.4685;10;10;9;198;220
5;7255.303047;10;10;9;198;220
6;7242.009613;10;10;9;198;220
7;7241.490726;10;10;9;198;220
8;7234.068446;10;10;9;198;220
9;7261.190909;10;10;9;198;220
10;7232.12369;10;10;9;198;220
11;7242.567552;10;10;9;198;220
12;7253.543807;10;10;9;198;220
13;7244.008795;10;10;9;198;220
14;7247.039794;10;10;9;198;220
15;7231.822812;10;10;9;198;220
16;7232.32753;10;10;9;198;220
17;7240.430217;10;10;9;198;220
18;7231.340186;10;10;9;198;220
19;7233.571958;10;10;9;198;220
20;7247.149667;10;10;9;198;220
21;7234.859484;10;10;9;198;220
22;7243.337957;10;10;9;198;220
23;7234.58998;10;10;9;198;220
24;7238.338928;10;10;9;198;220
25;7230.715323;10;10;9;198;220
26;7232.839619;10;10;9;198;220
27;7227.164079;10;10;9;198;220
28;7223.451258;10;10;9;198;220
29;7236.397615;10;10;9;198;220
30;7226.488485;10;10;9;198;220
31;7229.007015;10;10;9;198;220
32;7228.463169;10;10;9;198;220
33;7224.213111;10;10;9;198;220
34;7223.089977;10;10;9;198;220
35;7226.11347;10;10;9;198;220
36;7228.805099;10;10;9;198;220
37;7226.417322;10;10;9;198;220
38;7228.021523;10;10;9;198;220
39;7223.007583;10;10;9;198;220
40;7229.617105;10;10;9;198;220
41;7224.598633;10;10;9;198;220
42;7238.929144;10;10;9;198;220
43;7225.744481;10;10;9;198;220
44;7235.858346;10;10;9;198;220
45;7230.062643;10;10;9;198;220
46;7224.062734;10;10;9;198;220
47;7226.852243;10;10;9;198;220
48;7232.007872;10;10;9;198;220
49;7228.480173;10;10;9;198;220
50;7230.2835;10;10;9;198;220
51;7228.925442;10;10;9;198;220
52;7231.725554;10;10;9;198;220
53;7224.080318;10;10;9;198;220
54;7225.93723;10;10;9;198;220
55;7224.373743;10;10;9;198;220
56;7229.194512;10;10;9;198;220
57;7225.083063;10;10;9;198;220
58;7230.844649;10;10;9;198;220
59;7228.129136;10;10;9;198;220
60;7227.294514;10;10;9;198;220
61;7229.561033;10;10;9;198;220
62;7224.85658;10;10;9;198;220
63;7224.596094;10;10;9;198;220
64;7222.468611;10;10;9;198;220
65;7223.159106;10;10;9;198;220
66;7222.398736;10;10;9;198;220
67;7221.896097;10;10;9;198;220
68;7220.685645;10;10;9;198;220
69;7222.971752;10;10;9;198;220
70;7226.816928;10;10;9;198;220
71;7233.427773;10;10;9;198;220
72;7235.423596;10;10;9;198;220
73;7224.36281;10;10;9;198;220
74;7228.538377;10;10;9;198;220
75;7229.374237;10;10;9;198;220
76;7235.634017;10;10;9;198;220
77;7225.706895;10;10;9;198;220
78;7236.776084;10;10;9;198;220
79;7227.122897;10;10;9;198;220
80;7222.545598;10;10;9;198;220
81;7232.712734;10;10;9;198;220
82;7224.167688;10;10;9;198;220
83;7228.484168;10;10;9;198;220
84;7226.680387;10;10;9;198;220
85;7221.984931;10;10;9;198;220
86;7222.913518;10;10;9;198;220
87;7228.055512;10;10;9;198;220
88;7232.934065;10;10;9;198;220
89;7231.39834;10;10;9;198;220
90;7221.678847;10;10;9;198;220
91;7232.968564;10;10;9;198;220
92;7223.782416;10;10;9;198;220
93;7231.526629;10;10;9;198;220
94;7231.232906;10;10;9;198;220
95;7230.001371;10;10;9;198;220
96;7224.598394;10;10;9;198;220
97;7226.30157;10;10;9;198;220
98;7228.835581;10;10;9;198;220
99;7249.144753;10;10;9;198;220
100;7229.666427;10;10;9;198;220
101;7222.736067;10;10;9;198;220
102;7227.556124;10;10;9;198;220
103;7225.384041;10;10;9;198;220
104;7234.014653;10;10;9;198;220
105;7232.145447;10;10;9;198;220
106;7228.794827;10;10;9;198;220
107;7233.444602;10;10;9;198;220
108;7227.66224;10;10;9;198;220
109;7229.920631;10;10;9;198;220
110;7225.630734;10;10;9;198;220
111;7225.472958;10;10;9;198;220
112;7231.246597;10;10;9;198;220
113;7229.778201;10;10;9;198;220
114;7233.944153;10;10;9;198;220
115;7223.764217;10;10;9;198;220
116;7220.888824;10;10;9;198;220
117;7235.815686;10;10;9;198;220
118;7229.476593;10;10;9;198;220
119;7229.066207;10;10;9;198;220
120;7234.873645;10;10;9;198;220
121;7228.626024;10;10;9;198;220
