Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;8639.154488;10;10;9;189;210
1;8309.60634;10;10;9;189;210
2;8162.646257;10;10;9;189;210
3;7257.201821;10;10;9;189;210
4;7267.445367;10;10;9;189;210
5;7250.248762;10;10;9;189;210
6;7240.078853;10;10;9;189;210
7;7251.36315;10;10;9;189;210
8;7264.30783;10;10;9;189;210
9;7264.418007;10;10;9;189;210
10;7256.075064;10;10;9;189;210
11;7243.856106;10;10;9;189;210
12;7251.401447;10;10;9;189;210
13;7237.765774;10;10;9;189;210
14;7246.533464;10;10;9;189;210
15;7236.549441;10;10;9;189;210
16;7234.583898;10;10;9;189;210
17;7240.495028;10;10;9;189;210
18;7242.747378;10;10;9;189;210
19;7257.368568;10;10;9;189;210
20;7238.582186;10;10;9;189;210
21;7239.574845;10;10;9;189;210
22;7237.645653;10;10;9;189;210
23;7235.600013;10;10;9;189;210
24;7238.449757;10;10;9;189;210
25;7233.356742;10;10;9;189;210
26;7238.518492;10;10;9;189;210
27;7233.71133;10;10;9;189;210
28;7237.03603;10;10;9;189;210
29;7242.075161;10;10;9;189;210
30;7228.563528;10;10;9;189;210
31;7240.571485;10;10;9;189;210
32;7240.574422;10;10;9;189;210
33;7238.952294;10;10;9;189;210
34;7237.468879;10;10;9;189;210
35;7235.17242;10;10;9;189;210
36;7239.530039;10;10;9;189;210
37;7237.939508;10;10;9;189;210
38;7231.84916;10;10;9;189;210
39;7230.241148;10;10;9;189;210
40;7233.837369;10;10;9;189;210
41;7231.544168;10;10;9;189;210
42;7243.522535;10;10;9;189;210
43;7238.980178;10;10;9;189;210
44;7236.377552;10;10;9;189;210
45;7227.589209;10;10;9;189;210
46;7229.388522;10;10;9;189;210
47;7232.932713;10;10;9;189;210
48;7239.660208;10;10;9;189;210
49;7234.321682;10;10;9;189;210
50;7225.73714;10;10;9;189;210
51;7232.22925;10;10;9;189;210
52;7239.416422;10;10;9;189;210
53;7233.122009;10;10;9;189;210
54;7234.59501;10;10;9;189;210
55;7228.074328;10;10;9;189;210
56;7229.497084;10;10;9;189;210
57;7230.020804;10;10;9;189;210
58;7230.872523;10;10;9;189;210
59;7228.508333;10;10;9;189;210
60;7234.556429;10;10;9;189;210
61;7235.595895;10;10;9;189;210
62;7236.746328;10;10;9;189;210
63;7234.933049;10;10;9;189;210
64;7231.610837;10;10;9;189;210
65;7236.064145;10;10;9;189;210
66;7231.517486;10;10;9;189;210
67;7235.265804;10;10;9;189;210
68;7233.93998;10;10;9;189;210
69;7233.540395;10;10;9;189;210
70;7230.982091;10;10;9;189;210
71;7239.449641;10;10;9;189;210
72;7227.13384;10;10;9;189;210
73;7234.506399;10;10;9;189;210
74;7230.906376;10;10;9;189;210
75;7238.365661;10;10;9;189;210
76;7237.966942;10;10;9;189;210
77;7233.145556;10;10;9;189;210
78;7244.095312;10;10;9;189;210
79;7230.888234;10;10;9;189;210
80;7238.168482;10;10;9;189;210
81;7240.558192;10;10;9;189;210
82;7241.241927;10;10;9;189;210
83;7235.933184;10;10;9;189;210
84;7234.428252;10;10;9;189;210
85;7233.890921;10;10;9;189;210
86;7237.507518;10;10;9;189;210
87;7242.054373;10;10;9;189;210
