Id;StartingWallTime;Texec;expectedH;realH;neededMessages;processedMessages
0;2023-01-31T14:05:18.601829498;22.302383;1;1;12;21
1;2023-01-31T14:05:18.724531998;7.660629;1;1;12;21
2;2023-01-31T14:05:18.832397824;5.739181;1;1;12;21
3;2023-01-31T14:05:18.938339646;5.506727;1;1;12;21
4;2023-01-31T14:05:19.043999514;5.736501;1;1;12;21
5;2023-01-31T14:05:19.149879675;5.545306;1;1;12;21
6;2023-01-31T14:05:19.255571882;5.574565;1;1;12;21
7;2023-01-31T14:05:19.361280037;5.066979;1;1;12;21
8;2023-01-31T14:05:19.466482840;12.10523;1;1;12;21
9;2023-01-31T14:05:19.578787798;6.8572;1;1;12;21
10;2023-01-31T14:05:19.685866828;6.559082;1;1;12;21
11;2023-01-31T14:05:19.792634274;6.873496;1;1;12;21
12;2023-01-31T14:05:19.899858402;6.32392;1;1;12;21
13;2023-01-31T14:05:20.006381086;4.704265;1;1;12;21
14;2023-01-31T14:05:20.111277590;5.033266;1;1;12;21
15;2023-01-31T14:05:20.216583048;4.829679;1;1;12;21
16;2023-01-31T14:05:20.321603426;5.799321;1;1;12;21
17;2023-01-31T14:05:20.427594065;5.334475;1;1;12;21
18;2023-01-31T14:05:20.533181007;13.499985;1;1;12;21
19;2023-01-31T14:05:20.646891152;5.239891;1;1;12;21
20;2023-01-31T14:05:20.752341117;5.162278;1;1;12;21
21;2023-01-31T14:05:20.857675893;4.956952;1;1;12;21
22;2023-01-31T14:05:20.962809298;4.759049;1;1;12;21
23;2023-01-31T14:05:21.067748125;4.573388;1;1;12;21
24;2023-01-31T14:05:21.172482388;4.396403;1;1;12;21
25;2023-01-31T14:05:21.277092224;4.454139;1;1;12;21
26;2023-01-31T14:05:21.381688828;3.964478;1;1;12;21
27;2023-01-31T14:05:21.485794795;3.916429;1;1;12;21
28;2023-01-31T14:05:21.589868995;6.76404;1;1;12;21
29;2023-01-31T14:05:21.696818491;6.154858;1;1;12;21
30;2023-01-31T14:05:21.803216186;4.980047;1;1;12;21
31;2023-01-31T14:05:21.908396178;4.506546;1;1;12;21
32;2023-01-31T14:05:22.013114287;4.641184;1;1;12;21
33;2023-01-31T14:05:22.117909449;4.240286;1;1;12;21
34;2023-01-31T14:05:22.222319932;4.747429;1;1;12;21
35;2023-01-31T14:05:22.327248737;4.344333;1;1;12;21
36;2023-01-31T14:05:22.431773862;5.200319;1;1;12;21
37;2023-01-31T14:05:22.537193899;5.566395;1;1;12;21
38;2023-01-31T14:05:22.642973520;4.681835;1;1;12;21
39;2023-01-31T14:05:22.747833470;4.849624;1;1;12;21
40;2023-01-31T14:05:22.852872107;4.81535;1;1;12;21
