Id;Texec;expectedH;realH;neededMessages;processedMessages
0;39.159719;1;1;24;45
1;17.924687;1;1;24;45
2;17.775542;1;1;24;45
3;13.931558;1;1;24;45
4;14.749396;1;1;24;45
5;20.847155;1;1;24;45
6;9.598369;1;1;24;45
7;17.99149;1;1;24;45
8;23.73761;1;1;24;45
9;17.562307;1;1;24;45
10;14.278001;1;1;24;45
11;11.075907;1;1;24;45
12;8.307238;1;1;24;45
13;8.574493;1;1;24;45
14;9.237247;1;1;24;45
15;8.623497;1;1;24;45
16;18.316383;1;1;24;45
17;10.990161;1;1;24;45
18;10.058108;1;1;24;45
19;8.105687;1;1;24;45
20;8.709726;1;1;24;45
21;6.649506;1;1;24;45
22;6.937854;1;1;24;45
23;8.204231;1;1;24;45
24;8.948552;1;1;24;45
25;11.375418;1;1;24;45
26;7.243463;1;1;24;45
27;7.552098;1;1;24;45
28;10.220738;1;1;24;45
29;13.645556;1;1;24;45
30;7.447108;1;1;24;45
31;7.726125;1;1;24;45
32;6.380093;1;1;24;45
33;5.660568;1;1;24;45
34;6.59917;1;1;24;45
35;7.390275;1;1;24;45
36;6.56014;1;1;24;45
37;6.335811;1;1;24;45
38;6.118659;1;1;24;45
39;6.359898;1;1;24;45
40;5.795073;1;1;24;45
41;5.109698;1;1;24;45
42;5.351927;1;1;24;45
43;6.127358;1;1;24;45
44;4.728805;1;1;24;45
45;5.006345;1;1;24;45
46;5.348154;1;1;24;45
47;4.946059;1;1;24;45
48;5.387857;1;1;24;45
49;5.158046;1;1;24;45
50;4.926982;1;1;24;45
51;6.066276;1;1;24;45
52;5.701157;1;1;24;45
53;4.998589;1;1;24;45
54;5.05607;1;1;24;45
55;5.230584;1;1;24;45
56;6.37309;1;1;24;45
57;5.167371;1;1;24;45
58;6.62433;1;1;24;45
59;6.680743;1;1;24;45
60;8.915324;1;1;24;45
61;8.162223;1;1;24;45
62;7.149846;1;1;24;45
63;6.671212;1;1;24;45
64;5.88617;1;1;24;45
65;5.697063;1;1;24;45
66;4.524322;1;1;24;45
67;5.191777;1;1;24;45
68;5.396717;1;1;24;45
69;6.017458;1;1;24;45
70;6.105273;1;1;24;45
71;11.516294;1;1;24;45
72;9.548519;1;1;24;45
73;5.81003;1;1;24;45
74;5.274453;1;1;24;45
75;4.871735;1;1;24;45
76;4.447471;1;1;24;45
77;4.199043;1;1;24;45
78;5.3146;1;1;24;45
79;4.683394;1;1;24;45
80;5.469302;1;1;24;45
81;4.461603;1;1;24;45
82;6.173089;1;1;24;45
83;6.829578;1;1;24;45
84;7.430724;1;1;24;45
85;9.073476;1;1;24;45
86;4.607306;1;1;24;45
87;5.911648;1;1;24;45
88;5.897202;1;1;24;45
89;4.760271;1;1;24;45
90;5.169926;1;1;24;45
91;3.996982;1;1;24;45
92;4.246778;1;1;24;45
93;5.069645;1;1;24;45
94;3.626413;1;1;24;45
95;3.795819;1;1;24;45
96;4.447417;1;1;24;45
97;4.803858;1;1;24;45
98;4.094257;1;1;24;45
99;4.634286;1;1;24;45
100;3.996294;1;1;24;45
101;4.01343;1;1;24;45
102;4.390698;1;1;24;45
103;4.074317;1;1;24;45
104;5.909168;1;1;24;45
105;6.348783;1;1;24;45
106;26.311585;1;1;36;45
107;4.986163;1;1;24;45
108;4.290161;1;1;24;45
109;6.689087;1;1;24;45
110;6.927825;1;1;24;45
111;6.099526;1;1;24;45
112;4.151158;1;1;24;45
113;4.246007;1;1;24;45
114;4.065528;1;1;24;45
115;4.153105;1;1;24;45
116;7.044288;1;1;24;45
117;5.325127;1;1;24;45
118;4.95598;1;1;24;45
119;9.82667;1;1;24;45
120;5.311165;1;1;24;45
121;5.089371;1;1;24;45
122;5.493728;1;1;24;45
123;4.015349;1;1;24;45
124;7.654581;1;1;24;45
125;5.387241;1;1;24;45
126;4.09516;1;1;24;45
127;5.253074;1;1;24;45
128;4.501998;1;1;24;45
129;4.891042;1;1;24;45
130;5.170707;1;1;24;45
131;4.458627;1;1;24;45
132;4.17033;1;1;24;45
133;4.203316;1;1;24;45
134;4.14046;1;1;24;45
135;5.049029;1;1;24;45
136;5.238034;1;1;24;45
137;4.340832;1;1;24;45
138;4.160309;1;1;24;45
139;3.64913;1;1;24;45
140;3.688868;1;1;24;45
141;4.689981;1;1;24;45
142;7.269012;1;1;24;45
143;5.95467;1;1;24;45
144;5.61251;1;1;24;45
145;6.199237;1;1;29;45
146;4.293967;1;1;24;45
147;4.078873;1;1;24;45
148;3.756967;1;1;24;45
149;4.408499;1;1;24;45
150;4.032765;1;1;24;45
151;3.68378;1;1;24;45
152;4.217364;1;1;24;45
153;3.448048;1;1;24;45
154;3.162705;1;1;24;45
155;3.29578;1;1;24;45
156;3.499843;1;1;24;45
157;4.430152;1;1;24;45
158;3.509476;1;1;24;45
