type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694725186;0.753917
APPROXIMATION;-1;100;1;1672694725187;0.542295
APPROXIMATION;-1;100;2;1672694725188;0.457734
APPROXIMATION;-1;100;3;1672694725188;0.501064
APPROXIMATION;-1;100;4;1672694725189;0.477614
APPROXIMATION;-1;100;5;1672694725190;0.719046
APPROXIMATION;-1;100;6;1672694725192;0.512235
APPROXIMATION;-1;100;7;1672694725193;0.452794
APPROXIMATION;-1;100;8;1672694725194;0.414063
APPROXIMATION;-1;100;9;1672694725194;0.477104
APPROXIMATION;-1;100;10;1672694725195;0.443234
APPROXIMATION;-1;100;11;1672694725196;0.421084
APPROXIMATION;-1;100;12;1672694725196;0.440804
APPROXIMATION;-1;100;13;1672694725197;0.423633
HALTED;-1;100;14;1672694725197;0.435934
INITIALIZATION;-1;101;0;1672694725300;0.518034
APPROXIMATION;-1;101;1;1672694725301;0.549305
APPROXIMATION;-1;101;2;1672694725302;0.590285
APPROXIMATION;-1;101;3;1672694725303;0.325653
APPROXIMATION;-1;101;4;1672694725350;0.568885
APPROXIMATION;-1;101;5;1672694725350;0.630186
APPROXIMATION;-1;101;6;1672694725351;0.471814
APPROXIMATION;-1;101;7;1672694725352;0.371703
APPROXIMATION;-1;101;8;1672694725400;0.663196
APPROXIMATION;-1;101;9;1672694725401;0.463884
APPROXIMATION;-1;101;10;1672694725401;0.536195
APPROXIMATION;-1;101;11;1672694725402;0.387273
APPROXIMATION;-1;101;12;1672694725402;0.406644
APPROXIMATION;-1;101;13;1672694725403;0.376624
HALTED;-1;101;14;1672694725403;0.397523
INITIALIZATION;-1;102;0;1672694725505;0.640476
APPROXIMATION;-1;102;1;1672694725506;0.484934
APPROXIMATION;-1;102;2;1672694725507;0.412313
APPROXIMATION;-1;102;3;1672694725508;0.360873
APPROXIMATION;-1;102;4;1672694725550;1.12872
APPROXIMATION;-1;102;5;1672694725551;0.596845
APPROXIMATION;-1;102;6;1672694725552;0.568305
APPROXIMATION;-1;102;7;1672694725552;0.443194
APPROXIMATION;-1;102;8;1672694725553;0.394733
APPROXIMATION;-1;102;9;1672694725553;0.393473
APPROXIMATION;-1;102;10;1672694725554;0.402843
APPROXIMATION;-1;102;11;1672694725554;0.392264
APPROXIMATION;-1;102;12;1672694725555;0.354943
APPROXIMATION;-1;102;13;1672694725555;0.369713
HALTED;-1;102;14;1672694725556;0.390934
INITIALIZATION;-1;103;0;1672694725658;0.539105
APPROXIMATION;-1;103;1;1672694725659;0.393594
APPROXIMATION;-1;103;2;1672694725659;0.430714
APPROXIMATION;-1;103;3;1672694725660;0.404223
APPROXIMATION;-1;103;4;1672694725660;0.396533
APPROXIMATION;-1;103;5;1672694725661;0.457805
APPROXIMATION;-1;103;6;1672694725661;0.355373
APPROXIMATION;-1;103;7;1672694725662;0.423554
APPROXIMATION;-1;103;8;1672694725662;0.402413
APPROXIMATION;-1;103;9;1672694725663;0.351193
APPROXIMATION;-1;103;10;1672694725663;0.375954
APPROXIMATION;-1;103;11;1672694725664;0.352744
APPROXIMATION;-1;103;12;1672694725664;0.331153
APPROXIMATION;-1;103;13;1672694725665;0.365103
HALTED;-1;103;14;1672694725665;0.400524
INITIALIZATION;-1;104;0;1672694725767;0.730746
APPROXIMATION;-1;104;1;1672694725768;0.417873
APPROXIMATION;-1;104;2;1672694725768;0.416273
APPROXIMATION;-1;104;3;1672694725769;0.347473
APPROXIMATION;-1;104;4;1672694725810;0.465944
APPROXIMATION;-1;104;5;1672694725810;0.410473
APPROXIMATION;-1;104;6;1672694725811;0.397863
APPROXIMATION;-1;104;7;1672694725812;0.396323
APPROXIMATION;-1;104;8;1672694725812;0.316423
APPROXIMATION;-1;104;9;1672694725813;0.332903
APPROXIMATION;-1;104;10;1672694725813;0.350653
APPROXIMATION;-1;104;11;1672694725814;0.364253
APPROXIMATION;-1;104;12;1672694725814;0.367674
APPROXIMATION;-1;104;13;1672694725815;0.800667
HALTED;-1;104;14;1672694725816;0.442734
INITIALIZATION;-1;105;0;1672694725918;0.547234
APPROXIMATION;-1;105;1;1672694725919;0.480685
APPROXIMATION;-1;105;2;1672694725920;0.470734
APPROXIMATION;-1;105;3;1672694725920;0.402424
APPROXIMATION;-1;105;4;1672694725921;0.418513
APPROXIMATION;-1;105;5;1672694725921;0.435093
APPROXIMATION;-1;105;6;1672694725922;0.431484
APPROXIMATION;-1;105;7;1672694725922;0.389354
APPROXIMATION;-1;105;8;1672694725923;0.398804
APPROXIMATION;-1;105;9;1672694725924;0.415514
APPROXIMATION;-1;105;10;1672694725924;0.410084
