tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-5-thread-1;INITIALIZATION;-1;0;0;1675070559677;12.074791
pool-5-thread-1;APPROXIMATION;-1;0;1;1675070559914;6.999208
pool-5-thread-1;APPROXIMATION;-1;0;2;1675070559922;17.248917
pool-5-thread-1;HALTED;-1;0;3;1675070559944;5.737125
pool-5-thread-1;INITIALIZATION;-1;1;0;1675070560059;14.878458
pool-5-thread-1;APPROXIMATION;-1;1;1;1675070560075;7.283458
pool-5-thread-1;APPROXIMATION;-1;1;2;1675070560084;12.150875
pool-5-thread-1;HALTED;-1;1;3;1675070560096;5.268125
pool-5-thread-1;INITIALIZATION;-1;2;0;1675070560258;63.189584
pool-5-thread-1;APPROXIMATION;-1;2;1;1675070560321;20.524875
pool-5-thread-1;APPROXIMATION;-1;2;2;1675070560342;10.782584
pool-5-thread-1;HALTED;-1;2;3;1675070560355;5.852792
pool-5-thread-1;INITIALIZATION;-1;3;0;1675070560507;70.130125
pool-5-thread-1;APPROXIMATION;-1;3;1;1675070560578;25.583542
pool-5-thread-1;APPROXIMATION;-1;3;2;1675070560608;11.333583
pool-5-thread-1;HALTED;-1;3;3;1675070560627;2.775333
pool-5-thread-1;INITIALIZATION;-1;4;0;1675070560773;50.290792
pool-5-thread-1;APPROXIMATION;-1;4;1;1675070560824;8.666542
pool-5-thread-1;APPROXIMATION;-1;4;2;1675070560834;8.033542
pool-5-thread-1;HALTED;-1;4;3;1675070560842;5.294709
pool-5-thread-1;INITIALIZATION;-1;5;0;1675070560982;52.019958
pool-5-thread-1;APPROXIMATION;-1;5;1;1675070561034;42.036417
pool-5-thread-1;APPROXIMATION;-1;5;2;1675070561077;5.999666
pool-5-thread-1;HALTED;-1;5;3;1675070561085;5.608375
pool-5-thread-1;INITIALIZATION;-1;6;0;1675070561206;5.193208
pool-5-thread-1;APPROXIMATION;-1;6;1;1675070561211;12.234917
pool-5-thread-1;APPROXIMATION;-1;6;2;1675070561226;11.823709
pool-5-thread-1;HALTED;-1;6;3;1675070561239;5.182167
pool-5-thread-1;INITIALIZATION;-1;7;0;1675070561394;42.927584
pool-5-thread-1;APPROXIMATION;-1;7;1;1675070561441;15.304583
pool-5-thread-1;APPROXIMATION;-1;7;2;1675070561458;7.0935
pool-5-thread-1;HALTED;-1;7;3;1675070561465;4.757458
pool-5-thread-1;INITIALIZATION;-1;8;0;1675070561586;6.952667
pool-5-thread-1;APPROXIMATION;-1;8;1;1675070561593;5.072917
pool-5-thread-1;APPROXIMATION;-1;8;2;1675070561600;4.621208
pool-5-thread-1;HALTED;-1;8;3;1675070561605;3.427459
pool-5-thread-1;INITIALIZATION;-1;9;0;1675070561821;6.428167
pool-5-thread-1;APPROXIMATION;-1;9;1;1675070561831;4.87975
pool-5-thread-1;APPROXIMATION;-1;9;2;1675070561836;4.611958
pool-5-thread-1;HALTED;-1;9;3;1675070561842;2.854625
pool-5-thread-1;INITIALIZATION;-1;10;0;1675070561969;9.216291
pool-5-thread-1;APPROXIMATION;-1;10;1;1675070561978;8.218667
pool-5-thread-1;APPROXIMATION;-1;10;2;1675070561989;4.327709
