tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675077406843;21.478
pool-15-thread-1;APPROXIMATION;-1;0;1;1675077407016;3.785583
pool-15-thread-1;APPROXIMATION;-1;0;2;1675077407135;18.0915
pool-15-thread-1;APPROXIMATION;-1;0;3;1675077407153;15.362958
pool-15-thread-1;APPROXIMATION;-1;0;4;1675077407171;13.709167
pool-15-thread-1;APPROXIMATION;-1;0;5;1675077407188;11.943291
pool-15-thread-1;APPROXIMATION;-1;0;6;1675077407202;10.814916
pool-15-thread-1;APPROXIMATION;-1;0;7;1675077407216;10.158875
pool-15-thread-1;APPROXIMATION;-1;0;8;1675077407229;8.025125
pool-15-thread-1;HALTED;-1;0;9;1675077407241;1.732625
