tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675077406880;3.501458
pool-15-thread-1;APPROXIMATION;-1;0;1;1675077407054;8.590125
pool-15-thread-1;APPROXIMATION;-1;0;2;1675077407137;19.468375
pool-15-thread-1;APPROXIMATION;-1;0;3;1675077407159;14.898292
pool-15-thread-1;APPROXIMATION;-1;0;4;1675077407177;13.643208
pool-15-thread-1;APPROXIMATION;-1;0;5;1675077407192;12.559167
pool-15-thread-1;APPROXIMATION;-1;0;6;1675077407206;11.087875
pool-15-thread-1;APPROXIMATION;-1;0;7;1675077407218;9.238542
pool-15-thread-1;APPROXIMATION;-1;0;8;1675077407231;6.922667
pool-15-thread-1;HALTED;-1;0;9;1675077407238;1.840333
