Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;477.294042;7;7;0;36;50
1;149.231666;7;7;0;36;50
2;139.661375;7;7;0;36;50
3;92.898458;7;7;0;36;50
4;83.674333;7;7;0;36;50
5;60.953625;7;7;0;36;50
6;182.705458;7;7;0;36;50
7;71.272916;7;7;0;36;50
8;130.056167;7;7;0;36;50
9;36.373458;7;7;0;36;50
10;30.991042;7;7;0;36;50
11;90.764958;7;7;0;36;50
12;135.877417;7;7;0;36;50
13;118.063625;7;7;0;36;50
14;77.699542;7;7;0;36;50
15;155.215209;7;7;0;36;50
16;76.559917;7;7;0;36;50
17;116.107583;7;7;0;36;50
18;102.918458;7;7;0;36;50
19;113.08125;7;7;0;36;50
20;98.901708;7;7;0;36;50
21;62.970041;7;7;0;36;50
22;108.639083;7;7;0;36;50
23;104.649625;7;7;0;36;50
24;102.794458;7;7;0;36;50
25;117.37575;7;7;0;36;50
26;63.810166;7;7;0;36;50
27;44.425625;7;7;0;36;50
28;48.168958;7;7;0;36;50
29;62.295708;7;7;0;36;50
30;131.821709;7;7;0;36;50
31;96.037041;7;7;0;36;50
32;142.849917;7;7;0;36;50
33;112.285416;7;7;0;36;50
34;78.755458;7;7;0;36;50
35;69.59725;7;7;0;36;50
36;114.528;7;7;0;36;50
37;115.09625;7;7;0;36;50
38;32.083292;7;7;0;36;50
39;112.402291;7;7;0;36;50
40;125.303666;7;7;0;36;50
41;27.116333;7;7;0;36;50
42;28.353292;7;7;0;36;50
43;111.480375;7;7;0;36;50
44;30.387125;7;7;0;36;50
45;29.963625;7;7;0;36;50
46;109.804625;7;7;0;36;50
47;21.423708;7;7;0;36;50
48;19.777667;7;7;0;36;50
49;24.751667;7;7;0;36;50
50;24.033542;7;7;0;36;50
51;140.928;7;7;0;36;50
52;132.123791;7;7;0;36;50
53;124.919208;7;7;0;36;50
54;52.499458;7;7;0;36;50
55;51.650958;7;7;0;36;50
56;115.858584;7;7;0;36;50
57;42.45975;7;7;0;36;50
58;335.14075;7;7;0;36;50
59;27.447583;7;7;0;36;50
60;26.195417;7;7;0;36;50
61;30.317333;7;7;0;36;50
