Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-28T17:53:03.812822000;814.609417;7;7;0;36;49
1;2023-02-28T17:53:04.731896000;140.338916;7;7;0;36;49
2;2023-02-28T17:53:04.976408000;171.792542;7;7;0;36;49
3;2023-02-28T17:53:05.257769000;147.425541;7;7;0;36;49
4;2023-02-28T17:53:05.512424000;123.852292;7;7;0;36;49
5;2023-02-28T17:53:05.739864000;131.706;7;7;0;36;49
6;2023-02-28T17:53:05.975951000;222.25525;7;7;0;36;49
7;2023-02-28T17:53:06.303377000;71.514542;7;7;0;36;49
8;2023-02-28T17:53:06.482542000;209.7145;7;7;0;36;49
9;2023-02-28T17:53:06.795586000;38.713916;7;7;0;36;49
10;2023-02-28T17:53:06.938820000;47.89425;7;7;0;42;49
11;2023-02-28T17:53:07.094720000;139.05775;7;7;0;36;49
12;2023-02-28T17:53:07.338592000;170.703083;7;7;0;36;49
13;2023-02-28T17:53:07.611791000;182.25925;7;7;0;36;49
14;2023-02-28T17:53:07.895690000;86.01925;7;7;0;36;49
15;2023-02-28T17:53:08.089456000;219.837291;7;7;0;36;49
16;2023-02-28T17:53:08.412660000;78.820625;7;7;0;36;49
17;2023-02-28T17:53:08.594550000;141.045625;7;7;0;36;49
18;2023-02-28T17:53:08.843371000;170.90075;7;7;0;36;49
19;2023-02-28T17:53:09.119425000;127.241417;7;7;0;36;49
20;2023-02-28T17:53:09.351677000;107.914416;7;7;0;36;49
21;2023-02-28T17:53:09.561476000;59.270209;7;7;0;36;49
22;2023-02-28T17:53:09.728491000;121.466208;7;7;0;36;49
23;2023-02-28T17:53:09.959537000;153.346417;7;7;0;36;49
24;2023-02-28T17:53:10.218917000;141.511042;7;7;0;36;49
25;2023-02-28T17:53:10.466995000;147.540917;7;7;0;36;49
26;2023-02-28T17:53:10.715300000;67.559167;7;7;0;36;49
27;2023-02-28T17:53:10.887976000;46.38675;7;7;0;36;49
28;2023-02-28T17:53:11.035965000;48.671125;7;7;0;36;49
29;2023-02-28T17:53:11.189881000;56.36125;7;7;0;36;49
30;2023-02-28T17:53:11.352745000;158.967709;7;7;0;36;49
31;2023-02-28T17:53:11.613170000;142.8075;7;7;0;36;49
