Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;559.659166;10;10;0;63;70
1;57.576292;10;10;0;63;70
2;168.297083;10;10;0;63;70
3;119.582958;10;10;0;63;70
4;138.17975;10;10;0;63;70
5;173.186167;10;10;0;63;70
6;82.160541;10;10;0;63;70
7;140.486792;10;10;0;63;70
8;110.5405;10;10;0;63;70
9;123.631333;10;10;0;63;70
10;96.74575;10;10;0;63;70
11;69.126584;10;10;0;63;70
12;141.146042;10;10;0;63;70
13;141.145541;10;10;0;63;70
14;95.341166;10;10;0;63;70
15;57.100959;10;10;0;63;70
16;90.142625;10;10;0;63;70
17;46.347458;10;10;0;63;70
18;134.230375;10;10;0;63;70
19;129.826167;10;10;0;63;70
20;115.374625;10;10;0;63;70
21;102.13175;10;10;0;63;70
22;64.853708;10;10;0;63;70
23;108.710333;10;10;0;63;70
24;44.396958;10;10;0;63;70
25;98.878542;10;10;0;63;70
26;55.481959;10;10;0;63;70
27;95.472833;10;10;0;63;70
28;58.852167;10;10;0;63;70
29;89.581625;10;10;0;63;70
30;30.137583;10;10;0;63;70
31;57.447834;10;10;0;63;70
32;102.789583;10;10;0;63;70
33;40.494959;10;10;0;63;70
34;124.451291;10;10;0;63;70
35;108.527167;10;10;0;63;70
36;50.099209;10;10;0;63;70
37;116.112667;10;10;0;63;70
38;51.551084;10;10;0;63;70
39;105.836;10;10;0;63;70
40;35.086542;10;10;0;63;70
41;41.718875;10;10;0;63;70
42;46.462208;10;10;0;63;70
43;70.622709;10;10;0;63;70
44;43.126625;10;10;0;63;70
45;79.837458;10;10;0;63;70
46;37.247625;10;10;0;63;70
47;128.747125;10;10;0;63;70
48;36.131209;10;10;0;63;70
49;35.758375;10;10;0;63;70
50;36.217375;10;10;0;63;70
51;35.025208;10;10;0;63;70
52;30.798125;10;10;0;63;70
53;51.828375;10;10;0;63;70
54;27.523333;10;10;0;63;70
55;125.319625;10;10;0;63;70
56;33.388167;10;10;0;63;70
57;35.042084;10;10;0;63;70
58;55.137542;10;10;0;63;70
59;88.981459;10;10;0;63;70
60;121.07125;10;10;0;63;70
61;33.417708;10;10;0;63;70
62;161.595792;10;10;0;63;70
63;30.793125;10;10;0;63;70
64;44.106833;10;10;0;63;70
65;29.528125;10;10;0;63;70
66;32.024459;10;10;0;63;70
67;31.290875;10;10;0;63;70
68;31.920708;10;10;0;63;70
69;28.697458;10;10;0;63;70
70;159.943375;10;10;0;63;70
71;103.597375;10;10;0;63;70
72;35.2285;10;10;0;63;70
73;146.038583;10;10;0;63;70
74;93.5625;10;10;0;63;70
75;102.9305;10;10;0;63;70
76;138.795375;10;10;0;63;70
77;110.598834;10;10;0;63;70
78;57.899;10;10;0;63;70
79;51.904833;10;10;0;63;70
80;88.099833;10;10;0;63;70
81;125.352;10;10;0;63;70
82;70.83725;10;10;0;63;70
83;56.349083;10;10;0;63;70
84;61.040542;10;10;0;63;70
85;58.046584;10;10;0;63;70
86;64.574291;10;10;0;63;70
87;44.149583;10;10;0;63;70
88;38.552292;10;10;0;63;70
89;35.805584;10;10;0;63;70
90;36.173833;10;10;0;63;70
91;35.598625;10;10;0;63;70
92;34.386083;10;10;0;63;70
93;166.221875;10;10;0;63;70
94;82.622083;10;10;0;63;70
95;70.669833;10;10;0;63;70
96;96.319083;10;10;0;63;70
97;40.069416;10;10;0;63;70
98;57.741125;10;10;0;63;70
99;92.593542;10;10;0;63;70
100;31.14075;10;10;0;63;70
101;35.0795;10;10;0;63;70
102;68.575;10;10;0;63;70
103;81.403208;10;10;0;63;70
104;125.895292;10;10;0;63;70
105;124.463292;10;10;0;63;70
106;25.776958;10;10;0;63;70
107;39.467625;10;10;0;63;70
