Id;Texec;expectedH;realH;neededMessages
0;1656.535711;8;8;567
1;1508.370984;8;8;567
2;757.894519;8;8;567
3;482.227606;8;8;567
4;2026.576884;8;8;567
5;2437.069881;8;8;567
6;940.315526;8;8;567
7;390.24317;8;8;567
8;1464.256786;8;8;567
9;605.844502;8;8;567
10;938.384589;8;8;567
11;424.906513;8;8;567
12;349.440963;8;8;567
13;347.363578;8;8;567
14;343.859832;8;8;567
15;327.048585;8;8;567
16;306.795099;8;8;567
17;306.343192;8;8;567
18;328.886689;8;8;567
19;317.121415;8;8;567
20;331.535456;8;8;567
21;292.670655;8;8;567
22;323.509583;8;8;567
23;327.662796;8;8;567
24;314.776238;8;8;567
25;317.660996;8;8;567
26;312.894117;8;8;567
27;306.124699;8;8;567
28;313.538857;8;8;567
29;332.030332;8;8;567
30;316.188532;8;8;567
31;302.971257;8;8;567
32;291.984209;8;8;567
33;317.288394;8;8;567
34;329.507924;8;8;567
35;319.843565;8;8;567
36;303.2785;8;8;567
37;338.282549;8;8;567
38;362.27693;8;8;567
39;401.36691;8;8;567
40;499.920214;8;8;567
41;418.68274;8;8;567
42;457.756898;8;8;567
43;364.079032;8;8;567
44;346.455342;8;8;567
45;339.935098;8;8;567
46;331.595806;8;8;567
47;316.896033;8;8;567
48;372.506834;8;8;567
49;301.191807;8;8;567
50;382.002496;8;8;567
51;296.154815;8;8;567
52;301.579728;8;8;567
53;298.079496;8;8;567
54;283.8363;8;8;567
55;286.136984;8;8;567
56;280.118963;8;8;567
57;269.469643;8;8;567
58;268.049315;8;8;567
59;279.803519;8;8;567
60;309.932923;8;8;567
61;329.140577;8;8;567
62;283.375141;8;8;567
63;284.7486;8;8;567
64;299.479797;8;8;567
65;310.958706;8;8;567
66;264.51715;8;8;567
67;272.101185;8;8;567
68;277.647561;8;8;567
69;283.766924;8;8;567
70;258.689303;8;8;567
71;286.479313;8;8;567
72;279.019533;8;8;567
73;297.92907;8;8;567
74;271.985825;8;8;567
75;274.164247;8;8;567
76;270.099418;8;8;567
77;270.827679;8;8;567
78;308.444517;8;8;567
79;274.020609;8;8;567
80;327.793661;8;8;567
81;414.820976;8;8;567
82;309.06695;8;8;567
83;501.297611;8;8;567
84;353.954042;8;8;567
85;410.614484;8;8;567
86;431.104433;8;8;567
87;466.879493;8;8;567
88;354.79097;8;8;567
89;394.895142;8;8;567
90;378.032549;8;8;567
91;334.355228;8;8;567
92;331.837551;8;8;567
93;298.471269;8;8;567
94;275.213775;8;8;567
95;282.522284;8;8;567
96;277.63394;8;8;567
97;271.609629;8;8;567
98;279.498098;8;8;567
99;311.41537;8;8;567
100;278.945697;8;8;567
101;289.948565;8;8;567
102;273.678505;8;8;567
103;282.871727;8;8;567
104;290.24278;8;8;567
105;277.172411;8;8;567
106;285.407421;8;8;567
107;267.361395;8;8;567
108;284.201986;8;8;567
109;274.008843;8;8;567
110;275.782507;8;8;567
111;268.594734;8;8;567
112;287.059219;8;8;567
113;277.475472;8;8;567
114;284.179743;8;8;567
115;276.368664;8;8;567
116;277.239376;8;8;567
117;262.130814;8;8;567
118;294.889126;8;8;567
119;280.544706;8;8;567
120;278.61423;8;8;567
121;274.183472;8;8;567
122;286.502366;8;8;567
123;275.547376;8;8;567
124;268.635377;8;8;567
125;285.64935;8;8;567
126;290.599606;8;8;567
127;273.511751;8;8;567
128;276.206072;8;8;567
129;295.768673;8;8;567
130;289.6921;8;8;567
131;290.513889;8;8;567
132;266.934795;8;8;567
133;268.086819;8;8;567
134;276.992663;8;8;567
135;278.294693;8;8;567
136;261.86403;8;8;567
137;280.384105;8;8;567
138;268.878233;8;8;567
139;265.312866;8;8;567
140;263.286553;8;8;567
141;274.629227;8;8;567
142;265.792008;8;8;567
143;274.837006;8;8;567
144;297.351495;8;8;567
145;312.479789;8;8;567
146;293.044027;8;8;567
147;324.089188;8;8;567
148;279.76941;8;8;567
149;389.184613;8;8;567
150;376.362906;8;8;567
151;377.362336;8;8;567
152;391.309714;8;8;567
153;323.971432;8;8;567
154;524.492492;8;8;567
155;375.836691;8;8;567
156;385.677551;8;8;567
157;467.193462;8;8;567
158;386.675136;8;8;567
159;374.380185;8;8;567
160;362.564789;8;8;567
161;377.41399;8;8;567
162;318.337565;8;8;567
163;266.815092;8;8;567
164;268.247598;8;8;567
165;277.830571;8;8;567
166;265.575409;8;8;567
167;255.784224;8;8;567
168;254.868866;8;8;567
169;280.261926;8;8;567
170;268.491121;8;8;567
171;268.576002;8;8;567
172;259.003764;8;8;567
173;280.869549;8;8;567
174;262.013148;8;8;567
175;295.795683;8;8;567
176;287.202961;8;8;567
177;293.179941;8;8;567
178;283.964553;8;8;567
179;268.968735;8;8;567
180;282.329788;8;8;567
181;270.885238;8;8;567
182;268.400439;8;8;567
183;262.361029;8;8;567
184;261.75562;8;8;567
185;290.433434;8;8;567
186;265.965633;8;8;567
187;276.94328;8;8;567
188;258.126673;8;8;567
189;261.812187;8;8;567
190;263.173327;8;8;567
191;252.067819;8;8;567
192;271.849;8;8;567
193;267.11559;8;8;567
194;260.291219;8;8;567
195;293.728086;8;8;567
196;319.258656;8;8;567
197;261.302093;8;8;567
198;288.481636;8;8;567
199;346.549146;8;8;567
200;392.886648;8;8;567
201;311.513582;8;8;567
202;291.225605;8;8;567
203;322.900678;8;8;567
204;307.308931;8;8;567
205;387.438878;8;8;567
206;333.690742;8;8;567
207;314.082381;8;8;567
208;268.340163;8;8;567
209;355.874794;8;8;567
210;329.816437;8;8;567
211;287.762266;8;8;567
212;338.533586;8;8;567
213;384.471153;8;8;567
214;304.726809;8;8;567
215;298.717978;8;8;567
216;279.096905;8;8;567
217;296.472511;8;8;567
218;269.670632;8;8;567
219;266.502982;8;8;567
220;272.298342;8;8;567
221;265.603086;8;8;567
222;269.698114;8;8;567
223;333.997805;8;8;567
224;263.895975;8;8;567
225;299.178878;8;8;567
226;267.330454;8;8;567
