Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-08T13:53:06.633078867;15076.704399;16;16;15;150;160
1;2023-02-08T13:53:21.812448221;15052.095097;16;16;15;150;160
2;2023-02-08T13:53:36.964980012;15033.996694;16;16;15;150;160
3;2023-02-08T13:53:52.099363998;15032.295947;16;16;15;150;160
4;2023-02-08T13:54:07.232028443;15032.033464;16;16;15;150;160
5;2023-02-08T13:54:22.364472236;15027.415063;16;16;15;150;160
6;2023-02-08T13:54:37.492149692;15026.768582;16;16;15;150;160
7;2023-02-08T13:54:52.619318453;15027.179706;16;16;15;150;160
8;2023-02-08T13:55:07.746800466;15027.1471;16;16;15;150;160
9;2023-02-08T13:55:22.874252060;15026.422333;16;16;15;150;160
10;2023-02-08T13:55:38.000943330;15029.182131;16;16;15;150;160
11;2023-02-08T13:55:53.130594642;15025.033616;16;16;15;150;160
12;2023-02-08T13:56:08.255950855;15022.552291;16;16;15;150;160
13;2023-02-08T13:56:23.378929651;15023.131061;16;16;15;150;160
14;2023-02-08T13:56:38.502467219;15021.121167;16;16;15;150;160
15;2023-02-08T13:56:53.623819156;15024.661097;16;16;15;150;160
16;2023-02-08T13:57:08.748856325;15023.467855;16;16;15;150;160
17;2023-02-08T13:57:23.872609379;15024.964244;16;16;15;150;160
18;2023-02-08T13:57:38.997866475;15023.030195;16;16;15;150;160
19;2023-02-08T13:57:54.121303290;15022.282649;16;16;15;150;160
20;2023-02-08T13:58:09.243990856;15023.260184;16;16;15;150;160
21;2023-02-08T13:58:24.367716850;15019.738343;16;16;15;150;160
22;2023-02-08T13:58:39.487753902;15022.289989;16;16;15;150;160
23;2023-02-08T13:58:54.610582475;15022.120228;16;16;15;150;160
24;2023-02-08T13:59:09.733139474;15023.269867;16;16;15;150;160
25;2023-02-08T13:59:24.856895823;15022.430665;16;16;15;150;160
26;2023-02-08T13:59:39.979774399;15021.303948;16;16;15;150;160
27;2023-02-08T13:59:55.101474530;15019.930172;16;16;15;150;160
28;2023-02-08T14:00:10.221858327;15018.980772;16;16;15;150;160
29;2023-02-08T14:00:25.341082003;15021.815562;16;16;15;150;160
30;2023-02-08T14:00:40.463217457;15019.033125;16;16;15;150;160
31;2023-02-08T14:00:55.582541676;15018.973637;16;16;15;150;160
32;2023-02-08T14:01:10.702371777;15019.367626;16;16;15;150;160
33;2023-02-08T14:01:25.822003208;15020.40153;16;16;15;150;160
34;2023-02-08T14:01:40.942624931;15020.599711;16;16;15;150;160
35;2023-02-08T14:01:56.063455799;15019.770854;16;16;15;150;160
36;2023-02-08T14:02:11.183447658;15020.07894;16;16;15;150;160
37;2023-02-08T14:02:26.303980904;15018.45703;16;16;15;150;160
38;2023-02-08T14:02:41.422707452;15018.797562;16;16;15;150;160
39;2023-02-08T14:02:56.541839596;15019.383441;16;16;15;150;160
40;2023-02-08T14:03:11.661612903;15020.704622;16;16;15;150;160
41;2023-02-08T14:03:26.782699765;15017.675531;16;16;15;150;160
42;2023-02-08T14:03:41.900673742;15017.633045;16;16;15;150;160
43;2023-02-08T14:03:57.018564154;15018.765473;16;16;15;150;160
44;2023-02-08T14:04:12.137716019;15016.809114;16;16;15;150;160
45;2023-02-08T14:04:27.254791047;15018.016816;16;16;15;150;160
46;2023-02-08T14:04:42.373250664;15017.081043;16;16;15;150;160
47;2023-02-08T14:04:57.490580887;15018.778724;16;16;15;150;160
48;2023-02-08T14:05:12.609707189;15018.593792;16;16;15;150;160
49;2023-02-08T14:05:27.728630045;15018.931105;16;16;15;150;160
50;2023-02-08T14:05:42.847969727;15018.102077;16;16;15;150;160
51;2023-02-08T14:05:57.966317759;15022.916032;16;16;15;150;160
52;2023-02-08T14:06:13.089582277;15018.349987;16;16;15;150;160
53;2023-02-08T14:06:28.208194721;15018.783367;16;16;15;150;160
54;2023-02-08T14:06:43.327239738;15017.769957;16;16;15;150;160
55;2023-02-08T14:06:58.445242591;15020.445095;16;16;15;150;160
56;2023-02-08T14:07:13.566079287;15017.673443;16;16;15;150;160
57;2023-02-08T14:07:28.683969377;15019.597385;16;16;15;150;160
58;2023-02-08T14:07:43.803855592;15019.219898;16;16;15;150;160
59;2023-02-08T14:07:58.923534195;15018.216596;16;16;15;150;160
60;2023-02-08T14:08:14.042112141;15020.00931;16;16;15;150;160
61;2023-02-08T14:08:29.162573360;15023.386583;16;16;15;150;160
62;2023-02-08T14:08:44.286263600;15019.397254;16;16;15;150;160
63;2023-02-08T14:08:59.405876795;15016.852598;16;16;15;150;160
64;2023-02-08T14:09:14.522977940;15020.859944;16;16;15;150;160
65;2023-02-08T14:09:29.644261294;15018.943832;16;16;15;150;160
66;2023-02-08T14:09:44.763555756;15018.977747;16;16;15;150;160
67;2023-02-08T14:09:59.882889641;15018.594768;16;16;15;150;160
68;2023-02-08T14:10:15.001848504;15018.123963;16;16;15;150;160
69;2023-02-08T14:10:30.120184826;15016.906111;16;16;15;150;160
70;2023-02-08T14:10:45.237298757;15018.945889;16;16;15;150;160
71;2023-02-08T14:11:00.356606769;15018.440177;16;16;15;150;160
72;2023-02-08T14:11:15.475367665;15018.260904;16;16;15;150;160
73;2023-02-08T14:11:30.593937288;15016.547848;16;16;15;150;160
74;2023-02-08T14:11:45.710886657;15022.108621;16;16;15;150;160
75;2023-02-08T14:12:00.833195123;15018.323836;16;16;15;150;160
76;2023-02-08T14:12:15.951748487;15019.470665;16;16;15;150;160
77;2023-02-08T14:12:31.071527146;15021.442603;16;16;15;150;160
78;2023-02-08T14:12:46.193232271;15018.157137;16;16;15;150;160
79;2023-02-08T14:13:01.311646877;15018.392818;16;16;15;150;160
80;2023-02-08T14:13:16.430316697;15019.94036;16;16;15;150;160
81;2023-02-08T14:13:31.550473892;15019.287353;16;16;15;150;160
82;2023-02-08T14:13:46.670055706;15019.184926;16;16;15;150;160
83;2023-02-08T14:14:01.789612053;15019.043208;16;16;15;150;160
84;2023-02-08T14:14:16.908964787;15018.711855;16;16;15;150;160
85;2023-02-08T14:14:32.027902293;15018.553257;16;16;15;150;160
86;2023-02-08T14:14:47.146896062;15018.825525;16;16;15;150;160
87;2023-02-08T14:15:02.265968108;15017.366636;16;16;15;150;160
88;2023-02-08T14:15:17.383551700;15017.927294;16;16;15;150;160
89;2023-02-08T14:15:32.501705283;15018.916205;16;16;15;150;160
90;2023-02-08T14:15:47.620963575;15019.21023;16;16;15;150;160
91;2023-02-08T14:16:02.740383301;15018.674552;16;16;15;150;160
92;2023-02-08T14:16:17.859454528;15017.55222;16;16;15;150;160
93;2023-02-08T14:16:32.977241144;15019.159156;16;16;15;150;160
94;2023-02-08T14:16:48.096662227;15019.506121;16;16;15;150;160
95;2023-02-08T14:17:03.216372355;15018.986663;16;16;15;150;160
96;2023-02-08T14:17:18.335668307;15021.238324;16;16;15;150;160
97;2023-02-08T14:17:33.457292318;15019.246413;16;16;15;150;160
98;2023-02-08T14:17:48.576931285;15018.546925;16;16;15;150;160
99;2023-02-08T14:18:03.695665338;15019.686508;16;16;15;150;160
100;2023-02-08T14:18:18.815602379;15021.340647;16;16;15;150;160
101;2023-02-08T14:18:33.937312267;15019.01075;16;16;15;150;160
102;2023-02-08T14:18:49.056560587;15018.219332;16;16;15;150;160
103;2023-02-08T14:19:04.175021420;15019.411941;16;16;15;150;160
104;2023-02-08T14:19:19.294666057;15020.487863;16;16;15;150;160
105;2023-02-08T14:19:34.415471127;15018.265557;16;16;15;150;160
106;2023-02-08T14:19:49.534059492;15018.123167;16;16;15;150;160
107;2023-02-08T14:20:04.652384417;15017.971857;16;16;15;150;160
108;2023-02-08T14:20:19.770575675;15018.291596;16;16;15;150;160
109;2023-02-08T14:20:34.889126187;15018.522816;16;16;15;150;160
110;2023-02-08T14:20:50.007907479;15019.058603;16;16;15;150;160
111;2023-02-08T14:21:05.127273317;15018.461032;16;16;15;150;160
112;2023-02-08T14:21:20.246063094;15018.952927;16;16;15;150;160
113;2023-02-08T14:21:35.365288194;15021.691982;16;16;15;150;160
114;2023-02-08T14:21:50.487291126;15018.505548;16;16;15;150;160
115;2023-02-08T14:22:05.606110073;15019.473324;16;16;15;150;160
116;2023-02-08T14:22:20.725974447;15020.253206;16;16;15;150;160
117;2023-02-08T14:22:35.846546499;15020.009894;16;16;15;150;160
118;2023-02-08T14:22:50.966735477;15018.525264;16;16;15;150;160
119;2023-02-08T14:23:06.085559570;15019.583352;16;16;15;150;160
120;2023-02-08T14:23:21.205412715;15020.080825;16;16;15;150;160
121;2023-02-08T14:23:36.325769052;15018.823997;16;16;15;150;160
122;2023-02-08T14:23:51.444783584;15018.373625;16;16;15;150;160
123;2023-02-08T14:24:06.563365278;15018.939908;16;16;15;150;160
124;2023-02-08T14:24:21.682506694;15020.624116;16;16;15;150;160
125;2023-02-08T14:24:36.803303938;15019.661496;16;16;15;150;160
126;2023-02-08T14:24:51.923157406;15020.041763;16;16;15;150;160
127;2023-02-08T14:25:07.043466529;15019.529827;16;16;15;150;160
128;2023-02-08T14:25:22.163183299;15019.158152;16;16;15;150;160
129;2023-02-08T14:25:37.282555957;15019.710422;16;16;15;150;160
130;2023-02-08T14:25:52.402504404;15018.983842;16;16;15;150;160
131;2023-02-08T14:26:07.521676776;15019.887649;16;16;15;150;160
132;2023-02-08T14:26:22.641760395;15021.398102;16;16;15;150;160
133;2023-02-08T14:26:37.763368037;15020.476864;16;16;15;150;160
134;2023-02-08T14:26:52.884023896;15021.248536;16;16;15;150;160
135;2023-02-08T14:27:08.005455625;15019.841761;16;16;15;150;160
136;2023-02-08T14:27:23.125560033;15018.917119;16;16;15;150;160
137;2023-02-08T14:27:38.244684833;15020.851779;16;16;15;150;160
138;2023-02-08T14:27:53.365705290;15024.154421;16;16;15;150;160
139;2023-02-08T14:28:08.490013982;15021.469813;16;16;15;150;160
140;2023-02-08T14:28:23.611696759;15021.11095;16;16;15;150;160
141;2023-02-08T14:28:38.733003509;15019.858051;16;16;15;150;160
142;2023-02-08T14:28:53.853040776;15019.314396;16;16;15;150;160
143;2023-02-08T14:29:08.972612858;15020.318371;16;16;15;150;160
144;2023-02-08T14:29:24.093178842;15020.011569;16;16;15;150;160
