Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-08T15:20:42.185210615;14498.323459;15;15;14;294;315
1;2023-02-08T15:20:56.786964879;14100.342092;15;15;14;294;315
2;2023-02-08T15:21:10.988468854;14087.407692;15;15;14;294;315
3;2023-02-08T15:21:25.177205944;14080.95144;15;15;14;294;315
4;2023-02-08T15:21:39.358672119;14072.535544;15;15;14;294;315
5;2023-02-08T15:21:53.531707609;14068.17491;15;15;14;294;315
6;2023-02-08T15:22:07.700274220;14072.160928;15;15;14;294;315
7;2023-02-08T15:22:21.872874682;14078.741163;15;15;14;294;315
8;2023-02-08T15:22:36.052065618;14064.665472;15;15;14;294;315
9;2023-02-08T15:22:50.217089506;14075.080859;15;15;14;294;315
10;2023-02-08T15:23:04.392599471;14068.997128;15;15;14;294;315
11;2023-02-08T15:23:18.562050275;14047.817989;15;15;14;294;315
12;2023-02-08T15:23:32.710272720;14045.373255;15;15;14;294;315
13;2023-02-08T15:23:46.856068518;14051.879996;15;15;14;294;315
14;2023-02-08T15:24:01.008360120;14051.748929;15;15;14;294;315
15;2023-02-08T15:24:15.160585699;14048.924266;15;15;14;294;315
16;2023-02-08T15:24:29.310057262;14053.198686;15;15;14;294;315
17;2023-02-08T15:24:43.463685450;14049.327728;15;15;14;294;315
18;2023-02-08T15:24:57.613419692;14067.450988;15;15;14;294;315
19;2023-02-08T15:25:11.781315571;14040.419091;15;15;14;294;315
20;2023-02-08T15:25:25.922100809;14052.569794;15;15;14;294;315
21;2023-02-08T15:25:40.075167210;14054.113318;15;15;14;294;315
22;2023-02-08T15:25:54.229693858;14035.278135;15;15;14;294;315
23;2023-02-08T15:26:08.365286207;14036.727762;15;15;14;294;315
24;2023-02-08T15:26:22.502476529;14045.517858;15;15;14;294;315
25;2023-02-08T15:26:36.648474229;14043.389323;15;15;14;294;315
26;2023-02-08T15:26:50.792312149;14050.554647;15;15;14;294;315
27;2023-02-08T15:27:04.943299201;14056.311088;15;15;14;294;315
28;2023-02-08T15:27:19.100054135;14042.779781;15;15;14;294;315
29;2023-02-08T15:27:33.243253242;14051.610169;15;15;14;294;315
30;2023-02-08T15:27:47.395285362;14040.625964;15;15;14;294;315
31;2023-02-08T15:28:01.536335913;14051.365646;15;15;14;294;315
32;2023-02-08T15:28:15.688146126;14049.469723;15;15;14;294;315
33;2023-02-08T15:28:29.838018879;14039.183856;15;15;14;294;315
34;2023-02-08T15:28:43.977647275;14041.288613;15;15;14;294;315
35;2023-02-08T15:28:58.119345601;14054.788952;15;15;14;294;315
36;2023-02-08T15:29:12.274569929;14039.066287;15;15;14;294;315
37;2023-02-08T15:29:26.414034984;14047.374926;15;15;14;294;315
38;2023-02-08T15:29:40.561835764;14042.121274;15;15;14;294;315
39;2023-02-08T15:29:54.704397294;14038.037679;15;15;14;294;315
40;2023-02-08T15:30:08.842897071;14040.026053;15;15;14;294;315
41;2023-02-08T15:30:22.983369243;14038.240839;15;15;14;294;315
42;2023-02-08T15:30:37.122063008;14042.747285;15;15;14;294;315
43;2023-02-08T15:30:51.265267817;14037.820296;15;15;14;294;315
44;2023-02-08T15:31:05.403568940;14039.988865;15;15;14;294;315
45;2023-02-08T15:31:19.544034462;14042.596661;15;15;14;294;315
46;2023-02-08T15:31:33.687012383;14050.810585;15;15;14;294;315
47;2023-02-08T15:31:47.838340053;14042.580792;15;15;14;294;315
48;2023-02-08T15:32:01.981364930;14044.432948;15;15;14;294;315
49;2023-02-08T15:32:16.126276300;14039.850942;15;15;14;294;315
50;2023-02-08T15:32:30.266585261;14039.179667;15;15;14;294;315
51;2023-02-08T15:32:44.406172802;14044.340703;15;15;14;294;315
52;2023-02-08T15:32:58.550956263;14040.632836;15;15;14;294;315
53;2023-02-08T15:33:12.692054401;14042.555451;15;15;14;294;315
54;2023-02-08T15:33:26.835092005;14036.553754;15;15;14;294;315
55;2023-02-08T15:33:40.972113637;14046.486163;15;15;14;294;315
56;2023-02-08T15:33:55.119070887;14037.533491;15;15;14;294;315
57;2023-02-08T15:34:09.257079347;14062.686347;15;15;14;294;315
58;2023-02-08T15:34:23.420214757;14046.697616;15;15;14;294;315
59;2023-02-08T15:34:37.567310656;14049.546974;15;15;14;294;315
60;2023-02-08T15:34:51.717290912;14052.264111;15;15;14;294;315
61;2023-02-08T15:35:05.870007085;14043.834063;15;15;14;294;315
62;2023-02-08T15:35:20.014287202;14037.208549;15;15;14;294;315
