Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;389.508367;10;10;0;108;130
1;135.047141;10;10;0;108;130
2;230.212855;10;10;0;108;130
3;34.898603;10;10;0;108;130
4;26.500537;10;10;0;108;130
5;27.583813;10;10;0;108;130
6;27.760367;10;10;0;108;130
7;29.327654;10;10;0;108;130
8;34.687489;10;10;0;108;130
9;43.580253;10;10;0;108;130
10;40.520648;10;10;0;108;130
11;28.652793;10;10;0;108;130
12;25.982178;10;10;0;108;130
13;30.414222;10;10;0;108;130
14;29.672194;10;10;0;108;130
15;30.294386;10;10;0;108;130
16;20.542613;10;10;0;108;130
17;28.696045;10;10;0;108;130
18;30.434005;10;10;0;108;130
19;30.464372;10;10;0;108;130
20;20.955913;10;10;0;108;130
21;21.237909;10;10;0;108;130
22;26.614039;10;10;0;108;130
23;23.117584;10;10;0;108;130
24;22.305797;10;10;0;108;130
25;26.064498;10;10;0;108;130
26;17.196249;10;10;0;108;130
27;17.315489;10;10;0;108;130
28;23.430892;10;10;0;108;130
29;21.524189;10;10;0;108;130
30;13.645314;10;10;0;108;130
31;18.215065;10;10;0;108;130
32;16.130731;10;10;0;108;130
33;15.462838;10;10;0;108;130
34;16.539525;10;10;0;108;130
35;16.350465;10;10;0;108;130
36;15.324465;10;10;0;108;130
37;14.356468;10;10;0;108;130
38;17.449162;10;10;0;108;130
39;15.156962;10;10;0;108;130
40;14.53956;10;10;0;108;130
41;13.902644;10;10;0;108;130
42;22.806607;10;10;0;108;130
43;13.409535;10;10;0;108;130
44;18.155691;10;10;0;108;130
45;17.401184;10;10;0;108;130
46;12.348566;10;10;0;108;130
47;14.088527;10;10;0;108;130
48;13.744593;10;10;0;108;130
49;13.034567;10;10;0;108;130
50;13.777446;10;10;0;108;130
51;15.572196;10;10;0;108;130
52;12.58618;10;10;0;108;130
53;14.553951;10;10;0;108;130
54;11.490556;10;10;0;108;130
55;10.339335;10;10;0;108;130
56;14.07679;10;10;0;108;130
57;10.588896;10;10;0;108;130
58;13.558668;10;10;0;108;130
59;11.533974;10;10;0;108;130
60;11.13141;10;10;0;108;130
61;15.602472;10;10;0;108;130
62;17.490356;10;10;0;108;130
63;12.756487;10;10;0;108;130
64;12.200622;10;10;0;108;130
65;10.700402;10;10;0;108;130
66;11.192;10;10;0;108;130
67;12.352444;10;10;0;108;130
68;12.996863;10;10;0;108;130
69;12.235264;10;10;0;108;130
70;12.877358;10;10;0;108;130
71;12.451796;10;10;0;108;130
72;12.591635;10;10;0;108;130
73;13.320405;10;10;0;108;130
74;12.435221;10;10;0;108;130
75;14.639286;10;10;0;108;130
76;15.80782;10;10;0;108;130
77;13.60103;10;10;0;108;130
78;13.915917;10;10;0;108;130
79;13.282082;10;10;0;108;130
80;11.758169;10;10;0;108;130
81;13.271252;10;10;0;108;130
82;14.488112;10;10;0;108;130
83;13.555794;10;10;0;108;130
84;11.272407;10;10;0;108;130
85;11.680667;10;10;0;108;130
86;9.175066;10;10;0;108;130
87;15.393947;10;10;0;108;130
88;10.989824;10;10;0;108;130
89;11.123871;10;10;0;108;130
90;10.697036;10;10;0;108;130
91;10.75984;10;10;0;108;130
92;11.396792;10;10;0;108;130
93;12.661261;10;10;0;108;130
94;12.409783;10;10;0;108;130
95;10.786793;10;10;0;108;130
96;12.517073;10;10;0;108;130
97;10.660422;10;10;0;108;130
98;11.15239;10;10;0;108;130
99;13.120253;10;10;0;108;130
100;12.032704;10;10;0;108;130
101;11.225288;10;10;0;108;130
102;13.054752;10;10;0;108;130
103;12.887908;10;10;0;108;130
104;10.665931;10;10;0;108;130
105;11.599746;10;10;0;108;130
106;11.57856;10;10;0;108;130
107;11.966434;10;10;0;108;130
108;12.13652;10;10;0;108;130
109;10.646153;10;10;0;108;130
110;11.183646;10;10;0;108;130
111;14.749717;10;10;0;108;130
112;13.95543;10;10;0;108;130
113;11.248664;10;10;0;108;130
114;13.870956;10;10;0;108;130
115;10.53433;10;10;0;108;130
116;11.223569;10;10;0;108;130
117;11.580671;10;10;0;108;130
118;12.211444;10;10;0;108;130
119;10.717097;10;10;0;108;130
120;12.736484;10;10;0;108;130
121;12.234347;10;10;0;108;130
122;12.221605;10;10;0;108;130
123;14.343832;10;10;0;108;130
124;13.183038;10;10;0;108;130
125;11.11746;10;10;0;108;130
126;12.88108;10;10;0;108;130
127;12.615317;10;10;0;108;130
128;10.864797;10;10;0;108;130
129;11.27407;10;10;0;108;130
130;12.917975;10;10;0;108;130
131;15.894228;10;10;0;108;130
