Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2080.348405;10;10;0;225;250
1;383.153621;10;10;0;225;250
2;197.065375;10;10;0;225;250
3;165.174719;10;10;0;225;250
4;185.017485;10;10;0;225;250
5;167.001356;10;10;0;225;250
6;176.973815;10;10;0;225;250
7;221.882246;10;10;0;225;250
8;282.727676;10;10;0;225;250
9;383.14437;10;10;0;225;250
10;495.234335;10;10;0;225;250
11;202.29956;10;10;0;225;250
12;147.834153;10;10;0;225;250
13;165.848332;10;10;0;225;250
14;108.729724;10;10;0;225;250
15;99.760069;10;10;0;225;250
16;93.031627;10;10;0;225;250
17;128.52611;10;10;0;225;250
18;202.638002;10;10;0;225;250
19;115.15397;10;10;0;225;250
20;187.062262;10;10;0;225;250
21;232.757037;10;10;0;225;250
22;132.402404;10;10;0;225;250
23;93.719427;10;10;0;225;250
24;127.70921;10;10;0;225;250
25;114.149206;10;10;0;225;250
26;88.47133;10;10;0;225;250
27;101.802765;10;10;0;225;250
28;106.93755;10;10;0;225;250
29;108.362662;10;10;0;225;250
30;114.1238;10;10;0;225;250
31;124.65054;10;10;0;225;250
32;97.83511;10;10;0;225;250
33;94.167918;10;10;0;225;250
34;107.643783;10;10;0;225;250
35;89.475916;10;10;0;225;250
36;95.473164;10;10;0;225;250
37;82.862066;10;10;0;225;250
38;80.060943;10;10;0;225;250
39;82.663467;10;10;0;225;250
40;94.261443;10;10;0;225;250
41;102.180536;10;10;0;225;250
42;89.806571;10;10;0;225;250
43;88.417802;10;10;0;225;250
44;79.563789;10;10;0;225;250
45;91.329344;10;10;0;225;250
46;102.407293;10;10;0;225;250
47;112.863226;10;10;0;225;250
48;113.479729;10;10;0;225;250
49;79.376091;10;10;0;225;250
50;93.405065;10;10;0;225;250
51;84.055604;10;10;0;225;250
52;87.792176;10;10;0;225;250
53;97.538575;10;10;0;225;250
54;84.258425;10;10;0;225;250
55;83.884398;10;10;0;225;250
56;85.310099;10;10;0;225;250
57;83.059674;10;10;0;225;250
58;81.569597;10;10;0;225;250
59;83.521755;10;10;0;225;250
60;91.759847;10;10;0;225;250
61;86.49453;10;10;0;225;250
62;102.806591;10;10;0;225;250
63;99.807894;10;10;0;225;250
64;100.113008;10;10;0;225;250
65;98.91032;10;10;0;225;250
66;89.472838;10;10;0;225;250
67;87.854138;10;10;0;225;250
68;92.272764;10;10;0;225;250
69;77.083982;10;10;0;225;250
70;93.180948;10;10;0;225;250
71;87.741981;10;10;0;225;250
72;87.290054;10;10;0;225;250
73;97.375436;10;10;0;225;250
74;80.979705;10;10;0;225;250
75;97.437327;10;10;0;225;250
76;87.563387;10;10;0;225;250
77;79.969886;10;10;0;225;250
78;91.487912;10;10;0;225;250
79;95.573625;10;10;0;225;250
80;83.608257;10;10;0;225;250
81;84.058137;10;10;0;225;250
82;109.28484;10;10;0;225;250
83;104.954974;10;10;0;225;250
84;98.472709;10;10;0;225;250
85;95.872648;10;10;0;225;250
86;112.356503;10;10;0;225;250
87;89.474046;10;10;0;225;250
88;82.481529;10;10;0;225;250
89;101.82316;10;10;0;225;250
90;87.841392;10;10;0;225;250
91;95.035545;10;10;0;225;250
92;83.591509;10;10;0;225;250
93;98.529581;10;10;0;225;250
94;86.560316;10;10;0;225;250
95;99.645653;10;10;0;225;250
96;102.744641;10;10;0;225;250
97;92.512496;10;10;0;225;250
98;82.015375;10;10;0;225;250
99;83.735134;10;10;0;225;250
100;86.830513;10;10;0;225;250
101;94.199341;10;10;0;225;250
102;91.303125;10;10;0;225;250
103;90.581724;10;10;0;225;250
104;86.235299;10;10;0;225;250
105;83.311282;10;10;0;225;250
106;86.777282;10;10;0;225;250
107;93.71838;10;10;0;225;250
108;93.926349;10;10;0;225;250
109;91.89288;10;10;0;225;250
110;91.552136;10;10;0;225;250
111;88.534242;10;10;0;225;250
112;86.134836;10;10;0;225;250
113;88.875135;10;10;0;225;250
114;94.85084;10;10;0;225;250
115;89.993774;10;10;0;225;250
116;87.379498;10;10;0;225;250
117;86.710415;10;10;0;225;250
118;85.529762;10;10;0;225;250
119;88.788913;10;10;0;225;250
120;83.098551;10;10;0;225;250
121;86.711888;10;10;0;225;250
122;91.244067;10;10;0;225;250
123;97.95156;10;10;0;225;250
124;93.280449;10;10;0;225;250
125;93.480568;10;10;0;225;250
126;90.656018;10;10;0;225;250
127;88.978762;10;10;0;225;250
128;87.234876;10;10;0;225;250
129;86.503015;10;10;0;225;250
130;93.538676;10;10;0;225;250
131;94.027044;10;10;0;225;250
132;88.374304;10;10;0;225;250
133;100.491407;10;10;0;225;250
134;84.878098;10;10;0;225;250
135;84.927441;10;10;0;225;250
136;95.432748;10;10;0;225;250
137;88.18187;10;10;0;225;250
138;88.823875;10;10;0;225;250
139;91.315841;10;10;0;225;250
140;97.150267;10;10;0;225;250
141;95.659635;10;10;0;225;250
142;87.25559;10;10;0;225;250
143;91.026422;10;10;0;225;250
144;89.797562;10;10;0;225;250
145;88.004871;10;10;0;225;250
146;87.130271;10;10;0;225;250
147;87.226952;10;10;0;225;250
148;85.444133;10;10;0;225;250
149;91.97523;10;10;0;225;250
150;99.708366;10;10;0;225;250
151;87.031083;10;10;0;225;250
152;88.850997;10;10;0;225;250
153;95.462337;10;10;0;225;250
154;88.781956;10;10;0;225;250
155;85.606003;10;10;0;225;250
156;87.587117;10;10;0;225;250
157;95.724767;10;10;0;225;250
158;92.323502;10;10;0;225;250
159;90.053771;10;10;0;225;250
160;85.279434;10;10;0;225;250
161;88.880211;10;10;0;225;250
162;100.092712;10;10;0;225;250
163;91.620213;10;10;0;225;250
164;79.491811;10;10;0;225;250
165;89.452674;10;10;0;225;250
166;91.175653;10;10;0;225;250
167;128.722889;10;10;0;225;250
168;103.757968;10;10;0;225;250
169;87.736089;10;10;0;225;250
170;89.140921;10;10;0;225;250
