Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages
0;2023-02-07T22:43:11.207699548;29.030668;7;7;0;36;42
1;2023-02-07T22:43:11.338921546;44.635755;7;7;0;36;42
2;2023-02-07T22:43:11.484068796;36.270309;7;7;0;36;42
3;2023-02-07T22:43:11.620863768;11.714011;7;7;0;36;42
4;2023-02-07T22:43:11.737621966;45.14904;7;7;0;36;42
5;2023-02-07T22:43:11.882968265;16.997791;7;7;0;36;42
6;2023-02-07T22:43:12.000190857;9.564605;7;7;0;36;42
7;2023-02-07T22:43:12.109990797;12.123291;7;7;0;36;42
8;2023-02-07T22:43:12.222367324;10.195082;7;7;0;36;42
9;2023-02-07T22:43:12.332798978;9.130338;7;7;0;36;42
10;2023-02-07T22:43:12.442197289;10.180957;7;7;0;36;42
11;2023-02-07T22:43:12.552546424;10.047919;7;7;0;36;42
12;2023-02-07T22:43:12.662787985;8.233206;7;7;0;36;42
13;2023-02-07T22:43:12.771179829;7.35561;7;7;0;36;42
14;2023-02-07T22:43:12.878695742;6.993814;7;7;0;36;42
15;2023-02-07T22:43:12.985857177;7.008528;7;7;0;36;42
16;2023-02-07T22:43:13.093030976;7.897296;7;7;0;36;42
17;2023-02-07T22:43:13.201105273;7.595415;7;7;0;36;42
18;2023-02-07T22:43:13.308916412;7.507836;7;7;0;36;42
19;2023-02-07T22:43:13.416612806;7.611015;7;7;0;36;42
20;2023-02-07T22:43:13.524387301;7.187251;7;7;0;36;42
21;2023-02-07T22:43:13.631725220;7.609923;7;7;0;36;42
22;2023-02-07T22:43:13.739472294;7.16218;7;7;0;36;42
23;2023-02-07T22:43:13.846789484;6.175054;7;7;0;36;42
24;2023-02-07T22:43:13.953105880;6.504541;7;7;0;36;42
25;2023-02-07T22:43:14.059761169;7.634588;7;7;0;36;42
26;2023-02-07T22:43:14.167566866;7.638798;7;7;0;36;42
27;2023-02-07T22:43:14.275374344;6.752277;7;7;0;36;42
28;2023-02-07T22:43:14.382298850;6.540345;7;7;0;36;42
29;2023-02-07T22:43:14.488992116;9.231502;7;7;0;36;42
30;2023-02-07T22:43:14.598405196;6.80078;7;7;0;36;42
31;2023-02-07T22:43:14.705350065;6.737601;7;7;0;36;42
32;2023-02-07T22:43:14.812283277;6.731974;7;7;0;36;42
33;2023-02-07T22:43:14.919153199;7.753939;7;7;0;36;42
34;2023-02-07T22:43:15.027044812;6.377746;7;7;0;36;42
35;2023-02-07T22:43:15.133580583;10.56966;7;7;0;36;42
36;2023-02-07T22:43:15.244345762;9.525222;7;7;0;36;42
37;2023-02-07T22:43:15.354029138;6.364924;7;7;0;36;42
38;2023-02-07T22:43:15.460591573;5.893136;7;7;0;36;42
39;2023-02-07T22:43:15.566643611;6.284442;7;7;0;36;42
40;2023-02-07T22:43:15.673072021;6.193282;7;7;0;36;42
41;2023-02-07T22:43:15.779410934;6.092493;7;7;0;36;42
42;2023-02-07T22:43:15.885668805;7.528705;7;7;0;36;42
43;2023-02-07T22:43:15.993404944;6.205164;7;7;0;36;42
44;2023-02-07T22:43:16.099784265;10.19943;7;7;0;36;42
45;2023-02-07T22:43:16.210640905;24.964347;7;7;0;36;42
46;2023-02-07T22:43:16.335816734;5.827125;7;7;0;36;42
47;2023-02-07T22:43:16.441816592;6.526689;7;7;0;36;42
48;2023-02-07T22:43:16.548473358;7.950154;7;7;0;36;42
49;2023-02-07T22:43:16.656608739;9.747909;7;7;0;36;42
50;2023-02-07T22:43:16.766529801;7.803763;7;7;0;36;42
51;2023-02-07T22:43:16.874474467;8.688201;7;7;0;36;42
52;2023-02-07T22:43:16.983312496;8.273769;7;7;0;36;42
53;2023-02-07T22:43:17.091760538;5.342615;7;7;0;36;42
54;2023-02-07T22:43:17.197253409;7.84444;7;7;0;36;42
55;2023-02-07T22:43:17.305294084;8.244213;7;7;0;36;42
56;2023-02-07T22:43:17.413791227;8.172324;7;7;0;36;42
57;2023-02-07T22:43:17.522175447;7.112836;7;7;0;36;42
58;2023-02-07T22:43:17.629478008;6.51604;7;7;0;36;42
59;2023-02-07T22:43:17.736196319;5.532497;7;7;0;36;42
60;2023-02-07T22:43:17.841929045;6.512625;7;7;0;36;42
61;2023-02-07T22:43:17.948598712;5.75502;7;7;0;36;42
62;2023-02-07T22:43:18.054471163;6.424855;7;7;0;36;42
63;2023-02-07T22:43:18.161061717;6.347135;7;7;0;36;42
64;2023-02-07T22:43:18.267687688;6.071931;7;7;0;36;42
65;2023-02-07T22:43:18.373896923;5.094471;7;7;0;36;42
66;2023-02-07T22:43:18.479152075;5.260474;7;7;0;36;42
67;2023-02-07T22:43:18.584578109;4.711006;7;7;0;36;42
68;2023-02-07T22:43:18.689427037;5.054203;7;7;0;36;42
69;2023-02-07T22:43:18.794637937;5.781884;7;7;0;36;42
70;2023-02-07T22:43:18.900574846;4.704633;7;7;0;36;42
71;2023-02-07T22:43:19.005424529;5.460141;7;7;0;36;42
72;2023-02-07T22:43:19.111021378;3.91553;7;7;0;36;42
73;2023-02-07T22:43:19.215110488;5.524097;7;7;0;36;42
74;2023-02-07T22:43:19.320783300;5.920909;7;7;0;36;42
75;2023-02-07T22:43:19.426886625;4.098328;7;7;0;36;42
