Id;Texec;expectedH;realH;neededMessages;processedMessages
0;129.016575;15;15;240;255
1;59.963362;15;15;240;255
2;40.297893;15;15;240;255
3;63.194282;15;15;240;255
4;101.484177;15;15;240;255
5;67.320651;15;15;240;255
6;42.531694;15;15;240;255
7;36.361331;15;15;240;255
8;35.138506;15;15;240;255
9;41.179229;15;15;240;255
10;42.061037;15;15;240;255
11;33.899909;15;15;240;255
12;62.925844;15;15;240;255
13;96.265033;15;15;240;255
14;125.336518;15;15;240;255
15;112.879437;15;15;240;255
16;67.278924;15;15;240;255
17;60.752689;15;15;240;255
18;36.635537;15;15;240;255
19;28.743748;15;15;240;255
20;27.36043;15;15;240;255
21;29.812415;15;15;240;255
22;29.135891;15;15;240;255
23;21.671828;15;15;240;255
24;21.182877;15;15;240;255
25;65.823721;15;15;240;255
26;30.590942;15;15;240;255
27;16.729771;15;15;240;255
28;15.196188;15;15;240;255
29;22.311737;15;15;240;255
30;16.28911;15;15;240;255
31;15.337182;15;15;240;255
32;15.090237;15;15;240;255
33;16.085157;15;15;240;255
34;14.777199;15;15;240;255
35;14.352906;15;15;240;255
36;15.76875;15;15;240;255
37;14.676403;15;15;240;255
38;14.584319;15;15;240;255
39;16.427598;15;15;240;255
40;15.072878;15;15;240;255
41;14.782107;15;15;240;255
42;42.694566;15;15;240;255
43;14.485759;15;15;240;255
44;26.175239;15;15;240;255
45;64.85338;15;15;240;255
46;69.028274;15;15;240;255
47;28.733774;15;15;240;255
48;27.364126;15;15;240;255
49;16.170287;15;15;240;255
50;15.245315;15;15;240;255
51;14.591563;15;15;240;255
52;14.014323;15;15;240;255
53;20.53061;15;15;240;255
54;14.338389;15;15;240;255
55;30.694063;15;15;240;255
56;14.364644;15;15;240;255
57;14.157882;15;15;240;255
58;14.868525;15;15;240;255
59;14.878228;15;15;240;255
60;14.038907;15;15;240;255
61;15.194086;15;15;240;255
62;14.554152;15;15;240;255
63;13.579455;15;15;240;255
64;14.611484;15;15;240;255
65;15.640825;15;15;240;255
66;14.350834;15;15;240;255
67;16.144182;15;15;240;255
68;14.426578;15;15;240;255
69;15.535039;15;15;240;255
70;13.826634;15;15;240;255
71;15.301215;15;15;240;255
72;15.624781;15;15;240;255
73;13.629464;15;15;240;255
74;14.861807;15;15;240;255
75;15.063763;15;15;240;255
76;13.402037;15;15;240;255
77;13.657203;15;15;240;255
78;14.708527;15;15;240;255
79;15.539733;15;15;240;255
80;14.426557;15;15;240;255
81;13.365141;15;15;240;255
82;16.663693;15;15;240;255
83;13.863419;15;15;240;255
84;13.567611;15;15;240;255
85;14.571912;15;15;240;255
86;13.913956;15;15;240;255
87;13.396351;15;15;240;255
88;13.319791;15;15;240;255
89;13.269571;15;15;240;255
90;13.351457;15;15;240;255
91;14.873715;15;15;240;255
92;16.044802;15;15;240;255
93;14.122128;15;15;240;255
94;14.324872;15;15;240;255
95;13.219434;15;15;240;255
96;13.359678;15;15;240;255
97;13.10772;15;15;240;255
98;13.800113;15;15;240;255
99;13.248476;15;15;240;255
100;13.181891;15;15;240;255
101;14.403561;15;15;240;255
102;15.554326;15;15;240;255
103;15.589188;15;15;240;255
104;13.964641;15;15;240;255
105;17.128034;15;15;240;255
106;14.990869;15;15;240;255
107;13.862832;15;15;240;255
108;13.568181;15;15;240;255
109;12.701527;15;15;240;255
110;13.878651;15;15;240;255
111;13.917704;15;15;240;255
112;13.361812;15;15;240;255
113;14.975896;15;15;240;255
114;15.647126;15;15;240;255
115;13.140059;15;15;240;255
116;13.622795;15;15;240;255
117;16.613676;15;15;240;255
118;14.322797;15;15;240;255
119;13.736916;15;15;240;255
120;13.605594;15;15;240;255
121;13.516872;15;15;240;255
122;14.415514;15;15;240;255
123;13.854463;15;15;240;255
124;17.311171;15;15;240;255
125;94.8755;15;15;240;255
126;16.166427;15;15;240;255
127;58.948968;15;15;240;255
128;117.876418;15;15;240;255
129;105.333096;15;15;240;255
130;42.176491;15;15;240;255
131;43.467533;15;15;240;255
132;13.528571;15;15;240;255
133;12.94118;15;15;240;255
134;13.791203;15;15;240;255
135;13.176921;15;15;240;255
136;15.942243;15;15;240;255
137;13.211538;15;15;240;255
138;12.887628;15;15;240;255
139;13.075529;15;15;240;255
140;15.812974;15;15;240;255
141;13.674956;15;15;240;255
142;12.974474;15;15;240;255
143;14.340086;15;15;240;255
144;33.618246;15;15;240;255
145;13.255303;15;15;240;255
146;13.64458;15;15;240;255
147;14.868386;15;15;240;255
148;13.276281;15;15;240;255
