StartingWallTime;Texec;expectedH;realH
2023-01-02T21:25:27.933434408;12.084286;13;13
2023-01-02T21:25:28.045597713;9.421742;13;13
2023-01-02T21:25:28.155097134;50.836356;13;13
2023-01-02T21:25:28.306002199;11.614332;13;13
2023-01-02T21:25:28.417685899;154.318245;13;13
2023-01-02T21:25:28.672087493;10.002188;13;13
2023-01-02T21:25:28.782157489;109.439511;13;13
2023-01-02T21:25:28.991666029;54.207836;13;13
2023-01-02T21:25:29.145962843;10.819115;13;13
2023-01-02T21:25:29.256850857;9.239091;13;13
2023-01-02T21:25:29.366159036;8.588326;13;13
2023-01-02T21:25:29.474811720;99.278902;13;13
2023-01-02T21:25:29.674156251;51.795924;13;13
2023-01-02T21:25:29.826016484;9.19667;13;13
2023-01-02T21:25:29.935280663;11.542151;13;13
2023-01-02T21:25:30.046888563;107.571734;13;13
2023-01-02T21:25:30.254526426;9.08865;13;13
2023-01-02T21:25:30.363678844;9.297392;13;13
2023-01-02T21:25:30.473042984;52.947355;13;13
2023-01-02T21:25:30.626057898;48.922099;13;13
2023-01-02T21:25:30.775044386;9.468113;13;13
2023-01-02T21:25:30.884576777;9.721976;13;13
2023-01-02T21:25:30.994376421;147.709967;13;13
2023-01-02T21:25:31.242154657;54.221666;13;13
2023-01-02T21:25:31.396441321;50.290032;13;13
2023-01-02T21:25:31.546795591;123.198122;13;13
2023-01-02T21:25:31.770057951;16.068521;13;13
2023-01-02T21:25:31.886192821;10.128699;13;13
2023-01-02T21:25:31.996395408;98.394714;13;13
2023-01-02T21:25:32.194854621;9.199421;13;13
2023-01-02T21:25:32.304116210;51.902926;13;13
2023-01-02T21:25:32.456084894;8.296683;13;13
2023-01-02T21:25:32.564444606;147.858758;13;13
2023-01-02T21:25:32.812368952;19.928345;13;13
2023-01-02T21:25:32.932379636;15.698978;13;13
2023-01-02T21:25:33.048145652;8.508885;13;13
2023-01-02T21:25:33.156720955;8.487985;13;13
2023-01-02T21:25:33.265290869;50.742625;13;13
2023-01-02T21:25:33.416264764;108.000968;13;13
2023-01-02T21:25:33.624299920;99.382803;13;13
2023-01-02T21:25:33.823745861;9.370693;13;13
2023-01-02T21:25:33.933177712;8.957979;13;13
2023-01-02T21:25:34.042197469;7.580907;13;13
2023-01-02T21:25:34.149838344;7.818589;13;13
2023-01-02T21:25:34.257720212;57.659116;13;13
2023-01-02T21:25:34.415446356;8.589166;13;13
2023-01-02T21:25:34.524097180;8.025341;13;13
2023-01-02T21:25:34.632184219;7.648067;13;13
2023-01-02T21:25:34.739894445;8.587045;13;13
2023-01-02T21:25:34.848542299;8.686476;13;13
2023-01-02T21:25:34.957290383;18.291641;13;13
2023-01-02T21:25:35.075664403;9.18413;13;13
2023-01-02T21:25:35.184909562;50.940287;13;13
2023-01-02T21:25:35.335910117;9.06483;13;13
2023-01-02T21:25:35.445036096;10.358001;13;13
2023-01-02T21:25:35.555454665;49.866188;13;13
2023-01-02T21:25:35.705383701;49.996789;13;13
2023-01-02T21:25:35.855445059;8.00965;13;13
2023-01-02T21:25:35.963514617;59.18012;13;13
2023-01-02T21:25:36.122755195;8.841278;13;13
2023-01-02T21:25:36.231655212;8.989838;13;13
2023-01-02T21:25:36.340707389;139.504095;13;13
2023-01-02T21:25:36.580277742;55.293606;13;13
2023-01-02T21:25:36.735633426;9.473453;13;13
2023-01-02T21:25:36.845168778;50.727945;13;13
2023-01-02T21:25:36.995959462;49.446134;13;13
2023-01-02T21:25:37.145465924;49.750387;13;13
2023-01-02T21:25:37.295277590;8.874618;13;13
2023-01-02T21:25:37.404213626;51.161779;13;13
2023-01-02T21:25:37.555440314;49.762646;13;13
2023-01-02T21:25:37.705264909;8.862658;13;13
2023-01-02T21:25:37.814190575;99.858747;13;13
2023-01-02T21:25:38.014112840;12.295098;13;13
2023-01-02T21:25:38.126473367;8.850028;13;13
2023-01-02T21:25:38.235387013;9.238411;13;13
2023-01-02T21:25:38.344688133;8.228982;13;13
2023-01-02T21:25:38.452978543;8.884768;13;13
2023-01-02T21:25:38.561925190;8.349763;13;13
2023-01-02T21:25:38.670335952;54.66487;13;13
2023-01-02T21:25:38.825064990;11.754573;13;13
2023-01-02T21:25:38.936881712;8.145331;13;13
2023-01-02T21:25:39.045089932;99.904867;13;13
2023-01-02T21:25:39.245057167;50.269932;13;13
2023-01-02T21:25:39.395390037;9.06163;13;13
2023-01-02T21:25:39.504511485;50.496634;13;13
2023-01-02T21:25:39.655072747;9.430243;13;13
2023-01-02T21:25:39.764565818;51.411532;13;13
2023-01-02T21:25:39.916039318;145.73227;13;13
2023-01-02T21:25:40.161834116;53.968744;13;13
2023-01-02T21:25:40.315887669;50.449843;13;13
2023-01-02T21:25:40.466401320;10.390201;13;13
2023-01-02T21:25:40.576852850;48.586276;13;13
2023-01-02T21:25:40.725501215;9.415313;13;13
2023-01-02T21:25:40.834978776;8.044811;13;13
2023-01-02T21:25:40.943085145;148.919398;13;13
2023-01-02T21:25:41.192069601;52.936965;13;13
2023-01-02T21:25:41.345068774;8.879488;13;13
2023-01-02T21:25:41.454009521;8.783107;13;13
2023-01-02T21:25:41.562854356;9.504154;13;13
2023-01-02T21:25:41.672420698;53.717092;13;13
2023-01-02T21:25:41.826199928;9.650165;13;13
2023-01-02T21:25:41.935911452;50.456063;13;13
2023-01-02T21:25:42.086429903;8.459564;13;13
2023-01-02T21:25:42.194949486;98.493415;13;13
2023-01-02T21:25:42.393505259;99.874797;13;13
2023-01-02T21:25:42.593441304;52.35624;13;13
2023-01-02T21:25:42.745860012;8.201962;13;13
2023-01-02T21:25:42.854123973;51.156239;13;13
2023-01-02T21:25:43.005342201;8.290322;13;13
2023-01-02T21:25:43.113693642;51.438061;13;13
2023-01-02T21:25:43.265194042;50.309082;13;13
2023-01-02T21:25:43.415565662;8.110741;13;13
2023-01-02T21:25:43.523737272;99.730045;13;13
2023-01-02T21:25:43.723530196;8.472544;13;13
2023-01-02T21:25:43.832064549;9.380212;13;13
2023-01-02T21:25:43.941506120;14.591688;13;13
2023-01-02T21:25:44.056160636;50.663745;13;13
2023-01-02T21:25:44.206886109;56.94346;13;13
2023-01-02T21:25:44.363893488;99.713465;13;13
2023-01-02T21:25:44.563668092;8.205362;13;13
2023-01-02T21:25:44.671933262;53.107667;13;13
2023-01-02T21:25:44.825104127;50.020009;13;13
2023-01-02T21:25:44.975187465;50.433372;13;13
2023-01-02T21:25:45.125684046;50.435623;13;13
2023-01-02T21:25:45.276181997;9.330882;13;13
2023-01-02T21:25:45.385576458;49.562535;13;13
2023-01-02T21:25:45.535202491;7.848629;13;13
2023-01-02T21:25:45.643112459;8.422914;13;13
2023-01-02T21:25:45.751596441;53.238547;13;13
2023-01-02T21:25:45.904896697;8.287953;13;13
2023-01-02T21:25:46.013245798;101.117608;13;13
2023-01-02T21:25:46.214426784;99.423903;13;13
2023-01-02T21:25:46.413912456;51.373781;13;13
2023-01-02T21:25:46.565348665;9.537744;13;13
2023-01-02T21:25:46.674947738;146.601397;13;13
2023-01-02T21:25:46.921685094;9.679145;13;13
2023-01-02T21:25:47.031425547;102.424179;13;13
2023-01-02T21:25:47.233913715;51.858705;13;13
2023-01-02T21:25:47.385835749;49.912218;13;13
2023-01-02T21:25:47.535809655;59.945797;13;13
2023-01-02T21:25:47.695820010;10.717604;13;13
2023-01-02T21:25:47.806599933;19.086117;13;13
2023-01-02T21:25:47.925747639;7.766188;13;13
2023-01-02T21:25:48.033576546;8.221042;13;13
2023-01-02T21:25:48.141859066;103.284897;13;13
2023-01-02T21:25:48.345206041;50.357393;13;13
2023-01-02T21:25:48.495626362;50.039999;13;13
2023-01-02T21:25:48.645728530;98.751857;13;13
2023-01-02T21:25:48.844541395;8.554125;13;13
2023-01-02T21:25:48.953156999;8.310243;13;13
2023-01-02T21:25:49.061536880;198.750425;13;13
2023-01-02T21:25:49.360352684;103.865412;13;13
2023-01-02T21:25:49.564278554;52.118508;13;13
2023-01-02T21:25:49.716458740;8.171892;13;13
2023-01-02T21:25:49.824692551;9.612694;13;13
2023-01-02T21:25:49.934368283;51.25634;13;13
2023-01-02T21:25:50.085685142;50.363482;13;13
2023-01-02T21:25:50.236109893;49.695936;13;13
2023-01-02T21:25:50.385867887;9.200711;13;13
2023-01-02T21:25:50.495131147;11.776983;13;13
2023-01-02T21:25:50.606969738;9.779556;13;13
2023-01-02T21:25:50.716871493;8.075761;13;13
2023-01-02T21:25:50.825009843;19.848854;13;13
2023-01-02T21:25:50.944919765;7.793859;13;13
2023-01-02T21:25:51.052778902;148.790507;13;13
2023-01-02T21:25:51.301633397;8.592856;13;13
2023-01-02T21:25:51.410287981;55.393636;13;13
2023-01-02T21:25:51.565743106;21.275327;13;13
2023-01-02T21:25:51.687084511;48.097782;13;13
2023-01-02T21:25:51.835245542;8.052701;13;13
2023-01-02T21:25:51.943358151;12.658491;13;13
2023-01-02T21:25:52.056078571;97.413475;13;13
2023-01-02T21:25:52.253554895;7.765768;13;13
2023-01-02T21:25:52.361382751;54.66597;13;13
2023-01-02T21:25:52.516116570;9.884416;13;13
2023-01-02T21:25:52.626062995;9.037839;13;13
2023-01-02T21:25:52.735162543;8.636936;13;13
2023-01-02T21:25:52.843858957;51.400531;13;13
2023-01-02T21:25:52.995321597;50.638164;13;13
2023-01-02T21:25:53.146020150;98.331953;13;13
