Id;Texec;expectedH;realH;neededMessages;processedMessages
0;530.672157;18;18;475;620
1;542.357051;18;18;475;620
2;381.338237;18;18;475;620
3;204.303272;18;18;475;620
4;295.471721;18;18;475;620
5;918.822913;18;18;475;620
6;1123.06425;18;18;475;620
7;290.505987;18;18;475;620
8;295.569839;18;18;475;620
9;235.629961;18;18;475;620
10;300.508905;18;18;475;620
11;157.279395;18;18;475;620
12;119.576894;18;18;475;620
13;120.365971;18;18;475;620
14;109.966289;18;18;475;620
15;123.312348;18;18;475;620
16;122.496424;18;18;475;620
17;148.670433;18;18;475;620
18;164.234582;18;18;475;620
19;144.585567;18;18;475;620
20;102.882109;18;18;475;620
21;104.900532;18;18;475;620
22;101.651777;18;18;475;620
23;98.54552;18;18;475;620
24;97.346508;18;18;475;620
25;101.924754;18;18;475;620
26;96.356277;18;18;475;620
27;99.542697;18;18;475;620
28;99.52809;18;18;475;620
29;121.052608;18;18;475;620
30;97.792131;18;18;475;620
31;98.550792;18;18;475;620
32;103.031002;18;18;475;620
33;99.399327;18;18;475;620
34;96.054715;18;18;475;620
35;94.793805;18;18;475;620
36;94.678652;18;18;475;620
37;97.324569;18;18;475;620
38;95.346549;18;18;475;620
39;95.656946;18;18;475;620
40;91.088324;18;18;475;620
41;97.258086;18;18;475;620
42;95.781833;18;18;475;620
43;101.879974;18;18;475;620
44;93.039335;18;18;475;620
45;95.076109;18;18;475;620
46;94.134846;18;18;475;620
47;95.295823;18;18;475;620
48;142.646794;18;18;475;620
49;117.628618;18;18;475;620
50;113.22313;18;18;475;620
51;194.464135;18;18;475;620
52;180.358058;18;18;475;620
53;241.832919;18;18;475;620
54;217.409401;18;18;475;620
55;140.388658;18;18;475;620
56;151.465992;18;18;475;620
57;93.153244;18;18;475;620
58;90.272893;18;18;475;620
59;94.508061;18;18;475;620
60;94.08571;18;18;475;620
61;95.002263;18;18;475;620
62;94.037722;18;18;475;620
63;90.02995;18;18;475;620
64;101.120415;18;18;475;620
65;95.848219;18;18;475;620
66;94.023622;18;18;475;620
67;94.97075;18;18;475;620
68;96.04613;18;18;475;620
69;94.123581;18;18;475;620
70;95.483768;18;18;475;620
71;93.394264;18;18;475;620
72;94.620171;18;18;475;620
73;92.135476;18;18;475;620
74;97.562438;18;18;475;620
75;91.830864;18;18;475;620
76;93.408105;18;18;475;620
77;90.176951;18;18;475;620
78;91.349979;18;18;475;620
79;91.436375;18;18;475;620
80;91.553936;18;18;475;620
81;92.657658;18;18;475;620
82;96.527272;18;18;475;620
83;94.1153;18;18;475;620
84;92.413091;18;18;475;620
85;89.167156;18;18;475;620
86;91.163797;18;18;475;620
87;90.051107;18;18;475;620
88;96.830557;18;18;475;620
89;133.299378;18;18;475;620
90;130.408844;18;18;475;620
91;188.612046;18;18;475;620
