Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV;realTimeAtEnding
0;2023-04-12T22:36:56.324718000;1.87620042E8;48;48;0;141;144;3.4414512354625E13;3.4423253866341516E13;3.4424699946083E13
1;2023-04-12T22:36:57.522410000;9.7483417E7;48;48;0;141;144;3.4435710069416E13;3.44272193910665E13;3.4425807546625E13
2;2023-04-12T22:36:58.621697000;8.8531792E7;48;48;0;141;144;3.4416809356208E13;3.4425453313372266E13;3.4426897881875E13
