Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;931.98025;39;39;0;266;272;1.27826887506458E14;1.2772699108216412E14
1;302.64725;39;39;0;266;272;1.278287773005E14;1.277283139605918E14
2;332.934791;39;39;0;266;272;1.27830094747958E14;1.2772968299070931E14
3;375.91975;39;39;0;266;272;1.278314416565E14;1.2773105100503039E14
4;330.925291;39;39;0;266;272;1.27832835678E14;1.2773241747832112E14
5;293.374875;39;39;0;266;272;1.27834189668666E14;1.2773372034247942E14
6;282.122042;39;39;0;266;272;1.27835498639375E14;1.2773502241653838E14
7;253.396667;39;39;0;266;272;1.27836785933666E14;1.2773627855256395E14
8;321.608917;39;39;0;266;272;1.27838089787666E14;1.2773764333686781E14
9;182.623375;39;39;0;266;272;1.27839406852541E14;1.2773881686782647E14
10;325.738542;39;39;0;266;272;1.27840636934583E14;1.2774019586070822E14
11;127.219833;39;39;0;266;272;1.27841959519458E14;1.2774132476386338E14
12;219.335792;39;39;0;266;272;1.27843098720333E14;1.2774256716534111E14
13;189.193042;39;39;0;266;272;1.27844328034625E14;1.2774375290499025E14
14;138.534042;39;39;0;266;272;1.27845541309791E14;1.2774493128041769E14
15;177.660875;39;39;0;266;272;1.27846696035291E14;1.2774610635303634E14
16;127.664875;39;39;0;266;272;1.278478849835E14;1.2774726214879156E14
17;134.083083;39;39;0;266;272;1.27849031331625E14;1.2774839252858466E14
18;214.617208;39;39;0;266;272;1.27850215852541E14;1.2774966685657719E14
19;248.594875;39;39;0;266;272;1.27851437874583E14;1.2775090842580936E14
20;228.458041;39;39;0;266;272;1.278527054775E14;1.2775216707566042E14
21;286.399916;39;39;0;266;272;1.27853940258875E14;1.2775344843521398E14
22;181.309625;39;39;0;266;272;1.27855250233208E14;1.2775466935680525E14
23;198.892916;39;39;0;266;272;1.27856444962E14;1.277558680027411E14
24;225.004625;39;39;0;266;272;1.27857658518666E14;1.2775711738309334E14
25;140.714291;39;39;0;266;272;1.27858887205666E14;1.2775825397873477E14
26;98.431292;39;39;0;266;272;1.2786004631E14;1.2775938558613631E14
27;271.315542;39;39;0;266;272;1.27861178866375E14;1.2776065829640727E14
28;215.122084;39;39;0;266;272;1.27862465765541E14;1.277619028630465E14
29;182.864292;39;39;0;266;272;1.27863683593875E14;1.2776307905112858E14
30;141.458125;39;39;0;266;272;1.27864892609708E14;1.2776426790862353E14
31;146.921917;39;39;0;266;272;1.27866066798458E14;1.277654076973236E14
32;263.72275;39;39;0;266;272;1.27867231791166E14;1.2776671617046061E14
33;231.782709;39;39;0;266;272;1.27868494839333E14;1.2776793603853166E14
34;231.699958;39;39;0;266;272;1.27869802490291E14;1.2776924758351856E14
35;199.347542;39;39;0;266;272;1.27871056783E14;1.2777046111807566E14
36;89.568208;39;39;0;266;272;1.27872257990291E14;1.2777158024035678E14
37;150.291375;39;39;0;266;272;1.27873356999833E14;1.2777272326460233E14
38;151.967333;39;39;0;266;272;1.27874527024041E14;1.277738917417598E14
39;183.371667;39;39;0;266;272;1.27875692651166E14;1.2777508218834488E14
40;244.461916;39;39;0;266;272;1.27876939293291E14;1.2777638538658531E14
41;124.174666;39;39;0;266;272;1.2787819104625E14;1.2777752111810512E14
42;120.415708;39;39;0;266;272;1.27879325007041E14;1.2777866758022956E14
43;88.41675;39;39;0;266;272;1.27880449141416E14;1.27779746738644E14
44;122.769417;39;39;0;266;272;1.27881549407666E14;1.2778089524341855E14
45;123.3785;39;39;0;266;272;1.27882705141833E14;1.2778202201721202E14
46;81.433584;39;39;0;266;272;1.27883830227666E14;1.277831356639506E14
47;120.755292;39;39;0;266;272;1.27884926735125E14;1.2778425044224873E14
48;114.309625;39;39;0;266;272;1.27886059276875E14;1.2778539470719816E14
49;105.611708;39;39;0;266;272;1.27887186259833E14;1.277864961026995E14
50;127.029209;39;39;0;266;272;1.27888304258375E14;1.2778764932948978E14
51;124.122083;39;39;0;266;272;1.27889445830083E14;1.2778877069662539E14
52;102.134792;39;39;0;266;272;1.27890582961791E14;1.2778990262773628E14
53;121.649416;39;39;0;266;272;1.27891700482958E14;1.2779102475701864E14
54;112.161834;39;39;0;266;272;1.2789282508475E14;1.2779215374958152E14
55;152.487333;39;39;0;266;272;1.27893946364916E14;1.27793297843907E14
56;243.134583;39;39;0;266;272;1.2789511249875E14;1.2779456653112122E14
57;234.630541;39;39;0;266;272;1.27896368376625E14;1.2779579387451202E14
58;196.262167;39;39;0;266;272;1.27897612351791E14;1.2779701919100664E14
59;143.873542;39;39;0;266;272;1.278988218105E14;1.2779815861954186E14
60;220.029791;39;39;0;266;272;1.27899987332958E14;1.2779941371120031E14
61;84.835209;39;39;0;266;272;1.27901224418583E14;1.2780050532083253E14
62;121.725375;39;39;0;266;272;1.27902323749875E14;1.2780165355351786E14
63;114.296041;39;39;0;266;272;1.27903455804125E14;1.278027622615556E14
64;111.4005;39;39;0;266;272;1.27904588848333E14;1.2780390025993081E14
65;136.793417;39;39;0;266;272;1.27905709170041E14;1.2780503346576792E14
66;89.585209;39;39;0;266;272;1.27906854402875E14;1.2780614470313134E14
67;132.842291;39;39;0;266;272;1.27907966169416E14;1.2780728135477777E14
68;121.659375;39;39;0;266;272;1.27909102476708E14;1.2780842368788027E14
69;78.163917;39;39;0;266;272;1.27910234966708E14;1.278095017183378E14
70;154.716708;39;39;0;266;272;1.27911327291041E14;1.2781067743309017E14
71;121.15525;39;39;0;266;272;1.27912492963416E14;1.2781179540916444E14
72;204.944083;39;39;0;266;272;1.2791362086525E14;1.2781302519142777E14
73;137.809083;39;39;0;266;272;1.27914838538916E14;1.2781415926545975E14
74;140.205542;39;39;0;266;272;1.27915987455291E14;1.2781532574312178E14
75;185.421834;39;39;0;266;272;1.27917146850125E14;1.2781651115493458E14
76;130.148167;39;39;0;266;272;1.2791833979325E14;1.2781766581834494E14
77;113.5525;39;39;0;266;272;1.27919476864E14;1.2781877131626805E14
78;116.763709;39;39;0;266;272;1.27920616635208E14;1.2781992472969981E14
79;104.762292;39;39;0;266;272;1.27921758830333E14;1.2782103589057853E14
80;111.8065;39;39;0;266;272;1.27922874030916E14;1.2782217452107825E14
81;114.791125;39;39;0;266;272;1.2792398833475E14;1.2782327846818742E14
82;103.249542;39;39;0;266;272;1.27925122319375E14;1.2782441679546116E14
83;107.650458;39;39;0;266;272;1.27926246496708E14;1.2782552768110273E14
84;137.079542;39;39;0;266;272;1.27927371245208E14;1.2782669009200742E14
85;114.611167;39;39;0;266;272;1.27928507800208E14;1.2782779601953728E14
86;117.435416;39;39;0;266;272;1.27929633423958E14;1.2782893549639684E14
87;85.051459;39;39;0;266;272;1.279307523025E14;1.2783001002459031E14
88;132.989417;39;39;0;266;272;1.27931852923333E14;1.2783117124330519E14
89;141.009083;39;39;0;266;272;1.27932992344583E14;1.2783229850462678E14
90;131.92125;39;39;0;266;272;1.27934160775708E14;1.2783346965209277E14
91;98.65725;39;39;0;266;272;1.27935289669375E14;1.2783455673367698E14
92;276.749;39;39;0;266;272;1.27936430149208E14;1.2783587869069272E14
93;213.982958;39;39;0;266;272;1.27937738334916E14;1.278370962311123E14
94;205.67;39;39;0;266;272;1.27938962314125E14;1.2783834009400914E14
95;316.247833;39;39;0;266;272;1.27940252653708E14;1.2783969029333078E14
96;254.723333;39;39;0;266;272;1.27941610806333E14;1.2784103434059969E14
97;137.623083;39;39;0;266;272;1.27942867753958E14;1.2784216348631269E14
98;82.237959;39;39;0;266;272;1.27944022456625E14;1.2784328234562597E14
99;117.804291;39;39;0;266;272;1.27945111623708E14;1.2784438630672166E14
100;136.90825;39;39;0;266;272;1.27946258343958E14;1.2784556072030173E14
101;77.544125;39;39;0;266;272;1.27947400890458E14;1.2784663805808681E14
102;123.856333;39;39;0;266;272;1.27948491844708E14;1.2784778587162447E14
103;99.342417;39;39;0;266;272;1.27949616169583E14;1.2784887080779031E14
104;143.1365;39;39;0;266;272;1.27950729160583E14;1.2785003976356012E14
105;101.952667;39;39;0;266;272;1.27951904145041E14;1.2785115936345556E14
