Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV;realTimeAtEnding
36;2023-03-05T16:38:54.339183000;9.1379334E7;39;39;0;266;273;1.27862254046291E14;1.2777300848585236E14;1.27872345414791E14
37;2023-03-05T16:38:55.437871000;1.52080833E8;39;39;0;266;273;1.27883352775791E14;1.2777415141921345E14;1.27873504850333E14
38;2023-03-05T16:38:56.592065000;1.53781875E8;39;39;0;266;273;1.2786450701425E14;1.2777531980844478E14;1.27874660787916E14
39;2023-03-05T16:38:57.757698000;2.01334958E8;39;39;0;266;273;1.278856726935E14;1.2777651006272248E14;1.27875874019416E14
40;2023-03-05T16:38:58.971646000;2.8283525E8;39;39;0;266;273;1.27866886689583E14;1.2777781326043066E14;1.27877169514875E14
41;2023-03-05T16:39:00.259966000;1.33485042E8;39;39;0;266;273;1.2788817506475E14;1.2777894957382811E14;1.27878308540166E14
42;2023-03-05T16:39:01.399995000;1.23059666E8;39;39;0;266;273;1.27869315134625E14;1.2778009576010055E14;1.27879438186916E14
43;2023-03-05T16:39:02.528238000;9.0945542E7;39;39;0;266;273;1.27890443425166E14;1.2778117522804856E14;1.27880534362541E14
44;2023-03-05T16:39:03.624204000;1.27060208E8;39;39;0;266;273;1.27871539435375E14;1.277823235503924E14;1.27881666483833E14
45;2023-03-05T16:39:04.756399000;1.38302625E8;39;39;0;266;273;1.27892671672666E14;1.2778345020409312E14;1.27882809967125E14
46;2023-03-05T16:39:05.900799000;9.2926583E7;39;39;0;266;273;1.2787381611375E14;1.2778456397626758E14;1.27883909031916E14
47;2023-03-05T16:39:07.000860000;1.25565125E8;39;39;0;266;273;1.27894916217791E14;1.27785678684615E14;1.27885041768083E14
48;2023-03-05T16:39:08.131569000;1.22672333E8;39;39;0;266;273;1.27876046972625E14;1.2778682309962178E14;1.27886169636666E14
49;2023-03-05T16:39:09.259729000;1.12586375E8;39;39;0;266;273;1.27897175179916E14;1.2778792456080739E14;1.27887287756416E14
50;2023-03-05T16:39:10.373816000;1.37142583E8;39;39;0;266;273;1.27878289308708E14;1.277890777216231E14;1.27888426441375E14
51;2023-03-05T16:39:11.521533000;1.28290833E8;39;39;0;266;273;1.27899437067458E14;1.2779019925241602E14;1.27889565347666E14
52;2023-03-05T16:39:12.658315000;1.077375E8;39;39;0;266;273;1.27880573892708E14;1.2779133111052533E14;1.27890681623625E14
53;2023-03-05T16:39:13.771907000;1.32385709E8;39;39;0;266;273;1.27901687527916E14;1.2779245305616845E14;1.27891819904416E14
54;2023-03-05T16:39:14.905051000;1.13853542E8;39;39;0;266;273;1.2788282071675E14;1.2779358214493919E14;1.27892934563166E14
55;2023-03-05T16:39:16.024054000;1.57174459E8;39;39;0;266;273;1.279039397635E14;1.2779472618110998E14;1.27894096931125E14
56;2023-03-05T16:39:17.187335000;2.49595708E8;39;39;0;266;273;1.27885103088791E14;1.2779599479548275E14;1.27895352676208E14
57;2023-03-05T16:39:18.442218000;2.41957875E8;39;39;0;266;273;1.27906358027833E14;1.277972223137329E14;1.27896599976958E14
58;2023-03-05T16:39:19.686882000;2.01887083E8;39;39;0;266;273;1.27887602739041E14;1.2779844755261792E14;1.278978046175E14
