Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;939.187542;39;39;0;266;272;1.27826828296708E14;1.2772699185592653E14
1;303.052708;39;39;0;266;272;1.27828772996916E14;1.2772831356066925E14
2;337.477916;39;39;0;266;272;1.27830090848708E14;1.2772968540051305E14
3;377.679125;39;39;0;266;272;1.27831436128458E14;1.2773104860465381E14
4;338.336667;39;39;0;266;272;1.27832830311125E14;1.2773241743788283E14
5;301.085541;39;39;0;266;272;1.2783418269775E14;1.2773371938850262E14
6;287.047667;39;39;0;266;272;1.27835486648958E14;1.2773502252905367E14
7;253.152416;39;39;0;266;272;1.27836786307333E14;1.277362782890244E14
8;322.118375;39;39;0;266;272;1.27838083118208E14;1.2773764139616688E14
9;184.650292;39;39;0;266;272;1.27839398561833E14;1.2773881679865131E14
10;338.217667;39;39;0;266;272;1.27840631481333E14;1.2774019570015369E14
11;126.878209;39;39;0;266;272;1.27841960454875E14;1.27741324624794E14
12;221.357917;39;39;0;266;272;1.27843092414125E14;1.2774256717375611E14
13;190.794084;39;39;0;266;272;1.27844326356583E14;1.277437529918669E14
14;141.596375;39;39;0;266;272;1.27845537287583E14;1.277449313008289E14
15;182.415125;39;39;0;266;272;1.27846692071208E14;1.277461064256896E14
16;131.757125;39;39;0;266;272;1.27847881463E14;1.2774726200140906E14
17;136.238625;39;39;0;266;272;1.278490282985E14;1.2774839247909269E14
18;227.51325;39;39;0;266;272;1.27850203847541E14;1.277496668755154E14
19;251.835166;39;39;0;266;272;1.27851433097E14;1.2775090827908822E14
20;230.723209;39;39;0;266;272;1.27852701535166E14;1.2775216711451014E14
21;287.385083;39;39;0;266;272;1.2785394025E14;1.2775344809271736E14
22;182.8735;39;39;0;266;272;1.27855242772791E14;1.2775466940897288E14
23;201.66475;39;39;0;266;272;1.27856440056875E14;1.2775586773933002E14
24;226.278333;39;39;0;266;272;1.27857650551208E14;1.277571172395384E14
25;144.654125;39;39;0;266;272;1.27858885360291E14;1.277582537090489E14
26;100.185541;39;39;0;266;272;1.27860042875125E14;1.277593855224425E14
27;285.531875;39;39;0;266;272;1.27861177956166E14;1.2776065840469758E14
28;222.205083;39;39;0;266;272;1.27862462455958E14;1.2776190274296233E14
29;182.733959;39;39;0;266;272;1.27863683261458E14;1.2776307901610797E14
30;142.577208;39;39;0;266;272;1.27864887368583E14;1.2776426780610166E14
31;150.191625;39;39;0;266;272;1.27866051564458E14;1.2776540871918419E14
32;277.899292;39;39;0;266;272;1.27867220082291E14;1.2776671609297783E14
33;232.018292;39;39;0;266;272;1.27868493822791E14;1.2776793635586177E14
34;235.4035;39;39;0;266;272;1.27869790774E14;1.2776924748551306E14
35;213.284458;39;39;0;266;272;1.27871056245583E14;1.277704608235621E14
36;90.241;39;39;0;266;272;1.27872257801791E14;1.2777158013869366E14
37;151.259834;39;39;0;266;272;1.27873355557833E14;1.2777272313169831E14
38;152.395709;39;39;0;266;272;1.27874526123083E14;1.2777389153806553E14
39;182.913917;39;39;0;266;272;1.27875692353791E14;1.277750817418668E14
40;247.925;39;39;0;266;272;1.27876926665958E14;1.2777638490197595E14
41;125.484458;39;39;0;266;272;1.27878186167375E14;1.2777752092857095E14
42;121.29575;39;39;0;266;272;1.27879319429458E14;1.2777866752983792E14
43;88.014375;39;39;0;266;272;1.27880448797833E14;1.2777974667856928E14
44;124.500042;39;39;0;266;272;1.27881545617958E14;1.2778089523822938E14
45;133.5145;39;39;0;266;272;1.27882698821291E14;1.2778202183412595E14
46;90.116833;39;39;0;266;272;1.27883828033083E14;1.2778313553215889E14
47;123.066333;39;39;0;266;272;1.2788492210525E14;1.277842504123423E14
48;116.741125;39;39;0;266;272;1.27886057186291E14;1.2778539466967717E14
49;107.986625;39;39;0;266;272;1.27887182630333E14;1.2778649612078812E14
50;133.649625;39;39;0;266;272;1.27888300922916E14;1.2778764923843978E14
51;126.175417;39;39;0;266;272;1.27889441537375E14;1.27788770800644E14
52;106.022958;39;39;0;266;272;1.27890580684125E14;1.2778990263406469E14
53;124.5385;39;39;0;266;272;1.27891700010708E14;1.2779102467349297E14
54;112.206375;39;39;0;266;272;1.27892824961166E14;1.277921536858591E14
55;154.6;39;39;0;266;272;1.27893945680708E14;1.2779329786535075E14
56;248.100916;39;39;0;266;272;1.27895109639041E14;1.2779456644268803E14
57;237.679167;39;39;0;266;272;1.27896366990791E14;1.277957938565264E14
58;197.432;39;39;0;266;272;1.27897609845875E14;1.2779701907372422E14
59;146.985375;39;39;0;266;272;1.27898818499708E14;1.277981585473782E14
60;223.523;39;39;0;266;272;1.27899986181083E14;1.2779941363378831E14
61;97.3995;39;39;0;266;272;1.27901223324833E14;1.2780050520858739E14
62;123.718458;39;39;0;266;272;1.27902321567416E14;1.2780165326482019E14
63;115.889875;39;39;0;266;272;1.2790345469925E14;1.2780276215576353E14
64;114.313541;39;39;0;266;272;1.27904588076666E14;1.2780390004915336E14
65;140.124667;39;39;0;266;272;1.27905704027375E14;1.2780503356339111E14
66;90.971166;39;39;0;266;272;1.27906853257583E14;1.278061445979708E14
67;144.624416;39;39;0;266;272;1.27907961788458E14;1.2780728119760325E14
68;123.03525;39;39;0;266;272;1.27909101674083E14;1.2780842350079412E14
69;78.899042;39;39;0;266;272;1.27910234205E14;1.2780950162668906E14
70;155.645292;39;39;0;266;272;1.27911324564625E14;1.2781067739717331E14
71;122.517;39;39;0;266;272;1.2791249146E14;1.2781179515978538E14
72;205.919584;39;39;0;266;272;1.27913618702416E14;1.2781302509218458E14
73;142.153458;39;39;0;266;272;1.27914836373708E14;1.2781415897638697E14
74;141.395083;39;39;0;266;272;1.2791598700425E14;1.2781532553378073E14
75;189.419708;39;39;0;266;272;1.2791714180675E14;1.2781651107827597E14
76;132.094042;39;39;0;266;272;1.27918336669041E14;1.2781766590025673E14
77;114.857708;39;39;0;266;272;1.27919476360208E14;1.2781877132433211E14
78;119.404875;39;39;0;266;272;1.27920612561416E14;1.2781992451135642E14
79;111.47175;39;39;0;266;272;1.27921755993833E14;1.2782103580674547E14
80;113.96925;39;39;0;266;272;1.27922873317791E14;1.278221746489468E14
81;116.400042;39;39;0;266;272;1.27923987838041E14;1.2782327838866017E14
82;105.100459;39;39;0;266;272;1.27925119856458E14;1.2782441676093964E14
83;109.533208;39;39;0;266;272;1.27926243930125E14;1.2782552761727145E14
84;138.981083;39;39;0;266;272;1.279273608735E14;1.2782669006072423E14
85;118.116625;39;39;0;266;272;1.2792850660775E14;1.2782779595892881E14
86;118.852792;39;39;0;266;272;1.27929630019958E14;1.2782893537376152E14
87;85.007;39;39;0;266;272;1.27930752206916E14;1.2783001001330705E14
88;136.191;39;39;0;266;272;1.27931850933041E14;1.2783117111328733E14
89;141.30125;39;39;0;266;272;1.27932990720083E14;1.2783229838864039E14
90;134.122209;39;39;0;266;272;1.27934156633458E14;1.2783346962535553E14
91;99.014541;39;39;0;266;272;1.279352895875E14;1.2783455668699597E14
92;293.44775;39;39;0;266;272;1.27936429648916E14;1.2783587892357239E14
93;226.490958;39;39;0;266;272;1.27937723096375E14;1.2783709606812708E14
94;206.400458;39;39;0;266;272;1.27938959291166E14;1.2783834005568417E14
95;317.580166;39;39;0;266;272;1.27940210641625E14;1.2783969023017236E14
96;268.820041;39;39;0;266;272;1.27941609375041E14;1.278410345213691E14
97;137.438709;39;39;0;266;272;1.2794286821625E14;1.2784216314809258E14
98;82.6955;39;39;0;266;272;1.27944021881958E14;1.2784328245261147E14
99;117.916959;39;39;0;266;272;1.27945110984666E14;1.2784438720825745E14
