Id;Texec;expectedH;realH;neededMessages
0;1676.487047;8;8;459
1;1509.869633;8;8;459
2;738.299845;8;8;459
3;453.379034;8;8;459
4;1253.450119;8;8;459
5;1245.560704;8;8;459
6;1137.416692;8;8;459
7;1091.642599;8;8;459
8;1446.073672;8;8;459
9;1839.664615;8;8;459
10;1202.572115;8;8;459
11;1672.177595;8;8;459
12;2273.547407;8;8;459
13;1309.143557;8;8;459
14;1615.313901;8;8;459
15;484.368093;8;8;459
16;318.197171;8;8;459
17;305.337792;8;8;459
18;278.672707;8;8;459
19;292.671491;8;8;459
20;286.441899;8;8;459
21;266.773542;8;8;459
22;259.132616;8;8;459
23;282.679813;8;8;459
24;287.573302;8;8;459
25;305.663285;8;8;459
26;258.524501;8;8;459
27;275.86897;8;8;459
28;304.619539;8;8;459
29;297.700583;8;8;459
30;256.703074;8;8;459
31;276.339761;8;8;459
32;267.037447;8;8;459
33;333.555483;8;8;459
34;306.845721;8;8;459
35;267.587129;8;8;459
36;285.806016;8;8;459
37;330.012201;8;8;459
38;290.217996;8;8;459
39;393.878774;8;8;459
40;367.534442;8;8;459
41;422.357898;8;8;459
42;298.977494;8;8;459
43;348.899467;8;8;459
44;292.388786;8;8;459
45;336.807755;8;8;459
46;286.896342;8;8;459
47;321.700156;8;8;459
48;319.829153;8;8;459
49;350.24539;8;8;459
50;339.959704;8;8;459
51;268.419964;8;8;459
52;277.173455;8;8;459
53;260.100659;8;8;459
54;266.976562;8;8;459
55;265.17958;8;8;459
56;244.177713;8;8;459
57;260.287246;8;8;459
58;255.897997;8;8;459
59;255.401145;8;8;459
60;264.000463;8;8;459
61;243.876722;8;8;459
62;238.27187;8;8;459
63;264.212628;8;8;459
64;293.74936;8;8;459
65;259.022057;8;8;459
66;249.772243;8;8;459
67;254.414509;8;8;459
68;270.663821;8;8;459
69;248.561102;8;8;459
70;242.387514;8;8;459
71;267.622333;8;8;459
72;249.908367;8;8;459
73;296.312684;8;8;459
74;260.212811;8;8;459
75;277.873984;8;8;459
76;267.096437;8;8;459
77;259.976747;8;8;459
78;324.572245;8;8;459
79;316.607837;8;8;459
80;319.581842;8;8;459
81;331.225712;8;8;459
82;346.962099;8;8;459
83;422.046375;8;8;459
84;308.434778;8;8;459
85;349.972853;8;8;459
86;289.824105;8;8;459
87;296.641595;8;8;459
88;257.845911;8;8;459
89;288.395571;8;8;459
90;278.84336;8;8;459
91;274.472368;8;8;459
92;253.305107;8;8;459
93;281.892247;8;8;459
94;249.57394;8;8;459
95;272.097327;8;8;459
96;247.921992;8;8;459
97;246.385549;8;8;459
98;281.564938;8;8;459
99;279.957047;8;8;459
100;224.686919;8;8;459
101;254.262762;8;8;459
102;236.866981;8;8;459
103;235.688845;8;8;459
104;244.447432;8;8;459
105;241.732979;8;8;459
106;248.25029;8;8;459
107;256.707742;8;8;459
108;270.861825;8;8;459
109;260.028121;8;8;459
110;241.871078;8;8;459
111;250.389723;8;8;459
112;257.969721;8;8;459
113;316.323405;8;8;459
114;260.041195;8;8;459
115;252.215343;8;8;459
116;242.591099;8;8;459
117;242.407214;8;8;459
118;259.569608;8;8;459
119;245.155459;8;8;459
120;261.242563;8;8;459
121;260.940864;8;8;459
122;258.902207;8;8;459
123;250.052406;8;8;459
124;247.997329;8;8;459
125;247.31516;8;8;459
126;238.868922;8;8;459
127;245.058061;8;8;459
128;251.088909;8;8;459
129;246.625683;8;8;459
130;244.84226;8;8;459
131;260.483743;8;8;459
132;248.217904;8;8;459
133;237.22424;8;8;459
134;244.967661;8;8;459
135;236.441865;8;8;459
136;237.373198;8;8;459
137;275.220331;8;8;459
138;288.767008;8;8;459
139;310.859804;8;8;459
140;280.262371;8;8;459
141;292.496587;8;8;459
142;308.314022;8;8;459
143;340.048965;8;8;459
144;288.516549;8;8;459
145;319.793678;8;8;459
146;302.317124;8;8;459
147;324.403518;8;8;459
148;383.754951;8;8;459
149;351.124658;8;8;459
150;339.153889;8;8;459
151;338.707529;8;8;459
152;265.11467;8;8;459
153;280.49884;8;8;459
154;236.18099;8;8;459
155;261.515611;8;8;459
156;292.779237;8;8;459
157;326.022726;8;8;459
158;279.034129;8;8;459
159;296.392211;8;8;459
160;259.248319;8;8;459
161;223.261732;8;8;459
162;246.305696;8;8;459
163;260.107267;8;8;459
164;250.846759;8;8;459
165;243.395005;8;8;459
166;239.016052;8;8;459
167;229.508284;8;8;459
168;221.641311;8;8;459
169;272.192594;8;8;459
170;236.190243;8;8;459
171;226.782062;8;8;459
172;250.392494;8;8;459
173;242.357988;8;8;459
174;243.652122;8;8;459
175;280.848609;8;8;459
176;261.758891;8;8;459
177;255.80568;8;8;459
178;261.588562;8;8;459
179;239.019225;8;8;459
180;229.311673;8;8;459
181;242.534741;8;8;459
182;249.494264;8;8;459
183;236.434023;8;8;459
184;246.722864;8;8;459
185;229.922514;8;8;459
186;289.252802;8;8;459
187;230.267335;8;8;459
188;231.911566;8;8;459
189;251.352856;8;8;459
190;289.881857;8;8;459
191;230.435412;8;8;459
192;253.79867;8;8;459
193;280.006163;8;8;459
194;236.525634;8;8;459
195;275.164193;8;8;459
196;288.181365;8;8;459
197;306.848402;8;8;459
198;301.09351;8;8;459
199;274.903356;8;8;459
200;256.846469;8;8;459
201;291.154524;8;8;459
202;329.642664;8;8;459
203;298.008976;8;8;459
204;280.836277;8;8;459
205;329.258312;8;8;459
206;346.06878;8;8;459
207;247.285863;8;8;459
208;254.07111;8;8;459
209;316.752457;8;8;459
210;242.616454;8;8;459
211;254.707201;8;8;459
212;241.043865;8;8;459
213;258.158342;8;8;459
214;241.144364;8;8;459
215;269.490467;8;8;459
216;239.482179;8;8;459
217;306.296462;8;8;459
218;278.882759;8;8;459
219;227.260157;8;8;459
220;240.820547;8;8;459
221;288.979536;8;8;459
222;240.995139;8;8;459
223;237.474092;8;8;459
224;256.160342;8;8;459
225;259.534437;8;8;459
226;251.519866;8;8;459
227;226.264523;8;8;459
228;237.766951;8;8;459
229;276.82965;8;8;459
230;236.430511;8;8;459
231;236.426252;8;8;459
232;223.346519;8;8;459
233;232.685886;8;8;459
234;224.638321;8;8;459
235;241.628278;8;8;459
236;223.258821;8;8;459
237;230.118545;8;8;459
238;226.237937;8;8;459
239;241.114059;8;8;459
240;230.263891;8;8;459
241;233.513387;8;8;459
242;256.831962;8;8;459
243;248.376141;8;8;459
244;273.667682;8;8;459
245;230.961022;8;8;459
246;237.461123;8;8;459
247;257.910592;8;8;459
248;231.736575;8;8;459
249;256.250722;8;8;459
250;232.492559;8;8;459
251;295.648539;8;8;459
252;285.592475;8;8;459
253;250.082136;8;8;459
254;271.895713;8;8;459
255;306.701502;8;8;459
256;282.170217;8;8;459
257;331.083114;8;8;459
258;244.698902;8;8;459
259;250.67552;8;8;459
260;234.253091;8;8;459
261;276.226885;8;8;459
262;298.22477;8;8;459
263;229.357561;8;8;459
264;232.476363;8;8;459
265;272.959913;8;8;459
266;246.647984;8;8;459
267;228.907007;8;8;459
268;259.52457;8;8;459
269;312.906714;8;8;459
270;226.805077;8;8;459
271;256.459368;8;8;459
272;219.442698;8;8;459
273;231.585892;8;8;459
274;284.915214;8;8;459
275;267.796395;8;8;459
276;293.298671;8;8;459
277;220.247566;8;8;459
278;255.504141;8;8;459
279;289.594869;8;8;459
280;266.07841;8;8;459
281;219.089959;8;8;459
282;264.726218;8;8;459
283;241.359746;8;8;459
284;297.942615;8;8;459
285;228.562595;8;8;459
286;247.771482;8;8;459
287;267.482603;8;8;459
288;269.569245;8;8;459
289;287.484394;8;8;459
290;289.591781;8;8;459
291;255.860498;8;8;459
292;230.113711;8;8;459
293;232.483718;8;8;459
294;237.254956;8;8;459
295;237.742242;8;8;459
296;255.829151;8;8;459
297;230.131952;8;8;459
298;234.413277;8;8;459
299;236.191287;8;8;459
