Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV;realTimeAtEnding
0;2023-04-14T21:02:12.792863000;2.42541208E8;41;41;0;120;123;3.280187023958E12;3.291842746660555E12;3.290429539541E12
1;2023-04-14T21:02:14.047137000;9.6427041E7;41;41;0;120;123;3.301440518875E12;3.292952014303537E12;3.29153694125E12
2;2023-04-14T21:02:15.148816000;7.982225E7;41;41;0;120;123;3.282542237125E12;3.294039012469334E12;3.292622055041E12
3;2023-04-14T21:02:16.233853000;6.8015709E7;41;41;0;120;123;3.303627297166E12;3.295112184889544E12;3.293695309125E12
4;2023-04-14T21:02:17.307112000;5.8168375E7;41;41;0;120;123;3.284700588208E12;3.2961760909326357E12;3.294758752916E12
