tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675077406770;91.676125
pool-15-thread-1;APPROXIMATION;-1;0;1;1675077407003;3.622541
pool-15-thread-1;APPROXIMATION;-1;0;2;1675077407134;16.542209
pool-15-thread-1;APPROXIMATION;-1;0;3;1675077407152;15.873583
pool-15-thread-1;APPROXIMATION;-1;0;4;1675077407170;15.162042
pool-15-thread-1;APPROXIMATION;-1;0;5;1675077407186;13.007167
pool-15-thread-1;APPROXIMATION;-1;0;6;1675077407201;10.947042
pool-15-thread-1;APPROXIMATION;-1;0;7;1675077407214;10.803875
pool-15-thread-1;APPROXIMATION;-1;0;8;1675077407228;9.388125
pool-15-thread-1;HALTED;-1;0;9;1675077407237;1.882125
