tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675077406937;7.084458
pool-15-thread-1;APPROXIMATION;-1;0;1;1675077407131;8.22825
pool-15-thread-1;APPROXIMATION;-1;0;2;1675077407141;18.864958
pool-15-thread-1;APPROXIMATION;-1;0;3;1675077407163;15.401958
pool-15-thread-1;APPROXIMATION;-1;0;4;1675077407180;12.79225
pool-15-thread-1;APPROXIMATION;-1;0;5;1675077407194;13.005208
pool-15-thread-1;APPROXIMATION;-1;0;6;1675077407209;9.904584
pool-15-thread-1;APPROXIMATION;-1;0;7;1675077407221;9.983958
pool-15-thread-1;APPROXIMATION;-1;0;8;1675077407233;7.05825
pool-15-thread-1;HALTED;-1;0;9;1675077407243;1.440916
