Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;4385290.322083;10;10;0;36;50;0.0;0.0
1;4385428.32175;10;10;0;36;46;0.0;0.0
2;4385646.863333;10;10;0;36;46;0.0;0.0
3;4385778.917375;10;10;0;36;46;0.0;0.0
4;4385918.8045;10;10;0;36;46;0.0;0.0
5;4386057.039041;10;10;0;36;46;0.0;0.0
6;4386233.051666;10;10;0;36;46;0.0;0.0
7;4386424.258458;10;10;0;36;46;0.0;0.0
8;4386595.45775;10;10;0;36;46;0.0;0.0
9;4386762.591375;10;10;0;36;46;0.0;0.0
10;4386920.241458;10;10;0;36;46;0.0;0.0
11;4387072.953041;10;10;0;36;46;0.0;0.0
12;4387222.30175;10;10;0;36;46;0.0;0.0
13;4387390.927291;10;10;0;36;46;0.0;0.0
14;4387531.04175;10;10;0;36;46;0.0;0.0
15;4387671.868625;9;9;0;32;46;0.0;0.0
16;4387827.316333;10;10;0;36;46;0.0;0.0
17;4388020.50525;10;10;0;36;49;0.0;0.0
18;4388161.693;9;9;0;32;46;0.0;0.0
19;4388301.730625;10;10;0;36;46;0.0;0.0
20;4388447.434333;9;9;0;32;46;0.0;0.0
21;4388590.65;10;10;0;36;46;0.0;0.0
22;4388753.0245;10;10;0;36;47;0.0;0.0
23;4388926.138833;10;10;0;36;46;0.0;0.0
24;4389050.325291;10;10;0;36;46;0.0;0.0
25;4389176.328791;10;10;0;36;46;0.0;0.0
26;4389325.143708;10;10;0;36;46;0.0;0.0
27;4389488.999875;10;10;0;36;46;0.0;0.0
28;4389649.615958;10;10;0;36;46;0.0;0.0
29;4389794.582166;10;10;0;36;46;0.0;0.0
30;4389919.357166;10;10;0;36;46;0.0;0.0
31;4390048.026416;10;10;0;36;50;0.0;0.0
32;4390185.551291;10;10;0;36;46;0.0;0.0
33;4390332.470291;10;10;0;36;46;0.0;0.0
34;4390476.943791;9;9;0;32;46;0.0;0.0
35;4390628.135;10;10;0;36;46;0.0;0.0
36;4390773.228666;10;10;0;36;50;0.0;0.0
37;4390924.0865;10;10;0;36;46;0.0;0.0
38;4391053.602208;10;10;0;36;46;0.0;0.0
39;4391183.305666;10;10;0;36;46;0.0;0.0
40;4391324.13875;10;10;0;36;46;0.0;0.0
41;4391467.398583;10;10;0;36;46;0.0;0.0
42;4391620.170583;10;10;0;36;46;0.0;0.0
43;4391768.1165;10;10;0;36;46;0.0;0.0
44;4391900.069708;10;10;0;36;46;0.0;0.0
45;4392042.7715;10;10;0;36;46;0.0;0.0
46;4392179.8015;10;10;0;36;46;0.0;0.0
47;4392307.636;10;10;0;36;46;0.0;0.0
48;4392432.013541;10;10;0;36;46;0.0;0.0
49;4392563.232416;10;10;0;36;46;0.0;0.0
50;4392698.306875;10;10;0;36;46;0.0;0.0
51;4392845.341416;10;10;0;36;46;0.0;0.0
52;4392989.967958;10;10;0;36;46;0.0;0.0
53;4393141.804458;10;10;0;36;46;0.0;0.0
54;4393295.082791;10;10;0;36;46;0.0;0.0
55;4393421.971958;10;10;0;36;46;0.0;0.0
56;4393554.118375;10;10;0;36;46;0.0;0.0
57;4393675.493166;10;10;0;36;46;0.0;0.0
58;4393795.841666;10;10;0;36;46;0.0;0.0
59;4393917.873916;10;10;0;36;46;0.0;0.0
60;4394039.974375;9;9;0;32;46;0.0;0.0
61;4394162.886458;10;10;0;36;46;0.0;0.0
62;4394288.067458;10;10;0;36;50;0.0;0.0
63;4394418.864291;10;10;0;36;46;0.0;0.0
64;4394542.121208;10;10;0;36;46;0.0;0.0
65;4394668.28575;10;10;0;36;46;0.0;0.0
66;4394789.602375;10;10;0;36;46;0.0;0.0
67;4394910.951875;10;10;0;36;50;0.0;0.0
68;4395032.858958;10;10;0;36;46;0.0;0.0
69;4395155.915791;10;10;0;36;46;0.0;0.0
70;4395284.392125;10;10;0;36;47;0.0;0.0
71;4395412.148583;10;10;0;36;46;0.0;0.0
72;4395535.02275;10;10;0;36;46;0.0;0.0
73;4395656.667083;10;10;0;36;46;0.0;0.0
74;4395799.433958;10;10;0;36;46;0.0;0.0
75;4395920.410458;10;10;0;36;46;0.0;0.0
76;4396040.628;10;10;0;36;46;0.0;0.0
77;4396158.671208;10;10;0;36;46;0.0;0.0
78;4396277.170291;10;10;0;36;46;0.0;0.0
79;4396393.873875;9;9;0;32;46;0.0;0.0
80;4396522.100291;10;10;0;36;46;0.0;0.0
81;4396670.449;9;9;0;32;49;0.0;0.0
82;4396800.20425;10;10;0;36;46;0.0;0.0
83;4396922.620416;10;10;0;36;46;0.0;0.0
84;4397047.78075;10;10;0;36;46;0.0;0.0
85;4397174.040583;10;10;0;36;46;0.0;0.0
86;4397294.127833;10;10;0;36;46;0.0;0.0
87;4397420.457708;10;10;0;36;46;0.0;0.0
88;4397550.333166;10;10;0;36;46;0.0;0.0
89;4397667.589916;10;10;0;36;46;0.0;0.0
90;4397786.648375;10;10;0;36;46;0.0;0.0
91;4397907.628708;10;10;0;36;49;0.0;0.0
92;4398039.420458;10;10;0;36;46;0.0;0.0
93;4398163.743458;10;10;0;36;46;0.0;0.0
94;4398285.39725;10;10;0;36;46;0.0;0.0
