Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;4385292.983375;10;10;0;36;50;0.0;0.0
1;4385427.029083;9;9;0;32;47;0.0;0.0
2;4385643.740291;9;9;0;32;47;0.0;0.0
3;4385777.824083;9;9;0;32;47;0.0;0.0
4;4385917.581208;9;9;0;32;47;0.0;0.0
5;4386056.286625;9;9;0;32;47;0.0;0.0
6;4386231.201208;9;9;0;32;47;0.0;0.0
7;4386421.278666;9;9;0;32;47;0.0;0.0
8;4386594.512;9;9;0;32;47;0.0;0.0
9;4386761.27875;9;9;0;32;47;0.0;0.0
10;4386918.883041;9;9;0;32;47;0.0;0.0
11;4387071.327291;9;9;0;32;47;0.0;0.0
12;4387221.369583;9;9;0;32;47;0.0;0.0
13;4387389.680833;9;9;0;32;47;0.0;0.0
14;4387529.954875;9;9;0;32;47;0.0;0.0
15;4387671.585375;9;9;0;32;46;0.0;0.0
16;4387823.162208;9;9;0;32;47;0.0;0.0
17;4388018.562;9;9;0;32;50;0.0;0.0
18;4388162.464208;9;9;0;32;46;0.0;0.0
19;4388300.511416;9;9;0;32;47;0.0;0.0
20;4388447.000875;9;9;0;32;46;0.0;0.0
21;4388588.580375;9;9;0;32;47;0.0;0.0
22;4388746.601208;9;9;0;32;48;0.0;0.0
23;4388925.270458;9;9;0;32;47;0.0;0.0
24;4389049.472;9;9;0;32;47;0.0;0.0
25;4389175.404458;9;9;0;32;47;0.0;0.0
26;4389323.249333;9;9;0;32;47;0.0;0.0
27;4389487.295208;9;9;0;32;47;0.0;0.0
28;4389648.335875;9;9;0;32;47;0.0;0.0
29;4389793.327541;9;9;0;32;47;0.0;0.0
30;4389918.285958;9;9;0;32;47;0.0;0.0
31;4390048.9755;10;10;0;36;50;0.0;0.0
32;4390184.042875;9;9;0;32;47;0.0;0.0
33;4390331.363833;9;9;0;32;47;0.0;0.0
34;4390476.7405;9;9;0;32;46;0.0;0.0
35;4390622.248666;9;9;0;32;47;0.0;0.0
36;4390773.453833;10;10;0;36;50;0.0;0.0
37;4390923.383333;9;9;0;32;47;0.0;0.0
38;4391052.606416;9;9;0;32;47;0.0;0.0
39;4391182.209333;9;9;0;32;47;0.0;0.0
40;4391323.427166;9;9;0;32;47;0.0;0.0
41;4391466.126958;9;9;0;32;47;0.0;0.0
42;4391618.556125;9;9;0;32;47;0.0;0.0
43;4391766.379583;9;9;0;32;47;0.0;0.0
44;4391898.972958;9;9;0;32;47;0.0;0.0
45;4392042.100833;9;9;0;32;47;0.0;0.0
46;4392178.721333;9;9;0;32;47;0.0;0.0
47;4392306.747291;9;9;0;32;47;0.0;0.0
48;4392431.350833;9;9;0;32;47;0.0;0.0
49;4392562.24475;9;9;0;32;47;0.0;0.0
50;4392697.344708;9;9;0;32;47;0.0;0.0
51;4392842.454666;9;9;0;32;47;0.0;0.0
52;4392988.895916;9;9;0;32;47;0.0;0.0
53;4393141.077291;9;9;0;32;47;0.0;0.0
54;4393294.074166;9;9;0;32;47;0.0;0.0
55;4393421.454833;9;9;0;32;47;0.0;0.0
56;4393552.421;9;9;0;32;47;0.0;0.0
57;4393674.801375;9;9;0;32;47;0.0;0.0
58;4393795.299666;9;9;0;32;47;0.0;0.0
59;4393923.623833;9;9;0;32;47;0.0;0.0
60;4394039.992708;9;9;0;32;46;0.0;0.0
61;4394162.251125;9;9;0;32;47;0.0;0.0
62;4394288.14;10;10;0;36;50;0.0;0.0
63;4394418.233916;9;9;0;32;47;0.0;0.0
64;4394541.480666;9;9;0;32;47;0.0;0.0
65;4394667.864083;9;9;0;32;47;0.0;0.0
66;4394789.027541;9;9;0;32;47;0.0;0.0
67;4394911.15025;10;10;0;36;50;0.0;0.0
68;4395032.410875;9;9;0;32;47;0.0;0.0
69;4395155.224041;9;9;0;32;47;0.0;0.0
70;4395283.531375;9;9;0;32;48;0.0;0.0
71;4395411.291041;9;9;0;32;47;0.0;0.0
72;4395534.597333;9;9;0;32;47;0.0;0.0
73;4395655.994541;9;9;0;32;47;0.0;0.0
74;4395798.634;9;9;0;32;47;0.0;0.0
75;4395920.096541;9;9;0;32;47;0.0;0.0
76;4396040.15675;9;9;0;32;47;0.0;0.0
77;4396158.091458;9;9;0;32;47;0.0;0.0
78;4396276.664083;9;9;0;32;47;0.0;0.0
79;4396393.854541;9;9;0;32;46;0.0;0.0
80;4396527.077333;9;9;0;32;47;0.0;0.0
81;4396671.867708;10;10;0;36;48;0.0;0.0
82;4396799.247625;9;9;0;32;47;0.0;0.0
83;4396922.065333;9;9;0;32;47;0.0;0.0
84;4397046.744708;9;9;0;32;47;0.0;0.0
85;4397173.557125;9;9;0;32;47;0.0;0.0
86;4397293.419541;9;9;0;32;47;0.0;0.0
87;4397419.424125;9;9;0;32;47;0.0;0.0
88;4397549.773625;9;9;0;32;47;0.0;0.0
89;4397667.128583;9;9;0;32;47;0.0;0.0
90;4397786.099041;9;9;0;32;47;0.0;0.0
91;4397907.460458;10;10;0;36;49;0.0;0.0
92;4398038.783666;9;9;0;32;47;0.0;0.0
93;4398162.721708;9;9;0;32;47;0.0;0.0
94;4398284.792166;9;9;0;32;47;0.0;0.0
95;4398409.896625;9;9;0;32;47;0.0;0.0
96;4398529.851625;9;9;0;32;47;0.0;0.0
97;4398656.4135;9;9;0;32;47;0.0;0.0
98;4398783.793541;9;9;0;32;47;0.0;0.0
99;4398900.968875;9;9;0;32;47;0.0;0.0
100;4399025.431625;9;9;0;32;47;0.0;0.0
101;4399148.831666;9;9;0;32;47;0.0;0.0
102;4399280.066416;9;9;0;32;47;0.0;0.0
103;4399411.66675;9;9;0;32;47;0.0;0.0
104;4399537.996166;9;9;0;32;47;0.0;0.0
105;4399657.5185;9;9;0;32;47;0.0;0.0
106;4399790.479958;9;9;0;32;46;0.0;0.0
107;4399910.668333;9;9;0;32;47;0.0;0.0
108;4400033.87375;9;9;0;32;47;0.0;0.0
109;4400161.3675;9;9;0;32;47;0.0;0.0
110;4400283.339708;9;9;0;32;47;0.0;0.0
111;4400410.117083;9;9;0;32;47;0.0;0.0
112;4400537.887333;9;9;0;32;47;0.0;0.0
113;4400659.35775;9;9;0;32;47;0.0;0.0
114;4400779.256958;9;9;0;32;47;0.0;0.0
115;4400901.723125;9;9;0;32;47;0.0;0.0
116;4401055.808958;9;9;0;32;47;0.0;0.0
117;4401175.377041;9;9;0;32;47;0.0;0.0
118;4401291.919708;9;9;0;32;47;0.0;0.0
119;4401414.417083;9;9;0;32;47;0.0;0.0
120;4401530.285166;9;9;0;32;47;0.0;0.0
121;4401671.357083;9;9;0;32;46;0.0;0.0
122;4401791.565458;9;9;0;32;47;0.0;0.0
123;4401909.618083;9;9;0;32;47;0.0;0.0
124;4402045.256125;9;9;0;32;47;0.0;0.0
125;4402163.770875;9;9;0;32;47;0.0;0.0
126;4402287.077583;9;9;0;32;47;0.0;0.0
127;4402428.293166;9;9;0;32;47;0.0;0.0
128;4402547.281166;9;9;0;32;47;0.0;0.0
129;4402668.74075;9;9;0;32;47;0.0;0.0
130;4402788.90275;9;9;0;32;47;0.0;0.0
131;4402906.807875;9;9;0;32;47;0.0;0.0
132;4403030.672958;9;9;0;32;47;0.0;0.0
133;4403161.0375;9;9;0;32;47;0.0;0.0
134;4403284.378958;9;9;0;32;46;0.0;0.0
135;4403421.430083;9;9;0;32;47;0.0;0.0
136;4403544.815541;9;9;0;32;47;0.0;0.0
137;4403663.519833;10;10;0;36;50;0.0;0.0
138;4403803.888;9;9;0;32;47;0.0;0.0
139;4403926.788458;9;9;0;32;49;0.0;0.0
140;4404089.099708;9;9;0;32;47;0.0;0.0
141;4404336.114083;9;9;0;32;47;0.0;0.0
142;4404473.690583;9;9;0;32;46;0.0;0.0
143;4404613.239208;9;9;0;32;46;0.0;0.0
144;4404747.354;9;9;0;32;47;0.0;0.0
145;4404888.969541;9;9;0;32;47;0.0;0.0
146;4405008.771;9;9;0;32;47;0.0;0.0
147;4405129.51875;9;9;0;32;47;0.0;0.0
148;4405249.761458;9;9;0;32;47;0.0;0.0
149;4405385.05325;9;9;0;32;47;0.0;0.0
150;4405508.618833;9;9;0;32;47;0.0;0.0
151;4405635.806375;9;9;0;32;47;0.0;0.0
152;4405764.311083;9;9;0;32;47;0.0;0.0
153;4405889.481541;9;9;0;32;47;0.0;0.0
154;4406012.123833;9;9;0;32;47;0.0;0.0
155;4406136.395416;9;9;0;32;47;0.0;0.0
156;4406261.23725;9;9;0;32;47;0.0;0.0
157;4406395.226291;9;9;0;32;47;0.0;0.0
158;4406520.397916;9;9;0;32;47;0.0;0.0
159;4406642.322666;9;9;0;32;47;0.0;0.0
160;4406774.385166;9;9;0;32;47;0.0;0.0
161;4406895.301083;9;9;0;32;47;0.0;0.0
162;4407021.908875;9;9;0;32;47;0.0;0.0
163;4407143.948458;9;9;0;32;47;0.0;0.0
164;4407269.716166;9;9;0;32;47;0.0;0.0
165;4407400.729666;10;10;0;36;50;0.0;0.0
166;4407526.8395;9;9;0;32;47;0.0;0.0
167;4407650.038416;10;10;0;36;49;0.0;0.0
168;4407782.254708;9;9;0;32;47;0.0;0.0
169;4407901.713333;9;9;0;32;47;0.0;0.0
170;4408028.46625;9;9;0;32;47;0.0;0.0
171;4408151.33575;9;9;0;32;47;0.0;0.0
172;4408291.778291;9;9;0;32;47;0.0;0.0
173;4408413.821916;9;9;0;32;46;0.0;0.0
174;4408535.968833;9;9;0;32;47;0.0;0.0
175;4408655.703083;9;9;0;32;47;0.0;0.0
176;4408783.493416;9;9;0;32;47;0.0;0.0
177;4408904.293125;9;9;0;32;47;0.0;0.0
178;4409031.5755;10;10;0;36;50;0.0;0.0
179;4409149.714333;9;9;0;32;46;0.0;0.0
180;4409274.726875;9;9;0;32;47;0.0;0.0
181;4409398.91825;9;9;0;32;47;0.0;0.0
182;4409524.809875;9;9;0;32;47;0.0;0.0
183;4409648.60775;9;9;0;32;47;0.0;0.0
184;4409779.830083;9;9;0;32;47;0.0;0.0
185;4409905.57325;9;9;0;32;47;0.0;0.0
186;4410037.121625;9;9;0;32;47;0.0;0.0
187;4410159.970458;9;9;0;32;47;0.0;0.0
188;4410285.006458;9;9;0;32;47;0.0;0.0
189;4410404.699666;9;9;0;32;47;0.0;0.0
190;4410529.078625;9;9;0;32;47;0.0;0.0
191;4410651.878833;9;9;0;32;47;0.0;0.0
192;4410777.360125;9;9;0;32;47;0.0;0.0
193;4410898.597541;9;9;0;32;47;0.0;0.0
194;4411020.39025;9;9;0;32;47;0.0;0.0
195;4411145.499666;9;9;0;32;47;0.0;0.0
196;4411275.375958;9;9;0;32;47;0.0;0.0
197;4411406.082958;9;9;0;32;47;0.0;0.0
198;4411531.81975;9;9;0;32;47;0.0;0.0
199;4411666.893166;9;9;0;32;47;0.0;0.0
200;4411802.3945;9;9;0;32;47;0.0;0.0
201;4411920.126708;10;10;0;36;48;0.0;0.0
202;4412038.60125;9;9;0;32;47;0.0;0.0
203;4412168.518416;9;9;0;32;47;0.0;0.0
204;4412305.667083;9;9;0;32;46;0.0;0.0
205;4412425.341458;9;9;0;32;47;0.0;0.0
206;4412550.274083;9;9;0;32;47;0.0;0.0
207;4412676.269333;9;9;0;32;46;0.0;0.0
208;4412803.765833;9;9;0;32;47;0.0;0.0
209;4412927.454666;9;9;0;32;47;0.0;0.0
210;4413053.879541;9;9;0;32;47;0.0;0.0
211;4413173.648791;9;9;0;32;47;0.0;0.0
212;4413293.96775;9;9;0;32;47;0.0;0.0
213;4413421.796375;9;9;0;32;47;0.0;0.0
214;4413547.932166;9;9;0;32;47;0.0;0.0
215;4413671.24475;9;9;0;32;46;0.0;0.0
216;4413805.168791;9;9;0;32;47;0.0;0.0
