Id;Texec;expectedH;realH;neededMessages
0;1731.359461;8;8;459
1;1450.942055;8;8;459
2;738.320594;8;8;459
3;455.321326;8;8;459
4;1216.029887;8;8;459
5;1315.438594;8;8;459
6;1119.798138;8;8;459
7;1065.915762;8;8;459
8;1497.116538;8;8;459
9;1491.623694;8;8;459
10;1223.071141;8;8;459
11;1509.878185;8;8;459
12;1611.267274;8;8;459
13;1281.801475;8;8;459
14;1493.658679;8;8;459
15;486.89724;8;8;459
16;278.420833;8;8;459
17;307.218447;8;8;459
18;305.160218;8;8;459
19;310.015631;8;8;459
20;267.515378;8;8;459
21;267.986918;8;8;459
22;255.850151;8;8;459
23;274.874916;8;8;459
24;278.019377;8;8;459
25;293.412604;8;8;459
26;253.025711;8;8;459
27;289.515792;8;8;459
28;286.174951;8;8;459
29;307.778673;8;8;459
30;258.320185;8;8;459
31;283.178574;8;8;459
32;269.485212;8;8;459
33;337.02114;8;8;459
34;301.046452;8;8;459
35;263.612693;8;8;459
36;271.338733;8;8;459
37;296.106189;8;8;459
38;276.007481;8;8;459
39;387.346882;8;8;459
40;361.382458;8;8;459
41;434.614391;8;8;459
42;296.833448;8;8;459
43;358.687609;8;8;459
44;304.298573;8;8;459
45;297.010615;8;8;459
46;288.407722;8;8;459
47;301.663038;8;8;459
48;311.839763;8;8;459
49;329.891269;8;8;459
50;318.155124;8;8;459
51;287.608005;8;8;459
52;268.097046;8;8;459
53;252.147362;8;8;459
54;260.235822;8;8;459
55;253.431447;8;8;459
56;253.548107;8;8;459
57;233.593245;8;8;459
58;254.17809;8;8;459
59;264.147869;8;8;459
60;281.968832;8;8;459
61;271.889708;8;8;459
62;244.494246;8;8;459
63;242.509882;8;8;459
64;273.743647;8;8;459
65;263.671132;8;8;459
66;251.485789;8;8;459
67;246.858919;8;8;459
68;272.071128;8;8;459
69;267.590565;8;8;459
70;253.510542;8;8;459
71;265.502707;8;8;459
72;260.952805;8;8;459
73;292.122163;8;8;459
74;261.795504;8;8;459
75;274.779684;8;8;459
76;268.147555;8;8;459
77;265.863319;8;8;459
78;332.810433;8;8;459
79;318.503242;8;8;459
80;306.671823;8;8;459
81;302.43902;8;8;459
82;305.451501;8;8;459
83;432.900152;8;8;459
84;325.140723;8;8;459
85;354.191581;8;8;459
86;297.150664;8;8;459
87;278.532603;8;8;459
88;262.529181;8;8;459
89;289.816477;8;8;459
90;273.620145;8;8;459
91;289.388623;8;8;459
92;253.409894;8;8;459
93;281.34856;8;8;459
94;250.197521;8;8;459
95;275.679368;8;8;459
96;255.404757;8;8;459
97;259.287617;8;8;459
98;276.26915;8;8;459
99;280.916022;8;8;459
100;244.062564;8;8;459
101;252.876717;8;8;459
102;252.354924;8;8;459
103;257.564995;8;8;459
104;245.353825;8;8;459
105;245.850904;8;8;459
106;262.343998;8;8;459
107;256.370342;8;8;459
108;263.535882;8;8;459
109;260.736691;8;8;459
110;238.858446;8;8;459
111;253.619391;8;8;459
112;249.953004;8;8;459
113;293.602955;8;8;459
114;270.227433;8;8;459
115;255.569206;8;8;459
116;245.73615;8;8;459
117;248.337825;8;8;459
118;245.4385;8;8;459
119;238.074048;8;8;459
120;247.839992;8;8;459
121;257.902532;8;8;459
122;249.518882;8;8;459
123;261.696398;8;8;459
124;243.874108;8;8;459
125;261.039095;8;8;459
126;235.43027;8;8;459
127;246.902855;8;8;459
128;244.019618;8;8;459
129;254.176253;8;8;459
130;260.10286;8;8;459
131;269.851229;8;8;459
132;245.600183;8;8;459
133;252.655543;8;8;459
134;235.941668;8;8;459
135;240.195733;8;8;459
136;235.725328;8;8;459
137;269.077474;8;8;459
138;263.093585;8;8;459
139;269.375913;8;8;459
140;281.18597;8;8;459
141;288.995404;8;8;459
142;293.071453;8;8;459
143;342.336853;8;8;459
144;348.278051;8;8;459
145;285.435629;8;8;459
146;302.975418;8;8;459
147;335.49413;8;8;459
148;387.472928;8;8;459
149;341.024962;8;8;459
150;333.441901;8;8;459
151;339.315176;8;8;459
152;265.497049;8;8;459
153;281.123402;8;8;459
154;241.911642;8;8;459
155;284.060466;8;8;459
156;304.630025;8;8;459
157;322.341569;8;8;459
158;281.835332;8;8;459
159;273.71684;8;8;459
160;260.541266;8;8;459
161;225.960447;8;8;459
162;251.173051;8;8;459
163;260.674749;8;8;459
164;237.770491;8;8;459
165;246.024791;8;8;459
166;247.093911;8;8;459
167;235.258299;8;8;459
168;230.039298;8;8;459
169;265.948115;8;8;459
170;244.208392;8;8;459
171;225.985477;8;8;459
172;243.481409;8;8;459
173;233.808166;8;8;459
174;229.423375;8;8;459
175;261.632883;8;8;459
176;266.522563;8;8;459
177;256.587175;8;8;459
178;262.068124;8;8;459
179;260.486139;8;8;459
180;238.614534;8;8;459
181;239.386537;8;8;459
182;248.253056;8;8;459
183;226.464849;8;8;459
184;259.99157;8;8;459
185;228.517699;8;8;459
186;279.43525;8;8;459
187;238.392554;8;8;459
188;229.576393;8;8;459
189;245.835828;8;8;459
190;292.116573;8;8;459
191;231.894061;8;8;459
192;253.334528;8;8;459
193;287.961799;8;8;459
194;248.662092;8;8;459
195;262.466322;8;8;459
196;289.147846;8;8;459
197;292.359217;8;8;459
198;299.064859;8;8;459
199;280.809489;8;8;459
200;262.480888;8;8;459
201;312.476188;8;8;459
202;334.614517;8;8;459
203;305.384229;8;8;459
204;291.709691;8;8;459
205;301.509802;8;8;459
206;340.883721;8;8;459
207;264.756142;8;8;459
208;244.124448;8;8;459
209;284.945381;8;8;459
210;257.609273;8;8;459
211;255.229111;8;8;459
212;234.112868;8;8;459
213;264.115006;8;8;459
214;235.426451;8;8;459
215;276.448965;8;8;459
216;242.390294;8;8;459
217;314.748441;8;8;459
218;279.499393;8;8;459
219;252.155799;8;8;459
220;228.994777;8;8;459
221;299.335129;8;8;459
