PID;utime;stime;elapsed;cpu_usage
3149826;10;4;67;20
3149938;45;3;64;75
3150066;44;3;62;75
3150204;44;3;60;78
3150355;44;3;58;81
3150518;44;3;56;83
3150689;44;3;54;87
3150866;45;3;52;92
3151055;45;3;50;96
3151253;45;3;48;100
3151445;44;3;46;102
3151630;45;3;44;109
3151818;45;3;42;114
3152010;45;3;40;120
3152206;45;3;38;126
3152407;45;3;36;133
