PID;utime;stime;elapsed;cpu_usage
3486458;12;5;68;25
3486570;48;4;65;80
3486697;49;4;63;84
3486835;47;4;61;83
3486986;47;4;59;86
3487149;47;4;57;89
3487321;47;4;55;92
3487498;48;4;53;98
3487689;48;4;51;101
3487885;49;4;49;108
3488075;48;4;47;110
3488261;48;4;45;115
3488449;49;4;43;123
3488641;49;4;41;129
3488837;48;4;39;133
3489038;48;4;37;140
