PID;utime;stime;elapsed;cpu_usage
3137614;7;1;48;16
3137726;39;1;45;88
3137853;39;1;43;93
3137992;39;1;41;97
3138143;39;1;39;102
3138306;38;1;37;105
3138478;39;1;35;114
3138657;39;1;33;121
