PID;utime;stime;elapsed;cpu_usage
3308873;11;3;66;21
3308985;45;3;63;76
3309112;44;3;61;77
3309250;45;4;59;83
3309400;45;3;57;84
3309563;45;4;55;89
3309735;44;3;53;88
3309912;45;3;51;94
3310099;45;3;49;97
3310297;45;3;47;102
3310488;45;3;45;106
3310674;45;3;43;111
3310862;44;3;41;114
3311054;45;3;39;123
3311250;45;3;37;129
3311451;45;3;35;137
