PID;utime;stime;elapsed;cpu_usage
3482570;7;1;48;16
3482682;40;2;45;93
3482809;40;2;43;97
3482948;40;1;41;100
3483099;40;1;39;105
3483262;40;1;37;110
3483433;40;1;35;117
3483611;40;2;33;127
