PID;utime;stime;elapsed;cpu_usage
3304996;7;1;48;16
3305108;38;1;45;86
3305235;38;1;43;90
3305373;38;1;41;95
3305524;38;1;39;100
3305687;38;1;37;105
3305858;38;1;35;111
3306035;38;1;33;118
