type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429868;0.841137
APPROXIMATION;-1;100;1;1672694429869;0.937189
APPROXIMATION;-1;100;2;1672694429871;0.773467
HALTED;-1;100;3;1672694429873;0.583305
INITIALIZATION;-1;101;0;1672694430012;0.651366
APPROXIMATION;-1;101;1;1672694430013;0.639455
APPROXIMATION;-1;101;2;1672694430014;0.514624
HALTED;-1;101;3;1672694430014;0.386103
INITIALIZATION;-1;102;0;1672694430162;0.882098
APPROXIMATION;-1;102;1;1672694430163;0.638586
APPROXIMATION;-1;102;2;1672694430164;0.746166
HALTED;-1;102;3;1672694430165;0.541005
INITIALIZATION;-1;103;0;1672694430267;0.681446
APPROXIMATION;-1;103;1;1672694430268;0.785587
APPROXIMATION;-1;103;2;1672694430269;0.571245
HALTED;-1;103;3;1672694430270;0.494384
INITIALIZATION;-1;104;0;1672694430372;0.672766
APPROXIMATION;-1;104;1;1672694430373;0.625096
APPROXIMATION;-1;104;2;1672694430374;0.523965
HALTED;-1;104;3;1672694430420;1.514643
INITIALIZATION;-1;105;0;1672694430477;0.600055
APPROXIMATION;-1;105;1;1672694430478;0.510784
APPROXIMATION;-1;105;2;1672694430479;0.582395
HALTED;-1;105;3;1672694430519;0.525745
INITIALIZATION;-1;106;0;1672694430622;0.591075
APPROXIMATION;-1;106;1;1672694430623;0.583975
APPROXIMATION;-1;106;2;1672694430624;0.456014
HALTED;-1;106;3;1672694430669;0.506664
INITIALIZATION;-1;107;0;1672694430727;0.573695
APPROXIMATION;-1;107;1;1672694430727;0.506204
APPROXIMATION;-1;107;2;1672694430728;0.703896
HALTED;-1;107;3;1672694430729;0.532225
INITIALIZATION;-1;108;0;1672694430831;0.624875
APPROXIMATION;-1;108;1;1672694430832;0.494584
APPROXIMATION;-1;108;2;1672694430833;0.591745
HALTED;-1;108;3;1672694430834;0.392464
INITIALIZATION;-1;109;0;1672694430935;0.539615
APPROXIMATION;-1;109;1;1672694430936;0.633585
APPROXIMATION;-1;109;2;1672694430937;0.475344
HALTED;-1;109;3;1672694430938;0.435944
INITIALIZATION;-1;110;0;1672694431040;0.589515
APPROXIMATION;-1;110;1;1672694431041;0.537155
APPROXIMATION;-1;110;2;1672694431042;0.650236
HALTED;-1;110;3;1672694431042;0.475744
INITIALIZATION;-1;111;0;1672694431192;0.619386
APPROXIMATION;-1;111;1;1672694431193;0.561885
APPROXIMATION;-1;111;2;1672694431194;0.417494
HALTED;-1;111;3;1672694431195;0.383813
INITIALIZATION;-1;112;0;1672694431297;0.744947
APPROXIMATION;-1;112;1;1672694431298;0.613515
APPROXIMATION;-1;112;2;1672694431299;0.540565
HALTED;-1;112;3;1672694431339;0.439954
INITIALIZATION;-1;113;0;1672694431442;0.633315
APPROXIMATION;-1;113;1;1672694431442;0.839717
APPROXIMATION;-1;113;2;1672694431443;0.494954
HALTED;-1;113;3;1672694431444;0.453634
INITIALIZATION;-1;114;0;1672694431546;0.788937
APPROXIMATION;-1;114;1;1672694431547;0.805117
APPROXIMATION;-1;114;2;1672694431548;0.638506
HALTED;-1;114;3;1672694431549;0.628826
INITIALIZATION;-1;115;0;1672694431651;1.16087
APPROXIMATION;-1;115;1;1672694431653;0.611735
APPROXIMATION;-1;115;2;1672694431654;0.567465
HALTED;-1;115;3;1672694431655;0.484994
INITIALIZATION;-1;116;0;1672694431802;0.893788
APPROXIMATION;-1;116;1;1672694431803;0.657846
APPROXIMATION;-1;116;2;1672694431805;0.574495
HALTED;-1;116;3;1672694431805;0.552225
INITIALIZATION;-1;117;0;1672694431908;0.741356
APPROXIMATION;-1;117;1;1672694431909;0.699457
APPROXIMATION;-1;117;2;1672694431910;0.648826
HALTED;-1;117;3;1672694431911;0.386043
INITIALIZATION;-1;118;0;1672694432052;0.628115
APPROXIMATION;-1;118;1;1672694432053;0.908848
APPROXIMATION;-1;118;2;1672694432054;0.656546
HALTED;-1;118;3;1672694432054;0.551395
INITIALIZATION;-1;119;0;1672694432156;0.696136
APPROXIMATION;-1;119;1;1672694432158;0.635406
APPROXIMATION;-1;119;2;1672694432158;0.561065
HALTED;-1;119;3;1672694432159;0.722046
INITIALIZATION;-1;120;0;1672694432261;1.14491
APPROXIMATION;-1;120;1;1672694432263;0.485374
APPROXIMATION;-1;120;2;1672694432264;0.381334
HALTED;-1;120;3;1672694432264;0.394823
INITIALIZATION;-1;121;0;1672694432367;0.903528
APPROXIMATION;-1;121;1;1672694432368;0.508054
APPROXIMATION;-1;121;2;1672694432368;0.357423
HALTED;-1;121;3;1672694432369;0.449224
INITIALIZATION;-1;122;0;1672694432473;0.781737
APPROXIMATION;-1;122;1;1672694432473;0.578945
APPROXIMATION;-1;122;2;1672694432474;0.392474
HALTED;-1;122;3;1672694432475;0.302603
INITIALIZATION;-1;123;0;1672694432577;1.076659
APPROXIMATION;-1;123;1;1672694432578;0.779666
APPROXIMATION;-1;123;2;1672694432579;0.603735
HALTED;-1;123;3;1672694432579;0.827547
INITIALIZATION;-1;124;0;1672694432681;0.621665
APPROXIMATION;-1;124;1;1672694432682;0.471084
APPROXIMATION;-1;124;2;1672694432683;0.482534
HALTED;-1;124;3;1672694432729;1.529484
INITIALIZATION;-1;125;0;1672694432833;0.702406
APPROXIMATION;-1;125;1;1672694432835;0.581445
APPROXIMATION;-1;125;2;1672694432836;0.538305
HALTED;-1;125;3;1672694432837;0.614535
INITIALIZATION;-1;126;0;1672694432938;0.639706
APPROXIMATION;-1;126;1;1672694432939;0.531845
APPROXIMATION;-1;126;2;1672694432940;0.501525
HALTED;-1;126;3;1672694432941;0.475614
INITIALIZATION;-1;127;0;1672694433043;0.772137
APPROXIMATION;-1;127;1;1672694433044;0.561715
APPROXIMATION;-1;127;2;1672694433044;0.552205
HALTED;-1;127;3;1672694433090;0.558625
INITIALIZATION;-1;128;0;1672694433192;0.603685
APPROXIMATION;-1;128;1;1672694433194;0.525614
APPROXIMATION;-1;128;2;1672694433194;0.474004
HALTED;-1;128;3;1672694433195;0.466424
INITIALIZATION;-1;129;0;1672694433297;0.478305
APPROXIMATION;-1;129;1;1672694433298;0.505515
APPROXIMATION;-1;129;2;1672694433299;0.835907
HALTED;-1;129;3;1672694433300;0.560265
INITIALIZATION;-1;130;0;1672694433402;0.545445
APPROXIMATION;-1;130;1;1672694433403;0.927319
APPROXIMATION;-1;130;2;1672694433404;0.374144
HALTED;-1;130;3;1672694433449;0.463724
INITIALIZATION;-1;131;0;1672694433551;0.486985
APPROXIMATION;-1;131;1;1672694433552;0.482234
APPROXIMATION;-1;131;2;1672694433553;0.449254
HALTED;-1;131;3;1672694433554;0.452474
INITIALIZATION;-1;132;0;1672694433656;0.559115
APPROXIMATION;-1;132;1;1672694433657;0.533355
APPROXIMATION;-1;132;2;1672694433657;0.478455
HALTED;-1;132;3;1672694433658;0.499944
