type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694091632;0.511025
APPROXIMATION;-1;100;1;1672694091634;0.621515
APPROXIMATION;-1;100;2;1672694091635;0.624406
HALTED;-1;100;3;1672694091636;0.630185
INITIALIZATION;-1;101;0;1672694091737;0.505744
APPROXIMATION;-1;101;1;1672694091739;0.532945
APPROXIMATION;-1;101;2;1672694091740;0.461604
HALTED;-1;101;3;1672694091741;0.566855
INITIALIZATION;-1;102;0;1672694091842;0.500084
APPROXIMATION;-1;102;1;1672694091843;0.618725
APPROXIMATION;-1;102;2;1672694091844;0.547025
APPROXIMATION;-1;102;3;1672694091845;0.513685
HALTED;-1;102;4;1672694091845;0.477325
INITIALIZATION;-1;103;0;1672694091946;0.485524
APPROXIMATION;-1;103;1;1672694091948;0.494224
APPROXIMATION;-1;103;2;1672694091948;0.527315
HALTED;-1;103;3;1672694091949;0.572125
INITIALIZATION;-1;104;0;1672694092050;0.537295
APPROXIMATION;-1;104;1;1672694092051;0.573175
APPROXIMATION;-1;104;2;1672694092052;0.553145
APPROXIMATION;-1;104;3;1672694092053;0.496895
APPROXIMATION;-1;104;4;1672694092054;0.484704
HALTED;-1;104;5;1672694092054;0.500714
INITIALIZATION;-1;105;0;1672694092155;0.490274
APPROXIMATION;-1;105;1;1672694092157;0.520025
APPROXIMATION;-1;105;2;1672694092157;0.503404
APPROXIMATION;-1;105;3;1672694092158;0.463114
HALTED;-1;105;4;1672694092158;0.480075
INITIALIZATION;-1;106;0;1672694092260;0.574945
APPROXIMATION;-1;106;1;1672694092261;0.586845
APPROXIMATION;-1;106;2;1672694092262;0.514045
APPROXIMATION;-1;106;3;1672694092262;0.679696
HALTED;-1;106;4;1672694092263;0.439004
INITIALIZATION;-1;107;0;1672694092364;0.483344
APPROXIMATION;-1;107;1;1672694092366;0.497165
APPROXIMATION;-1;107;2;1672694092366;0.491534
APPROXIMATION;-1;107;3;1672694092367;0.488744
APPROXIMATION;-1;107;4;1672694092367;0.443914
HALTED;-1;107;5;1672694092368;0.423474
INITIALIZATION;-1;108;0;1672694092469;0.542875
APPROXIMATION;-1;108;1;1672694092470;0.514765
APPROXIMATION;-1;108;2;1672694092471;0.509924
HALTED;-1;108;3;1672694092472;0.549185
INITIALIZATION;-1;109;0;1672694092573;0.503984
APPROXIMATION;-1;109;1;1672694092574;0.588605
APPROXIMATION;-1;109;2;1672694092575;0.568625
APPROXIMATION;-1;109;3;1672694092576;0.692776
HALTED;-1;109;4;1672694092577;0.545885
INITIALIZATION;-1;110;0;1672694092678;0.486904
APPROXIMATION;-1;110;1;1672694092679;0.637775
APPROXIMATION;-1;110;2;1672694092680;0.462054
HALTED;-1;110;3;1672694092681;0.613975
INITIALIZATION;-1;111;0;1672694092782;0.498685
APPROXIMATION;-1;111;1;1672694092784;0.499434
APPROXIMATION;-1;111;2;1672694092785;0.471714
APPROXIMATION;-1;111;3;1672694092785;0.585215
HALTED;-1;111;4;1672694092786;0.406384
INITIALIZATION;-1;112;0;1672694092887;0.467384
APPROXIMATION;-1;112;1;1672694092888;0.448274
APPROXIMATION;-1;112;2;1672694092889;0.566895
APPROXIMATION;-1;112;3;1672694092891;0.468214
HALTED;-1;112;4;1672694092930;0.404703
INITIALIZATION;-1;113;0;1672694093030;0.445854
