type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429868;0.830727
APPROXIMATION;-1;100;1;1672694429869;0.774317
APPROXIMATION;-1;100;2;1672694429871;0.442424
HALTED;-1;100;3;1672694429873;0.386943
INITIALIZATION;-1;101;0;1672694430012;0.627216
APPROXIMATION;-1;101;1;1672694430013;0.522994
APPROXIMATION;-1;101;2;1672694430013;0.459394
HALTED;-1;101;3;1672694430059;0.428964
INITIALIZATION;-1;102;0;1672694430162;0.612655
APPROXIMATION;-1;102;1;1672694430163;0.501804
APPROXIMATION;-1;102;2;1672694430164;0.501755
HALTED;-1;102;3;1672694430165;0.524295
INITIALIZATION;-1;103;0;1672694430267;0.740977
APPROXIMATION;-1;103;1;1672694430268;0.474004
APPROXIMATION;-1;103;2;1672694430269;0.462344
HALTED;-1;103;3;1672694430270;0.481354
INITIALIZATION;-1;104;0;1672694430372;0.514914
APPROXIMATION;-1;104;1;1672694430373;0.509834
APPROXIMATION;-1;104;2;1672694430374;0.525514
HALTED;-1;104;3;1672694430375;0.499234
INITIALIZATION;-1;105;0;1672694430476;0.531045
APPROXIMATION;-1;105;1;1672694430478;0.569535
APPROXIMATION;-1;105;2;1672694430479;0.520194
HALTED;-1;105;3;1672694430519;0.519165
INITIALIZATION;-1;106;0;1672694430622;0.590495
APPROXIMATION;-1;106;1;1672694430623;0.627666
APPROXIMATION;-1;106;2;1672694430624;0.463904
HALTED;-1;106;3;1672694430669;0.731227
INITIALIZATION;-1;107;0;1672694430726;0.545485
APPROXIMATION;-1;107;1;1672694430727;0.530865
APPROXIMATION;-1;107;2;1672694430728;0.509045
HALTED;-1;107;3;1672694430729;0.599246
INITIALIZATION;-1;108;0;1672694430831;0.546085
APPROXIMATION;-1;108;1;1672694430832;0.490274
APPROXIMATION;-1;108;2;1672694430833;0.544354
HALTED;-1;108;3;1672694430833;0.462574
INITIALIZATION;-1;109;0;1672694430935;0.576325
APPROXIMATION;-1;109;1;1672694430936;0.509084
APPROXIMATION;-1;109;2;1672694430937;0.471704
HALTED;-1;109;3;1672694430938;0.420263
INITIALIZATION;-1;110;0;1672694431040;0.559404
APPROXIMATION;-1;110;1;1672694431040;0.478804
APPROXIMATION;-1;110;2;1672694431042;0.485714
HALTED;-1;110;3;1672694431042;0.370563
INITIALIZATION;-1;111;0;1672694431192;0.607626
APPROXIMATION;-1;111;1;1672694431193;0.488825
APPROXIMATION;-1;111;2;1672694431194;0.464294
HALTED;-1;111;3;1672694431195;0.442274
INITIALIZATION;-1;112;0;1672694431297;0.576745
APPROXIMATION;-1;112;1;1672694431298;0.512835
APPROXIMATION;-1;112;2;1672694431299;0.554595
HALTED;-1;112;3;1672694431299;0.443244
INITIALIZATION;-1;113;0;1672694431442;0.635586
APPROXIMATION;-1;113;1;1672694431442;0.507974
APPROXIMATION;-1;113;2;1672694431443;0.469014
HALTED;-1;113;3;1672694431444;0.340313
INITIALIZATION;-1;114;0;1672694431546;0.537954
APPROXIMATION;-1;114;1;1672694431547;0.610395
APPROXIMATION;-1;114;2;1672694431548;0.618666
HALTED;-1;114;3;1672694431549;0.576045
INITIALIZATION;-1;115;0;1672694431652;0.999949
APPROXIMATION;-1;115;1;1672694431653;0.624886
APPROXIMATION;-1;115;2;1672694431654;0.510345
HALTED;-1;115;3;1672694431655;0.382924
INITIALIZATION;-1;116;0;1672694431802;0.790097
APPROXIMATION;-1;116;1;1672694431803;0.577385
APPROXIMATION;-1;116;2;1672694431804;0.559655
HALTED;-1;116;3;1672694431805;0.604306
INITIALIZATION;-1;117;0;1672694431907;0.636556
APPROXIMATION;-1;117;1;1672694431908;0.636326
APPROXIMATION;-1;117;2;1672694431910;0.590205
HALTED;-1;117;3;1672694431911;0.515075
INITIALIZATION;-1;118;0;1672694432052;0.611365
APPROXIMATION;-1;118;1;1672694432053;0.832167
APPROXIMATION;-1;118;2;1672694432054;0.478314
HALTED;-1;118;3;1672694432054;0.451444
INITIALIZATION;-1;119;0;1672694432157;0.732686
APPROXIMATION;-1;119;1;1672694432157;0.553075
APPROXIMATION;-1;119;2;1672694432158;0.498655
HALTED;-1;119;3;1672694432159;0.439754
INITIALIZATION;-1;120;0;1672694432261;0.746596
APPROXIMATION;-1;120;1;1672694432262;0.492574
APPROXIMATION;-1;120;2;1672694432263;0.529445
HALTED;-1;120;3;1672694432264;0.393113
INITIALIZATION;-1;121;0;1672694432366;0.635836
APPROXIMATION;-1;121;1;1672694432367;0.520165
APPROXIMATION;-1;121;2;1672694432368;0.504635
HALTED;-1;121;3;1672694432369;0.554784
INITIALIZATION;-1;122;0;1672694432472;0.694287
APPROXIMATION;-1;122;1;1672694432473;0.531574
APPROXIMATION;-1;122;2;1672694432474;0.570605
HALTED;-1;122;3;1672694432475;0.539975
INITIALIZATION;-1;123;0;1672694432576;0.538164
APPROXIMATION;-1;123;1;1672694432578;0.603476
APPROXIMATION;-1;123;2;1672694432579;0.492565
HALTED;-1;123;3;1672694432579;0.514184
INITIALIZATION;-1;124;0;1672694432681;0.516384
APPROXIMATION;-1;124;1;1672694432682;0.469664
APPROXIMATION;-1;124;2;1672694432683;0.443664
HALTED;-1;124;3;1672694432730;0.728267
INITIALIZATION;-1;125;0;1672694432833;0.521385
APPROXIMATION;-1;125;1;1672694432834;0.537454
APPROXIMATION;-1;125;2;1672694432836;0.550245
