type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694091633;0.712327
APPROXIMATION;-1;100;1;1672694091634;0.729316
APPROXIMATION;-1;100;2;1672694091635;0.591635
HALTED;-1;100;3;1672694091636;0.549265
INITIALIZATION;-1;101;0;1672694091738;0.635646
APPROXIMATION;-1;101;1;1672694091739;0.821377
APPROXIMATION;-1;101;2;1672694091740;0.558515
HALTED;-1;101;3;1672694091741;0.578885
INITIALIZATION;-1;102;0;1672694091842;0.626856
APPROXIMATION;-1;102;1;1672694091843;0.687396
APPROXIMATION;-1;102;2;1672694091844;0.618436
APPROXIMATION;-1;102;3;1672694091845;0.526675
HALTED;-1;102;4;1672694091845;0.562545
INITIALIZATION;-1;103;0;1672694091947;0.588675
APPROXIMATION;-1;103;1;1672694091948;0.602115
APPROXIMATION;-1;103;2;1672694091948;0.573325
HALTED;-1;103;3;1672694091989;0.958528
INITIALIZATION;-1;104;0;1672694092051;0.609276
APPROXIMATION;-1;104;1;1672694092052;0.649156
APPROXIMATION;-1;104;2;1672694092052;0.568675
APPROXIMATION;-1;104;3;1672694092053;0.488254
APPROXIMATION;-1;104;4;1672694092054;0.476444
HALTED;-1;104;5;1672694092054;0.490115
INITIALIZATION;-1;105;0;1672694092156;0.534125
APPROXIMATION;-1;105;1;1672694092157;0.519004
APPROXIMATION;-1;105;2;1672694092157;0.483475
APPROXIMATION;-1;105;3;1672694092158;0.483834
HALTED;-1;105;4;1672694092159;0.492334
INITIALIZATION;-1;106;0;1672694092260;0.611305
APPROXIMATION;-1;106;1;1672694092261;0.573865
APPROXIMATION;-1;106;2;1672694092262;0.644896
HALTED;-1;106;3;1672694092263;0.667876
INITIALIZATION;-1;107;0;1672694092365;0.583985
APPROXIMATION;-1;107;1;1672694092366;0.539705
APPROXIMATION;-1;107;2;1672694092366;0.503625
APPROXIMATION;-1;107;3;1672694092367;0.501354
APPROXIMATION;-1;107;4;1672694092367;0.460684
HALTED;-1;107;5;1672694092368;0.562005
INITIALIZATION;-1;108;0;1672694092469;0.550375
APPROXIMATION;-1;108;1;1672694092471;0.552125
APPROXIMATION;-1;108;2;1672694092471;0.626175
HALTED;-1;108;3;1672694092472;0.496394
INITIALIZATION;-1;109;0;1672694092574;0.711266
APPROXIMATION;-1;109;1;1672694092574;0.720937
APPROXIMATION;-1;109;2;1672694092575;0.481104
APPROXIMATION;-1;109;3;1672694092576;0.500505
HALTED;-1;109;4;1672694092577;0.522595
INITIALIZATION;-1;110;0;1672694092678;0.524055
APPROXIMATION;-1;110;1;1672694092679;0.915108
APPROXIMATION;-1;110;2;1672694092681;0.495054
HALTED;-1;110;3;1672694092681;0.709506
INITIALIZATION;-1;111;0;1672694092783;0.606776
APPROXIMATION;-1;111;1;1672694092784;0.497804
