type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694091633;0.637186
APPROXIMATION;-1;100;1;1672694091635;0.603195
APPROXIMATION;-1;100;2;1672694091636;0.537035
HALTED;-1;100;3;1672694091636;0.578755
INITIALIZATION;-1;101;0;1672694091738;0.564385
APPROXIMATION;-1;101;1;1672694091740;0.643046
APPROXIMATION;-1;101;2;1672694091740;0.547045
HALTED;-1;101;3;1672694091741;0.527165
INITIALIZATION;-1;102;0;1672694091843;0.614156
APPROXIMATION;-1;102;1;1672694091843;0.757357
APPROXIMATION;-1;102;2;1672694091844;0.529085
APPROXIMATION;-1;102;3;1672694091845;0.479174
HALTED;-1;102;4;1672694091846;0.468424
INITIALIZATION;-1;103;0;1672694091947;0.552545
APPROXIMATION;-1;103;1;1672694091948;0.470994
APPROXIMATION;-1;103;2;1672694091949;0.531405
HALTED;-1;103;3;1672694091989;0.576055
INITIALIZATION;-1;104;0;1672694092051;0.592665
APPROXIMATION;-1;104;1;1672694092052;0.533964
APPROXIMATION;-1;104;2;1672694092053;0.400914
APPROXIMATION;-1;104;3;1672694092053;0.390594
APPROXIMATION;-1;104;4;1672694092054;0.427784
HALTED;-1;104;5;1672694092054;0.562055
INITIALIZATION;-1;105;0;1672694092156;0.580185
APPROXIMATION;-1;105;1;1672694092157;0.548015
APPROXIMATION;-1;105;2;1672694092158;0.396464
APPROXIMATION;-1;105;3;1672694092158;0.423624
HALTED;-1;105;4;1672694092159;0.446884
INITIALIZATION;-1;106;0;1672694092261;0.562265
APPROXIMATION;-1;106;1;1672694092261;0.485444
APPROXIMATION;-1;106;2;1672694092262;0.539294
APPROXIMATION;-1;106;3;1672694092263;0.507334
HALTED;-1;106;4;1672694092264;0.422413
INITIALIZATION;-1;107;0;1672694092365;0.491965
APPROXIMATION;-1;107;1;1672694092366;0.521815
APPROXIMATION;-1;107;2;1672694092367;0.466414
APPROXIMATION;-1;107;3;1672694092367;0.441484
APPROXIMATION;-1;107;4;1672694092368;0.529665
HALTED;-1;107;5;1672694092368;0.485095
INITIALIZATION;-1;108;0;1672694092470;0.659606
APPROXIMATION;-1;108;1;1672694092471;0.492675
APPROXIMATION;-1;108;2;1672694092472;0.554245
HALTED;-1;108;3;1672694092472;0.541435
INITIALIZATION;-1;109;0;1672694092574;0.572675
APPROXIMATION;-1;109;1;1672694092575;0.534994
APPROXIMATION;-1;109;2;1672694092576;0.480944
APPROXIMATION;-1;109;3;1672694092576;0.433604
HALTED;-1;109;4;1672694092577;0.419984
INITIALIZATION;-1;110;0;1672694092679;1.793705
APPROXIMATION;-1;110;1;1672694092681;0.586035
APPROXIMATION;-1;110;2;1672694092681;0.625315
APPROXIMATION;-1;110;3;1672694092682;0.413993
HALTED;-1;110;4;1672694092682;0.300133
INITIALIZATION;-1;111;0;1672694092783;0.602115
APPROXIMATION;-1;111;1;1672694092784;0.458694
APPROXIMATION;-1;111;2;1672694092785;0.390294
APPROXIMATION;-1;111;3;1672694092785;0.445644
HALTED;-1;111;4;1672694092786;0.390254
INITIALIZATION;-1;112;0;1672694092888;0.477904
APPROXIMATION;-1;112;1;1672694092889;0.420443
APPROXIMATION;-1;112;2;1672694092890;0.490804
HALTED;-1;112;3;1672694092929;0.466734
INITIALIZATION;-1;113;0;1672694093031;0.517845
APPROXIMATION;-1;113;1;1672694093032;0.511274
APPROXIMATION;-1;113;2;1672694093033;0.490685
HALTED;-1;113;3;1672694093033;0.568865
INITIALIZATION;-1;114;0;1672694093135;0.498864
APPROXIMATION;-1;114;1;1672694093136;0.409874
APPROXIMATION;-1;114;2;1672694093136;0.515565
APPROXIMATION;-1;114;3;1672694093137;0.455964
HALTED;-1;114;4;1672694093138;0.343463
INITIALIZATION;-1;115;0;1672694093238;0.553904
APPROXIMATION;-1;115;1;1672694093239;0.481114
APPROXIMATION;-1;115;2;1672694093240;0.460534
APPROXIMATION;-1;115;3;1672694093241;0.422364
HALTED;-1;115;4;1672694093241;0.379393
INITIALIZATION;-1;116;0;1672694093343;0.499914
APPROXIMATION;-1;116;1;1672694093344;0.508314
APPROXIMATION;-1;116;2;1672694093344;0.531345
APPROXIMATION;-1;116;3;1672694093345;0.564565
HALTED;-1;116;4;1672694093346;0.440924
INITIALIZATION;-1;117;0;1672694093448;0.499525
APPROXIMATION;-1;117;1;1672694093448;0.545835
APPROXIMATION;-1;117;2;1672694093449;0.474334
APPROXIMATION;-1;117;3;1672694093450;0.452964
APPROXIMATION;-1;117;4;1672694093450;0.414884
HALTED;-1;117;5;1672694093451;0.386094
INITIALIZATION;-1;118;0;1672694093553;0.561475
APPROXIMATION;-1;118;1;1672694093554;0.465414
APPROXIMATION;-1;118;2;1672694093554;0.410614
HALTED;-1;118;3;1672694093555;0.393754
INITIALIZATION;-1;119;0;1672694093657;0.509665
APPROXIMATION;-1;119;1;1672694093658;0.437844
APPROXIMATION;-1;119;2;1672694093658;0.368893
APPROXIMATION;-1;119;3;1672694093659;0.385404
HALTED;-1;119;4;1672694093659;0.329743
INITIALIZATION;-1;120;0;1672694093761;0.553275
APPROXIMATION;-1;120;1;1672694093762;0.472354
APPROXIMATION;-1;120;2;1672694093762;0.482664
APPROXIMATION;-1;120;3;1672694093763;0.482075
HALTED;-1;120;4;1672694093763;0.412894
INITIALIZATION;-1;121;0;1672694093865;0.507035
APPROXIMATION;-1;121;1;1672694093866;0.625686
APPROXIMATION;-1;121;2;1672694093867;0.464904
HALTED;-1;121;3;1672694093867;0.397243
INITIALIZATION;-1;122;0;1672694093969;0.540435
APPROXIMATION;-1;122;1;1672694093970;0.433174
APPROXIMATION;-1;122;2;1672694093970;0.470434
HALTED;-1;122;3;1672694093971;0.398544
INITIALIZATION;-1;123;0;1672694094122;0.698126
APPROXIMATION;-1;123;1;1672694094122;0.593735
APPROXIMATION;-1;123;2;1672694094123;0.417154
APPROXIMATION;-1;123;3;1672694094124;0.376733
HALTED;-1;123;4;1672694094124;0.383153
INITIALIZATION;-1;124;0;1672694094226;0.493154
APPROXIMATION;-1;124;1;1672694094227;0.399474
APPROXIMATION;-1;124;2;1672694094228;0.474995
HALTED;-1;124;3;1672694094228;0.403124
INITIALIZATION;-1;125;0;1672694094330;0.548534
APPROXIMATION;-1;125;1;1672694094331;0.567285
APPROXIMATION;-1;125;2;1672694094332;0.417974
HALTED;-1;125;3;1672694094333;0.516434
INITIALIZATION;-1;126;0;1672694094435;0.530455
APPROXIMATION;-1;126;1;1672694094435;0.545595
APPROXIMATION;-1;126;2;1672694094436;0.440764
HALTED;-1;126;3;1672694094437;0.392653
INITIALIZATION;-1;127;0;1672694094538;0.565695
APPROXIMATION;-1;127;1;1672694094539;0.693206
APPROXIMATION;-1;127;2;1672694094540;0.415633
APPROXIMATION;-1;127;3;1672694094541;0.424854
HALTED;-1;127;4;1672694094541;0.436384
INITIALIZATION;-1;128;0;1672694094643;0.537314
APPROXIMATION;-1;128;1;1672694094644;0.436894
APPROXIMATION;-1;128;2;1672694094645;0.383564
HALTED;-1;128;3;1672694094690;0.432254
INITIALIZATION;-1;129;0;1672694094791;0.487944
APPROXIMATION;-1;129;1;1672694094792;0.458044
APPROXIMATION;-1;129;2;1672694094793;0.387924
APPROXIMATION;-1;129;3;1672694094793;0.398504
APPROXIMATION;-1;129;4;1672694094794;0.400443
HALTED;-1;129;5;1672694094794;0.388464
INITIALIZATION;-1;130;0;1672694094896;0.537564
APPROXIMATION;-1;130;1;1672694094897;0.509855
APPROXIMATION;-1;130;2;1672694094897;0.383543
HALTED;-1;130;3;1672694094898;0.495895
INITIALIZATION;-1;131;0;1672694094999;0.515064
APPROXIMATION;-1;131;1;1672694095000;0.579685
APPROXIMATION;-1;131;2;1672694095001;0.456344
APPROXIMATION;-1;131;3;1672694095002;0.404523
HALTED;-1;131;4;1672694095002;0.370694
INITIALIZATION;-1;132;0;1672694095104;0.549705
APPROXIMATION;-1;132;1;1672694095104;0.562335
APPROXIMATION;-1;132;2;1672694095105;0.516394
APPROXIMATION;-1;132;3;1672694095106;0.529485
APPROXIMATION;-1;132;4;1672694095107;0.474854
HALTED;-1;132;5;1672694095107;0.465664
INITIALIZATION;-1;133;0;1672694095209;0.997809
APPROXIMATION;-1;133;1;1672694095211;0.596186
APPROXIMATION;-1;133;2;1672694095214;0.474565
HALTED;-1;133;3;1672694095216;0.509824
INITIALIZATION;-1;134;0;1672694095317;0.583425
APPROXIMATION;-1;134;1;1672694095317;0.476474
APPROXIMATION;-1;134;2;1672694095318;0.433923
HALTED;-1;134;3;1672694095319;0.345773
INITIALIZATION;-1;135;0;1672694095421;0.551775
APPROXIMATION;-1;135;1;1672694095422;0.442454
APPROXIMATION;-1;135;2;1672694095423;0.499374
HALTED;-1;135;3;1672694095424;0.478985
INITIALIZATION;-1;136;0;1672694095525;0.563725
APPROXIMATION;-1;136;1;1672694095526;0.478344
APPROXIMATION;-1;136;2;1672694095527;0.402164
APPROXIMATION;-1;136;3;1672694095528;0.484275
HALTED;-1;136;4;1672694095528;0.483084
INITIALIZATION;-1;137;0;1672694095630;0.569315
APPROXIMATION;-1;137;1;1672694095631;0.444374
APPROXIMATION;-1;137;2;1672694095631;0.438144
APPROXIMATION;-1;137;3;1672694095632;0.359753
HALTED;-1;137;4;1672694095633;0.380854
INITIALIZATION;-1;138;0;1672694095734;0.464024
APPROXIMATION;-1;138;1;1672694095735;0.551585
APPROXIMATION;-1;138;2;1672694095736;0.540345
APPROXIMATION;-1;138;3;1672694095737;0.533005
HALTED;-1;138;4;1672694095737;0.458834
INITIALIZATION;-1;139;0;1672694095839;0.634656
APPROXIMATION;-1;139;1;1672694095840;0.475584
APPROXIMATION;-1;139;2;1672694095841;0.391103
HALTED;-1;139;3;1672694095841;0.384224
INITIALIZATION;-1;140;0;1672694095943;0.483545
APPROXIMATION;-1;140;1;1672694095943;0.738437
APPROXIMATION;-1;140;2;1672694095944;0.426454
APPROXIMATION;-1;140;3;1672694095945;0.387223
HALTED;-1;140;4;1672694095945;0.428444
INITIALIZATION;-1;141;0;1672694096047;0.523915
APPROXIMATION;-1;141;1;1672694096048;0.527814
APPROXIMATION;-1;141;2;1672694096049;0.518805
APPROXIMATION;-1;141;3;1672694096049;0.831507
HALTED;-1;141;4;1672694096050;0.582395
INITIALIZATION;-1;142;0;1672694096152;0.612755
APPROXIMATION;-1;142;1;1672694096153;0.495844
APPROXIMATION;-1;142;2;1672694096153;0.499895
HALTED;-1;142;3;1672694096154;0.455024
INITIALIZATION;-1;143;0;1672694096255;0.563495
APPROXIMATION;-1;143;1;1672694096256;0.482584
APPROXIMATION;-1;143;2;1672694096257;0.477774
APPROXIMATION;-1;143;3;1672694096257;0.510414
HALTED;-1;143;4;1672694096258;0.503225
INITIALIZATION;-1;144;0;1672694096360;0.546385
APPROXIMATION;-1;144;1;1672694096360;0.444984
APPROXIMATION;-1;144;2;1672694096361;0.379183
APPROXIMATION;-1;144;3;1672694096362;0.407774
HALTED;-1;144;4;1672694096362;0.338323
INITIALIZATION;-1;145;0;1672694096463;0.466844
APPROXIMATION;-1;145;1;1672694096463;0.503575
APPROXIMATION;-1;145;2;1672694096464;0.387403
HALTED;-1;145;3;1672694096465;0.429374
INITIALIZATION;-1;146;0;1672694096566;0.500705
APPROXIMATION;-1;146;1;1672694096567;0.505604
APPROXIMATION;-1;146;2;1672694096568;0.529725
APPROXIMATION;-1;146;3;1672694096569;0.583195
APPROXIMATION;-1;146;4;1672694096569;0.502054
HALTED;-1;146;5;1672694096570;0.494965
INITIALIZATION;-1;147;0;1672694096671;0.481584
APPROXIMATION;-1;147;1;1672694096672;0.454204
APPROXIMATION;-1;147;2;1672694096673;0.426183
HALTED;-1;147;3;1672694096719;0.429444
INITIALIZATION;-1;148;0;1672694096775;0.515985
APPROXIMATION;-1;148;1;1672694096776;0.558985
APPROXIMATION;-1;148;2;1672694096776;0.460594
APPROXIMATION;-1;148;3;1672694096777;0.522934
APPROXIMATION;-1;148;4;1672694096778;0.404424
APPROXIMATION;-1;148;5;1672694096778;0.386873
HALTED;-1;148;6;1672694096779;0.351193
INITIALIZATION;-1;149;0;1672694096880;0.462424
APPROXIMATION;-1;149;1;1672694096882;0.400054
APPROXIMATION;-1;149;2;1672694096883;0.443754
HALTED;-1;149;3;1672694096883;0.378223
INITIALIZATION;-1;150;0;1672694096985;0.506384
APPROXIMATION;-1;150;1;1672694096986;0.454904
APPROXIMATION;-1;150;2;1672694096986;0.451974
HALTED;-1;150;3;1672694096987;0.444164
INITIALIZATION;-1;151;0;1672694097088;0.631945
APPROXIMATION;-1;151;1;1672694097089;0.477384
APPROXIMATION;-1;151;2;1672694097090;0.510044
APPROXIMATION;-1;151;3;1672694097090;0.440854
APPROXIMATION;-1;151;4;1672694097091;0.398753
HALTED;-1;151;5;1672694097091;0.347273
INITIALIZATION;-1;152;0;1672694097193;0.680736
APPROXIMATION;-1;152;1;1672694097193;0.636895
APPROXIMATION;-1;152;2;1672694097194;0.546355
APPROXIMATION;-1;152;3;1672694097195;0.468494
HALTED;-1;152;4;1672694097196;0.517944
INITIALIZATION;-1;153;0;1672694097297;0.529105
APPROXIMATION;-1;153;1;1672694097298;0.472454
APPROXIMATION;-1;153;2;1672694097299;0.446724
HALTED;-1;153;3;1672694097299;0.458394
INITIALIZATION;-1;154;0;1672694097401;0.559085
APPROXIMATION;-1;154;1;1672694097401;0.474524
APPROXIMATION;-1;154;2;1672694097402;0.473844
APPROXIMATION;-1;154;3;1672694097403;0.417574
HALTED;-1;154;4;1672694097403;0.353103
INITIALIZATION;-1;155;0;1672694097505;0.536735
APPROXIMATION;-1;155;1;1672694097506;0.582715
APPROXIMATION;-1;155;2;1672694097507;0.423704
APPROXIMATION;-1;155;3;1672694097507;0.336603
HALTED;-1;155;4;1672694097508;0.371963
INITIALIZATION;-1;156;0;1672694097610;0.537295
APPROXIMATION;-1;156;1;1672694097611;0.424824
APPROXIMATION;-1;156;2;1672694097611;0.373604
HALTED;-1;156;3;1672694097612;0.367833
INITIALIZATION;-1;157;0;1672694097713;0.582145
APPROXIMATION;-1;157;1;1672694097715;0.432634
APPROXIMATION;-1;157;2;1672694097715;0.436113
APPROXIMATION;-1;157;3;1672694097716;0.453774
APPROXIMATION;-1;157;4;1672694097717;0.502464
APPROXIMATION;-1;157;5;1672694097717;0.404284
HALTED;-1;157;6;1672694097718;0.362153
INITIALIZATION;-1;158;0;1672694097822;0.610175
APPROXIMATION;-1;158;1;1672694097823;0.502354
APPROXIMATION;-1;158;2;1672694097824;0.420754
APPROXIMATION;-1;158;3;1672694097824;0.379113
APPROXIMATION;-1;158;4;1672694097825;0.449144
HALTED;-1;158;5;1672694097825;0.418044
INITIALIZATION;-1;159;0;1672694097927;0.531485
APPROXIMATION;-1;159;1;1672694097928;0.449564
APPROXIMATION;-1;159;2;1672694097929;0.488445
HALTED;-1;159;3;1672694097930;0.382053
INITIALIZATION;-1;160;0;1672694098072;0.506595
APPROXIMATION;-1;160;1;1672694098073;0.558145
APPROXIMATION;-1;160;2;1672694098073;0.417244
HALTED;-1;160;3;1672694098074;0.421984
INITIALIZATION;-1;161;0;1672694098176;0.598856
APPROXIMATION;-1;161;1;1672694098176;0.431964
APPROXIMATION;-1;161;2;1672694098177;0.447594
APPROXIMATION;-1;161;3;1672694098178;0.361783
APPROXIMATION;-1;161;4;1672694098178;0.439564
APPROXIMATION;-1;161;5;1672694098179;0.397003
HALTED;-1;161;6;1672694098180;0.471254
INITIALIZATION;-1;162;0;1672694098281;0.535165
APPROXIMATION;-1;162;1;1672694098282;0.724206
APPROXIMATION;-1;162;2;1672694098283;0.491014
APPROXIMATION;-1;162;3;1672694098284;0.565835
HALTED;-1;162;4;1672694098284;0.544695
INITIALIZATION;-1;163;0;1672694098386;0.586895
APPROXIMATION;-1;163;1;1672694098387;0.458574
APPROXIMATION;-1;163;2;1672694098388;0.445284
APPROXIMATION;-1;163;3;1672694098388;0.461924
HALTED;-1;163;4;1672694098389;0.397314
INITIALIZATION;-1;164;0;1672694098491;1.10154
APPROXIMATION;-1;164;1;1672694098492;0.500005
APPROXIMATION;-1;164;2;1672694098492;0.322723
APPROXIMATION;-1;164;3;1672694098493;0.229172
HALTED;-1;164;4;1672694098493;0.233162
INITIALIZATION;-1;165;0;1672694098593;0.500794
APPROXIMATION;-1;165;1;1672694098593;0.598675
APPROXIMATION;-1;165;2;1672694098594;0.461515
HALTED;-1;165;3;1672694098595;0.378923
INITIALIZATION;-1;166;0;1672694098696;0.603306
APPROXIMATION;-1;166;1;1672694098697;0.461755
APPROXIMATION;-1;166;2;1672694098698;0.404673
HALTED;-1;166;3;1672694098699;0.457004
INITIALIZATION;-1;167;0;1672694098800;0.555124
APPROXIMATION;-1;167;1;1672694098801;0.481055
APPROXIMATION;-1;167;2;1672694098802;0.539894
APPROXIMATION;-1;167;3;1672694098803;0.414754
HALTED;-1;167;4;1672694098803;0.311583
INITIALIZATION;-1;168;0;1672694098904;0.674146
APPROXIMATION;-1;168;1;1672694098907;0.539575
APPROXIMATION;-1;168;2;1672694098908;0.814067
APPROXIMATION;-1;168;3;1672694098910;0.519064
HALTED;-1;168;4;1672694098910;0.478525
INITIALIZATION;-1;169;0;1672694099012;0.543175
APPROXIMATION;-1;169;1;1672694099013;0.390863
