type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694091634;0.664965
APPROXIMATION;-1;100;1;1672694091635;1.165241
APPROXIMATION;-1;100;2;1672694091636;0.480454
HALTED;-1;100;3;1672694091637;0.431074
INITIALIZATION;-1;101;0;1672694091739;0.439383
APPROXIMATION;-1;101;1;1672694091740;0.766526
APPROXIMATION;-1;101;2;1672694091741;0.647145
APPROXIMATION;-1;101;3;1672694091742;0.349603
HALTED;-1;101;4;1672694091742;0.217292
INITIALIZATION;-1;102;0;1672694091843;0.518735
APPROXIMATION;-1;102;1;1672694091844;0.610896
APPROXIMATION;-1;102;2;1672694091844;0.428354
APPROXIMATION;-1;102;3;1672694091845;0.607145
HALTED;-1;102;4;1672694091846;0.457434
INITIALIZATION;-1;103;0;1672694091947;0.630245
APPROXIMATION;-1;103;1;1672694091948;0.357264
APPROXIMATION;-1;103;2;1672694091949;0.385223
HALTED;-1;103;3;1672694091950;0.422494
INITIALIZATION;-1;104;0;1672694092051;0.584575
APPROXIMATION;-1;104;1;1672694092052;0.557735
APPROXIMATION;-1;104;2;1672694092053;0.341503
APPROXIMATION;-1;104;3;1672694092053;0.322393
APPROXIMATION;-1;104;4;1672694092054;0.358174
HALTED;-1;104;5;1672694092055;0.332653
INITIALIZATION;-1;105;0;1672694092156;0.543455
APPROXIMATION;-1;105;1;1672694092157;0.730957
APPROXIMATION;-1;105;2;1672694092158;0.462094
APPROXIMATION;-1;105;3;1672694092158;0.313792
HALTED;-1;105;4;1672694092159;0.453804
INITIALIZATION;-1;106;0;1672694092261;0.585396
APPROXIMATION;-1;106;1;1672694092262;0.394113
APPROXIMATION;-1;106;2;1672694092262;0.302972
APPROXIMATION;-1;106;3;1672694092263;0.366013
HALTED;-1;106;4;1672694092264;0.305012
INITIALIZATION;-1;107;0;1672694092365;0.492774
APPROXIMATION;-1;107;1;1672694092366;0.369053
APPROXIMATION;-1;107;2;1672694092367;0.359253
APPROXIMATION;-1;107;3;1672694092367;0.367184
APPROXIMATION;-1;107;4;1672694092368;0.416324
HALTED;-1;107;5;1672694092368;0.369854
INITIALIZATION;-1;108;0;1672694092470;0.545685
APPROXIMATION;-1;108;1;1672694092471;0.307672
APPROXIMATION;-1;108;2;1672694092472;0.377434
HALTED;-1;108;3;1672694092472;0.325093
INITIALIZATION;-1;109;0;1672694092574;0.994018
APPROXIMATION;-1;109;1;1672694092575;0.814737
APPROXIMATION;-1;109;2;1672694092576;0.507264
APPROXIMATION;-1;109;3;1672694092577;0.615825
HALTED;-1;109;4;1672694092577;0.364184
INITIALIZATION;-1;110;0;1672694092679;0.451974
APPROXIMATION;-1;110;1;1672694092680;0.478195
APPROXIMATION;-1;110;2;1672694092681;0.355153
HALTED;-1;110;3;1672694092681;0.436613
INITIALIZATION;-1;111;0;1672694092784;0.795157
APPROXIMATION;-1;111;1;1672694092784;0.290383
APPROXIMATION;-1;111;2;1672694092785;0.349703
APPROXIMATION;-1;111;3;1672694092786;0.303973
HALTED;-1;111;4;1672694092786;0.379473
INITIALIZATION;-1;112;0;1672694092888;0.427274
APPROXIMATION;-1;112;1;1672694092889;0.852827
APPROXIMATION;-1;112;2;1672694092890;0.321823
HALTED;-1;112;3;1672694092929;0.486874
INITIALIZATION;-1;113;0;1672694093031;0.481724
APPROXIMATION;-1;113;1;1672694093032;0.367953
APPROXIMATION;-1;113;2;1672694093033;0.431344
APPROXIMATION;-1;113;3;1672694093033;0.372033
HALTED;-1;113;4;1672694093034;0.296713
INITIALIZATION;-1;114;0;1672694093135;0.845088
APPROXIMATION;-1;114;1;1672694093136;0.326643
APPROXIMATION;-1;114;2;1672694093136;0.366323
HALTED;-1;114;3;1672694093137;0.351063
INITIALIZATION;-1;115;0;1672694093239;0.445404
APPROXIMATION;-1;115;1;1672694093239;0.931288
APPROXIMATION;-1;115;2;1672694093240;0.388913
APPROXIMATION;-1;115;3;1672694093241;0.251332
HALTED;-1;115;4;1672694093241;0.277773
INITIALIZATION;-1;116;0;1672694093343;0.714997
APPROXIMATION;-1;116;1;1672694093344;0.722666
APPROXIMATION;-1;116;2;1672694093345;0.381573
APPROXIMATION;-1;116;3;1672694093345;0.439434
HALTED;-1;116;4;1672694093346;0.455254
INITIALIZATION;-1;117;0;1672694093448;0.473364
APPROXIMATION;-1;117;1;1672694093448;0.556975
APPROXIMATION;-1;117;2;1672694093450;0.348163
APPROXIMATION;-1;117;3;1672694093450;0.313312
APPROXIMATION;-1;117;4;1672694093451;0.293193
HALTED;-1;117;5;1672694093451;0.291983
INITIALIZATION;-1;118;0;1672694093553;0.615325
APPROXIMATION;-1;118;1;1672694093554;0.406083
APPROXIMATION;-1;118;2;1672694093554;0.847038
HALTED;-1;118;3;1672694093555;0.325422
INITIALIZATION;-1;119;0;1672694093657;0.610136
APPROXIMATION;-1;119;1;1672694093658;0.375883
APPROXIMATION;-1;119;2;1672694093658;0.447244
APPROXIMATION;-1;119;3;1672694093659;0.325983
HALTED;-1;119;4;1672694093659;0.332613
INITIALIZATION;-1;120;0;1672694093761;0.487664
APPROXIMATION;-1;120;1;1672694093762;0.371604
APPROXIMATION;-1;120;2;1672694093762;0.355593
APPROXIMATION;-1;120;3;1672694093763;0.536075
HALTED;-1;120;4;1672694093763;0.380473
INITIALIZATION;-1;121;0;1672694093865;0.524854
APPROXIMATION;-1;121;1;1672694093866;0.799957
APPROXIMATION;-1;121;2;1672694093867;0.457184
HALTED;-1;121;3;1672694093867;0.820017
INITIALIZATION;-1;122;0;1672694093969;0.407394
APPROXIMATION;-1;122;1;1672694093970;0.359114
APPROXIMATION;-1;122;2;1672694093971;0.398494
HALTED;-1;122;3;1672694093971;0.333983
INITIALIZATION;-1;123;0;1672694094122;0.574405
APPROXIMATION;-1;123;1;1672694094122;0.967368
APPROXIMATION;-1;123;2;1672694094123;0.411684
APPROXIMATION;-1;123;3;1672694094124;0.310152
HALTED;-1;123;4;1672694094125;0.366903
INITIALIZATION;-1;124;0;1672694094227;0.930458
APPROXIMATION;-1;124;1;1672694094228;0.500624
APPROXIMATION;-1;124;2;1672694094229;0.327103
APPROXIMATION;-1;124;3;1672694094229;0.262223
HALTED;-1;124;4;1672694094269;0.321822
INITIALIZATION;-1;125;0;1672694094330;1.027339
APPROXIMATION;-1;125;1;1672694094332;0.447273
APPROXIMATION;-1;125;2;1672694094332;0.475184
APPROXIMATION;-1;125;3;1672694094333;0.467544
HALTED;-1;125;4;1672694094333;0.318822
INITIALIZATION;-1;126;0;1672694094435;0.517845
APPROXIMATION;-1;126;1;1672694094436;0.429863
APPROXIMATION;-1;126;2;1672694094436;0.473955
HALTED;-1;126;3;1672694094479;0.378814
INITIALIZATION;-1;127;0;1672694094539;0.558195
APPROXIMATION;-1;127;1;1672694094539;0.766617
APPROXIMATION;-1;127;2;1672694094540;0.371604
APPROXIMATION;-1;127;3;1672694094541;0.368223
HALTED;-1;127;4;1672694094541;0.306303
INITIALIZATION;-1;128;0;1672694094643;0.509014
APPROXIMATION;-1;128;1;1672694094644;0.478154
APPROXIMATION;-1;128;2;1672694094645;0.362843
HALTED;-1;128;3;1672694094645;0.311363
INITIALIZATION;-1;129;0;1672694094791;0.587395
APPROXIMATION;-1;129;1;1672694094792;0.486014
APPROXIMATION;-1;129;2;1672694094793;0.302323
APPROXIMATION;-1;129;3;1672694094793;0.456084
APPROXIMATION;-1;129;4;1672694094794;0.314802
HALTED;-1;129;5;1672694094794;0.285903
INITIALIZATION;-1;130;0;1672694094896;0.499995
APPROXIMATION;-1;130;1;1672694094897;0.438754
APPROXIMATION;-1;130;2;1672694094897;0.406664
HALTED;-1;130;3;1672694094898;0.362103
INITIALIZATION;-1;131;0;1672694094999;0.745406
APPROXIMATION;-1;131;1;1672694095000;0.847717
APPROXIMATION;-1;131;2;1672694095001;0.363504
APPROXIMATION;-1;131;3;1672694095002;0.390374
HALTED;-1;131;4;1672694095002;0.277432
INITIALIZATION;-1;132;0;1672694095104;0.692066
APPROXIMATION;-1;132;1;1672694095105;0.458224
APPROXIMATION;-1;132;2;1672694095106;0.813007
APPROXIMATION;-1;132;3;1672694095106;0.363383
APPROXIMATION;-1;132;4;1672694095107;0.374743
HALTED;-1;132;5;1672694095107;0.376394
INITIALIZATION;-1;133;0;1672694095210;3.575651
APPROXIMATION;-1;133;1;1672694095213;2.588743
APPROXIMATION;-1;133;2;1672694095216;0.786877
APPROXIMATION;-1;133;3;1672694095217;0.352263
HALTED;-1;133;4;1672694095217;0.239592
INITIALIZATION;-1;134;0;1672694095316;0.442444
APPROXIMATION;-1;134;1;1672694095317;0.438854
APPROXIMATION;-1;134;2;1672694095318;0.410073
HALTED;-1;134;3;1672694095319;0.336633
