type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429868;0.755557
APPROXIMATION;-1;100;1;1672694429869;0.632655
APPROXIMATION;-1;100;2;1672694429871;0.521385
HALTED;-1;100;3;1672694429873;0.500024
INITIALIZATION;-1;101;0;1672694430012;0.674056
APPROXIMATION;-1;101;1;1672694430013;0.679186
APPROXIMATION;-1;101;2;1672694430014;0.540515
HALTED;-1;101;3;1672694430059;0.486095
INITIALIZATION;-1;102;0;1672694430162;0.660716
APPROXIMATION;-1;102;1;1672694430163;0.588795
APPROXIMATION;-1;102;2;1672694430164;0.521904
HALTED;-1;102;3;1672694430165;0.519705
INITIALIZATION;-1;103;0;1672694430267;0.609656
APPROXIMATION;-1;103;1;1672694430268;0.616716
APPROXIMATION;-1;103;2;1672694430269;0.733056
HALTED;-1;103;3;1672694430309;0.533884
INITIALIZATION;-1;104;0;1672694430372;0.647846
APPROXIMATION;-1;104;1;1672694430373;0.540995
APPROXIMATION;-1;104;2;1672694430374;0.477524
HALTED;-1;104;3;1672694430375;0.449984
INITIALIZATION;-1;105;0;1672694430476;0.511845
APPROXIMATION;-1;105;1;1672694430478;0.716836
APPROXIMATION;-1;105;2;1672694430479;0.542135
HALTED;-1;105;3;1672694430480;0.447614
INITIALIZATION;-1;106;0;1672694430621;0.670826
APPROXIMATION;-1;106;1;1672694430623;0.575525
APPROXIMATION;-1;106;2;1672694430624;0.636005
HALTED;-1;106;3;1672694430625;0.446074
INITIALIZATION;-1;107;0;1672694430726;0.576345
APPROXIMATION;-1;107;1;1672694430727;0.594565
APPROXIMATION;-1;107;2;1672694430728;0.856137
HALTED;-1;107;3;1672694430729;0.858018
INITIALIZATION;-1;108;0;1672694430831;0.716947
APPROXIMATION;-1;108;1;1672694430832;0.489554
APPROXIMATION;-1;108;2;1672694430833;0.719847
HALTED;-1;108;3;1672694430834;0.520045
INITIALIZATION;-1;109;0;1672694430935;0.555665
APPROXIMATION;-1;109;1;1672694430936;0.690187
APPROXIMATION;-1;109;2;1672694430937;0.544774
HALTED;-1;109;3;1672694430938;0.565895
INITIALIZATION;-1;110;0;1672694431039;0.657426
APPROXIMATION;-1;110;1;1672694431041;0.646395
APPROXIMATION;-1;110;2;1672694431041;0.639336
HALTED;-1;110;3;1672694431042;0.427214
INITIALIZATION;-1;111;0;1672694431192;0.663276
APPROXIMATION;-1;111;1;1672694431193;0.920328
APPROXIMATION;-1;111;2;1672694431194;0.445374
HALTED;-1;111;3;1672694431239;0.429124
INITIALIZATION;-1;112;0;1672694431297;0.445384
APPROXIMATION;-1;112;1;1672694431298;0.539795
APPROXIMATION;-1;112;2;1672694431299;0.585195
HALTED;-1;112;3;1672694431299;0.427154
INITIALIZATION;-1;113;0;1672694431441;0.656576
APPROXIMATION;-1;113;1;1672694431442;0.777057
APPROXIMATION;-1;113;2;1672694431443;0.456324
HALTED;-1;113;3;1672694431444;0.432484
INITIALIZATION;-1;114;0;1672694431546;0.662886
APPROXIMATION;-1;114;1;1672694431547;0.653276
