type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429867;0.743266
APPROXIMATION;-1;100;1;1672694429869;0.732836
APPROXIMATION;-1;100;2;1672694429870;0.750787
HALTED;-1;100;3;1672694429909;0.640375
INITIALIZATION;-1;101;0;1672694430012;0.660026
APPROXIMATION;-1;101;1;1672694430013;0.490315
APPROXIMATION;-1;101;2;1672694430013;0.534355
HALTED;-1;101;3;1672694430014;0.457704
INITIALIZATION;-1;102;0;1672694430161;0.643246
APPROXIMATION;-1;102;1;1672694430163;0.637436
APPROXIMATION;-1;102;2;1672694430164;0.595366
HALTED;-1;102;3;1672694430164;0.593765
INITIALIZATION;-1;103;0;1672694430267;0.803567
APPROXIMATION;-1;103;1;1672694430268;0.542825
APPROXIMATION;-1;103;2;1672694430269;0.547245
HALTED;-1;103;3;1672694430270;0.559215
INITIALIZATION;-1;104;0;1672694430372;0.747936
APPROXIMATION;-1;104;1;1672694430373;0.610086
APPROXIMATION;-1;104;2;1672694430373;0.538255
HALTED;-1;104;3;1672694430374;0.550495
INITIALIZATION;-1;105;0;1672694430476;0.673586
APPROXIMATION;-1;105;1;1672694430477;0.585285
APPROXIMATION;-1;105;2;1672694430479;0.563455
HALTED;-1;105;3;1672694430519;0.637836
INITIALIZATION;-1;106;0;1672694430622;0.810607
APPROXIMATION;-1;106;1;1672694430623;0.665466
APPROXIMATION;-1;106;2;1672694430623;0.537515
HALTED;-1;106;3;1672694430669;0.546305
INITIALIZATION;-1;107;0;1672694430726;0.621856
APPROXIMATION;-1;107;1;1672694430727;0.599496
APPROXIMATION;-1;107;2;1672694430728;0.603855
HALTED;-1;107;3;1672694430729;0.723857
INITIALIZATION;-1;108;0;1672694430831;0.559095
APPROXIMATION;-1;108;1;1672694430832;0.529204
APPROXIMATION;-1;108;2;1672694430833;0.552945
HALTED;-1;108;3;1672694430834;0.679696
INITIALIZATION;-1;109;0;1672694430935;0.535215
APPROXIMATION;-1;109;1;1672694430936;0.531605
APPROXIMATION;-1;109;2;1672694430937;0.502494
HALTED;-1;109;3;1672694430938;0.497064
INITIALIZATION;-1;110;0;1672694431040;0.693576
APPROXIMATION;-1;110;1;1672694431040;0.488224
APPROXIMATION;-1;110;2;1672694431041;0.427054
HALTED;-1;110;3;1672694431042;0.403983
INITIALIZATION;-1;111;0;1672694431192;0.722246
APPROXIMATION;-1;111;1;1672694431193;0.735396
APPROXIMATION;-1;111;2;1672694431194;0.654325
HALTED;-1;111;3;1672694431195;0.503875
INITIALIZATION;-1;112;0;1672694431297;0.586255
APPROXIMATION;-1;112;1;1672694431297;0.613425
APPROXIMATION;-1;112;2;1672694431298;0.560255
HALTED;-1;112;3;1672694431339;0.560175
INITIALIZATION;-1;113;0;1672694431441;0.584196
APPROXIMATION;-1;113;1;1672694431442;0.614215
APPROXIMATION;-1;113;2;1672694431443;0.584705
HALTED;-1;113;3;1672694431444;0.494864
INITIALIZATION;-1;114;0;1672694431546;0.701016
APPROXIMATION;-1;114;1;1672694431547;0.530325
APPROXIMATION;-1;114;2;1672694431548;0.578205
HALTED;-1;114;3;1672694431548;0.565235
INITIALIZATION;-1;115;0;1672694431651;0.842288
APPROXIMATION;-1;115;1;1672694431653;0.630386
APPROXIMATION;-1;115;2;1672694431654;0.708547
HALTED;-1;115;3;1672694431700;0.654676
INITIALIZATION;-1;116;0;1672694431802;0.796307
APPROXIMATION;-1;116;1;1672694431803;0.607995
APPROXIMATION;-1;116;2;1672694431804;0.674946
HALTED;-1;116;3;1672694431805;0.554555
INITIALIZATION;-1;117;0;1672694431907;0.695906
APPROXIMATION;-1;117;1;1672694431908;0.565085
APPROXIMATION;-1;117;2;1672694431910;0.548055
HALTED;-1;117;3;1672694431949;0.569355
INITIALIZATION;-1;118;0;1672694432051;0.507415
APPROXIMATION;-1;118;1;1672694432052;0.678516
APPROXIMATION;-1;118;2;1672694432053;0.577725
HALTED;-1;118;3;1672694432054;0.486415
INITIALIZATION;-1;119;0;1672694432156;0.670246
APPROXIMATION;-1;119;1;1672694432157;0.575405
APPROXIMATION;-1;119;2;1672694432158;0.800277
HALTED;-1;119;3;1672694432159;0.599466
INITIALIZATION;-1;120;0;1672694432261;0.650425
APPROXIMATION;-1;120;1;1672694432262;0.484095
APPROXIMATION;-1;120;2;1672694432263;0.504104
HALTED;-1;120;3;1672694432264;0.502164
INITIALIZATION;-1;121;0;1672694432366;0.618795
APPROXIMATION;-1;121;1;1672694432367;0.550655
APPROXIMATION;-1;121;2;1672694432368;0.739576
HALTED;-1;121;3;1672694432369;0.582815
INITIALIZATION;-1;122;0;1672694432471;0.608735
APPROXIMATION;-1;122;1;1672694432473;0.559495
APPROXIMATION;-1;122;2;1672694432474;0.527655
HALTED;-1;122;3;1672694432474;0.533775
INITIALIZATION;-1;123;0;1672694432576;0.555985
APPROXIMATION;-1;123;1;1672694432578;0.557785
APPROXIMATION;-1;123;2;1672694432578;0.571765
HALTED;-1;123;3;1672694432579;0.610135
INITIALIZATION;-1;124;0;1672694432681;0.682466
APPROXIMATION;-1;124;1;1672694432682;0.487914
APPROXIMATION;-1;124;2;1672694432683;0.386853
HALTED;-1;124;3;1672694432684;0.413304
INITIALIZATION;-1;125;0;1672694432833;1.675065
APPROXIMATION;-1;125;1;1672694432835;0.557084
APPROXIMATION;-1;125;2;1672694432836;0.487544
HALTED;-1;125;3;1672694432836;0.502635
INITIALIZATION;-1;126;0;1672694432938;0.699816
APPROXIMATION;-1;126;1;1672694432939;0.530265
APPROXIMATION;-1;126;2;1672694432940;0.398194
HALTED;-1;126;3;1672694432941;0.361103
INITIALIZATION;-1;127;0;1672694433042;0.613285
APPROXIMATION;-1;127;1;1672694433043;0.474565
