type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429868;0.721906
APPROXIMATION;-1;100;1;1672694429869;1.22557
APPROXIMATION;-1;100;2;1672694429871;1.368722
HALTED;-1;100;3;1672694429920;0.510814
INITIALIZATION;-1;101;0;1672694430012;0.617255
APPROXIMATION;-1;101;1;1672694430013;0.625755
APPROXIMATION;-1;101;2;1672694430014;0.584485
HALTED;-1;101;3;1672694430014;0.510325
INITIALIZATION;-1;102;0;1672694430162;0.655836
APPROXIMATION;-1;102;1;1672694430163;0.591605
APPROXIMATION;-1;102;2;1672694430164;1.14597
HALTED;-1;102;3;1672694430165;0.506114
INITIALIZATION;-1;103;0;1672694430267;1.046589
APPROXIMATION;-1;103;1;1672694430268;0.613426
APPROXIMATION;-1;103;2;1672694430269;0.659485
HALTED;-1;103;3;1672694430309;0.550155
INITIALIZATION;-1;104;0;1672694430372;0.687726
APPROXIMATION;-1;104;1;1672694430373;0.608585
APPROXIMATION;-1;104;2;1672694430374;0.582256
HALTED;-1;104;3;1672694430420;0.545245
INITIALIZATION;-1;105;0;1672694430477;0.564875
APPROXIMATION;-1;105;1;1672694430478;0.901867
APPROXIMATION;-1;105;2;1672694430479;0.790097
HALTED;-1;105;3;1672694430480;0.453274
INITIALIZATION;-1;106;0;1672694430622;0.680186
APPROXIMATION;-1;106;1;1672694430623;0.553015
APPROXIMATION;-1;106;2;1672694430624;0.511544
HALTED;-1;106;3;1672694430625;0.392123
INITIALIZATION;-1;107;0;1672694430726;0.584625
APPROXIMATION;-1;107;1;1672694430728;0.507495
APPROXIMATION;-1;107;2;1672694430728;0.492775
HALTED;-1;107;3;1672694430729;0.431274
INITIALIZATION;-1;108;0;1672694430831;0.624815
APPROXIMATION;-1;108;1;1672694430832;0.506625
APPROXIMATION;-1;108;2;1672694430833;0.571765
HALTED;-1;108;3;1672694430834;0.559225
INITIALIZATION;-1;109;0;1672694430935;0.721386
APPROXIMATION;-1;109;1;1672694430936;0.585245
APPROXIMATION;-1;109;2;1672694430937;0.588645
HALTED;-1;109;3;1672694430938;0.547864
INITIALIZATION;-1;110;0;1672694431040;0.628106
APPROXIMATION;-1;110;1;1672694431041;0.707206
APPROXIMATION;-1;110;2;1672694431042;0.423304
HALTED;-1;110;3;1672694431089;0.502764
INITIALIZATION;-1;111;0;1672694431192;0.844627
APPROXIMATION;-1;111;1;1672694431193;0.646916
APPROXIMATION;-1;111;2;1672694431194;0.491244
HALTED;-1;111;3;1672694431239;0.495794
INITIALIZATION;-1;112;0;1672694431297;0.734597
APPROXIMATION;-1;112;1;1672694431298;0.558825
APPROXIMATION;-1;112;2;1672694431299;0.571735
HALTED;-1;112;3;1672694431339;0.533595
INITIALIZATION;-1;113;0;1672694431442;0.717466
APPROXIMATION;-1;113;1;1672694431443;0.552964
APPROXIMATION;-1;113;2;1672694431443;0.530195
HALTED;-1;113;3;1672694431489;0.582815
INITIALIZATION;-1;114;0;1672694431546;0.622385
APPROXIMATION;-1;114;1;1672694431547;0.692867
APPROXIMATION;-1;114;2;1672694431548;0.902368
HALTED;-1;114;3;1672694431549;0.675206
INITIALIZATION;-1;115;0;1672694431651;1.270771
APPROXIMATION;-1;115;1;1672694431653;0.607415
APPROXIMATION;-1;115;2;1672694431654;0.537204
HALTED;-1;115;3;1672694431655;0.522325
INITIALIZATION;-1;116;0;1672694431802;0.770237
APPROXIMATION;-1;116;1;1672694431803;0.639986
APPROXIMATION;-1;116;2;1672694431805;0.533854
HALTED;-1;116;3;1672694431806;0.584006
INITIALIZATION;-1;117;0;1672694431908;0.687126
APPROXIMATION;-1;117;1;1672694431909;1.277401
APPROXIMATION;-1;117;2;1672694431910;0.521005
HALTED;-1;117;3;1672694431949;0.547405
INITIALIZATION;-1;118;0;1672694432052;0.576135
APPROXIMATION;-1;118;1;1672694432053;0.873368
APPROXIMATION;-1;118;2;1672694432054;0.511024
HALTED;-1;118;3;1672694432055;0.479754
