type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694429868;0.903148
APPROXIMATION;-1;100;1;1672694429869;2.323
APPROXIMATION;-1;100;2;1672694429872;0.945208
HALTED;-1;100;3;1672694429873;0.414513
INITIALIZATION;-1;101;0;1672694430012;0.496985
APPROXIMATION;-1;101;1;1672694430013;0.326453
APPROXIMATION;-1;101;2;1672694430014;0.348703
HALTED;-1;101;3;1672694430014;0.349883
INITIALIZATION;-1;102;0;1672694430162;1.060289
APPROXIMATION;-1;102;1;1672694430163;0.376533
APPROXIMATION;-1;102;2;1672694430164;0.344723
HALTED;-1;102;3;1672694430165;0.455184
INITIALIZATION;-1;103;0;1672694430267;1.060419
APPROXIMATION;-1;103;1;1672694430268;0.615446
APPROXIMATION;-1;103;2;1672694430269;0.647066
HALTED;-1;103;3;1672694430270;0.472434
INITIALIZATION;-1;104;0;1672694430372;0.616916
APPROXIMATION;-1;104;1;1672694430373;1.030699
APPROXIMATION;-1;104;2;1672694430374;0.551625
HALTED;-1;104;3;1672694430375;0.475404
INITIALIZATION;-1;105;0;1672694430477;0.616635
APPROXIMATION;-1;105;1;1672694430478;1.068619
APPROXIMATION;-1;105;2;1672694430479;0.853508
HALTED;-1;105;3;1672694430480;0.469984
INITIALIZATION;-1;106;0;1672694430622;0.969169
APPROXIMATION;-1;106;1;1672694430623;0.962849
APPROXIMATION;-1;106;2;1672694430624;0.698516
HALTED;-1;106;3;1672694430669;0.812037
INITIALIZATION;-1;107;0;1672694430727;0.822507
APPROXIMATION;-1;107;1;1672694430727;0.659606
APPROXIMATION;-1;107;2;1672694430728;0.833397
HALTED;-1;107;3;1672694430729;0.834877
INITIALIZATION;-1;108;0;1672694430831;0.799637
APPROXIMATION;-1;108;1;1672694430832;0.637525
APPROXIMATION;-1;108;2;1672694430833;0.546095
HALTED;-1;108;3;1672694430834;0.528025
INITIALIZATION;-1;109;0;1672694430935;0.671166
APPROXIMATION;-1;109;1;1672694430936;0.839458
APPROXIMATION;-1;109;2;1672694430937;0.552915
HALTED;-1;109;3;1672694430938;0.518885
INITIALIZATION;-1;110;0;1672694431040;0.772147
APPROXIMATION;-1;110;1;1672694431041;0.773586
APPROXIMATION;-1;110;2;1672694431042;0.517075
HALTED;-1;110;3;1672694431042;0.552615
INITIALIZATION;-1;111;0;1672694431192;0.968809
APPROXIMATION;-1;111;1;1672694431193;0.764407
APPROXIMATION;-1;111;2;1672694431194;0.668086
HALTED;-1;111;3;1672694431195;0.545315
INITIALIZATION;-1;112;0;1672694431297;0.768887
APPROXIMATION;-1;112;1;1672694431298;0.638336
APPROXIMATION;-1;112;2;1672694431299;0.476004
HALTED;-1;112;3;1672694431299;0.460814
INITIALIZATION;-1;113;0;1672694431442;0.798997
APPROXIMATION;-1;113;1;1672694431443;0.771117
APPROXIMATION;-1;113;2;1672694431443;0.639115
HALTED;-1;113;3;1672694431490;0.566475
INITIALIZATION;-1;114;0;1672694431546;0.770966
