Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;100.0655;10;10;0;27;30;0.0;0.0
1;23.870375;10;10;0;27;30;0.0;0.0
2;23.790875;10;10;0;27;30;0.0;0.0
3;18.972375;10;10;0;27;30;0.0;0.0
4;22.318333;10;10;0;27;30;0.0;0.0
5;14.803;10;10;0;27;30;0.0;0.0
6;20.000791;10;10;0;27;30;0.0;0.0
7;14.833625;10;10;0;27;30;0.0;0.0
8;26.873167;10;10;0;27;30;0.0;0.0
9;14.235083;10;10;0;27;30;0.0;0.0
10;11.906375;10;10;0;27;30;0.0;0.0
11;12.941;10;10;0;27;30;0.0;0.0
12;22.145333;10;10;0;27;30;0.0;0.0
13;11.676042;10;10;0;27;30;0.0;0.0
14;10.628209;10;10;0;27;30;0.0;0.0
15;9.602125;10;10;0;27;30;0.0;0.0
16;12.505459;10;10;0;27;30;0.0;0.0
17;11.91675;10;10;0;27;30;0.0;0.0
18;8.81425;10;10;0;27;30;0.0;0.0
19;8.303875;10;10;0;27;30;0.0;0.0
20;8.639791;10;10;0;27;30;0.0;0.0
21;15.556458;10;10;0;27;30;0.0;0.0
22;10.876041;10;10;0;27;30;0.0;0.0
23;10.611333;10;10;0;27;30;0.0;0.0
24;10.428708;10;10;0;27;30;0.0;0.0
25;28.137334;10;10;0;27;30;0.0;0.0
26;14.323959;10;10;0;27;30;0.0;0.0
27;7.563;10;10;0;27;30;0.0;0.0
28;10.652875;10;10;0;27;30;0.0;0.0
29;8.300584;10;10;0;27;30;0.0;0.0
30;9.626709;10;10;0;27;30;0.0;0.0
31;10.8315;10;10;0;27;30;0.0;0.0
32;9.086792;10;10;0;27;30;0.0;0.0
33;8.681042;10;10;0;27;30;0.0;0.0
34;8.596167;10;10;0;27;30;0.0;0.0
35;14.522291;10;10;0;27;30;0.0;0.0
36;14.120917;10;10;0;27;30;0.0;0.0
37;10.064084;10;10;0;27;30;0.0;0.0
38;14.734042;10;10;0;27;30;0.0;0.0
39;8.469792;10;10;0;27;30;0.0;0.0
40;7.732875;10;10;0;27;30;0.0;0.0
41;7.421958;10;10;0;27;30;0.0;0.0
42;12.568875;10;10;0;27;30;0.0;0.0
43;11.915084;10;10;0;27;30;0.0;0.0
44;9.612084;10;10;0;27;30;0.0;0.0
45;11.506166;10;10;0;27;30;0.0;0.0
46;8.756958;10;10;0;27;30;0.0;0.0
47;8.670708;10;10;0;27;30;0.0;0.0
48;10.840167;10;10;0;27;30;0.0;0.0
49;7.627708;10;10;0;27;30;0.0;0.0
50;7.644542;10;10;0;27;30;0.0;0.0
51;10.618166;10;10;0;27;30;0.0;0.0
52;8.123625;10;10;0;27;30;0.0;0.0
53;11.607125;10;10;0;27;30;0.0;0.0
54;7.814;10;10;0;27;30;0.0;0.0
55;7.533209;10;10;0;27;30;0.0;0.0
56;12.881958;10;10;0;27;30;0.0;0.0
57;7.615167;10;10;0;27;30;0.0;0.0
58;7.062708;10;10;0;27;30;0.0;0.0
59;8.309125;10;10;0;27;30;0.0;0.0
60;7.149834;10;10;0;27;30;0.0;0.0
61;6.854375;10;10;0;27;30;0.0;0.0
62;7.56075;10;10;0;27;30;0.0;0.0
63;8.495542;10;10;0;27;30;0.0;0.0
64;7.771083;10;10;0;27;30;0.0;0.0
65;7.599875;10;10;0;27;30;0.0;0.0
66;7.903958;10;10;0;27;30;0.0;0.0
67;7.699583;10;10;0;27;30;0.0;0.0
68;7.667625;10;10;0;27;30;0.0;0.0
69;8.81025;10;10;0;27;30;0.0;0.0
70;6.751792;10;10;0;27;30;0.0;0.0
71;7.403459;10;10;0;27;30;0.0;0.0
72;11.630708;10;10;0;27;30;0.0;0.0
73;9.806;10;10;0;27;30;0.0;0.0
74;7.74925;10;10;0;27;30;0.0;0.0
75;6.994958;10;10;0;27;30;0.0;0.0
76;8.225917;10;10;0;27;30;0.0;0.0
77;6.903166;10;10;0;27;30;0.0;0.0
78;6.987292;10;10;0;27;30;0.0;0.0
79;7.143958;10;10;0;27;30;0.0;0.0
80;7.167708;10;10;0;27;30;0.0;0.0
81;6.36125;10;10;0;27;30;0.0;0.0
82;7.234875;10;10;0;27;30;0.0;0.0
83;6.576583;10;10;0;27;30;0.0;0.0
84;7.464291;10;10;0;27;30;0.0;0.0
