Id;StartingWallTime;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
23;2024-03-18T00:13:53.340224000;11.338625;10;10;0;27;30;0.0;0.0
24;2024-03-18T00:13:53.451977000;11.295375;10;10;0;27;30;0.0;0.0
25;2024-03-18T00:13:53.567592000;29.198708;10;10;0;27;30;0.0;0.0
26;2024-03-18T00:13:53.697103000;15.778625;10;10;0;27;30;0.0;0.0
27;2024-03-18T00:13:53.818024000;8.561625;10;10;0;27;30;0.0;0.0
28;2024-03-18T00:13:53.931713000;11.372708;10;10;0;27;30;0.0;0.0
29;2024-03-18T00:13:54.048151000;9.061416;10;10;0;27;30;0.0;0.0
30;2024-03-18T00:13:54.162340000;10.361542;10;10;0;27;30;0.0;0.0
31;2024-03-18T00:13:54.273827000;12.205334;10;10;0;27;30;0.0;0.0
32;2024-03-18T00:13:54.391064000;9.8045;10;10;0;27;30;0.0;0.0
33;2024-03-18T00:13:54.505936000;9.621833;10;10;0;27;30;0.0;0.0
34;2024-03-18T00:13:54.620833000;9.530583;10;10;0;27;30;0.0;0.0
35;2024-03-18T00:13:54.733238000;16.9595;10;10;0;27;30;0.0;0.0
36;2024-03-18T00:13:54.855327000;15.008;10;10;0;27;30;0.0;0.0
37;2024-03-18T00:13:54.974378000;10.871959;10;10;0;27;30;0.0;0.0
38;2024-03-18T00:13:55.090338000;15.212959;10;10;0;27;30;0.0;0.0
39;2024-03-18T00:13:55.210658000;8.895;10;10;0;27;30;0.0;0.0
40;2024-03-18T00:13:55.324630000;8.516584;10;10;0;27;30;0.0;0.0
41;2024-03-18T00:13:55.438218000;8.027458;10;10;0;27;30;0.0;0.0
42;2024-03-18T00:13:55.551313000;13.226625;10;10;0;27;30;0.0;0.0
43;2024-03-18T00:13:55.666088000;12.659334;10;10;0;27;30;0.0;0.0
44;2024-03-18T00:13:55.783953000;10.322834;10;10;0;27;30;0.0;0.0
45;2024-03-18T00:13:55.899351000;12.533333;10;10;0;27;30;0.0;0.0
46;2024-03-18T00:13:56.015936000;9.533375;10;10;0;27;30;0.0;0.0
47;2024-03-18T00:13:56.130541000;9.583375;10;10;0;27;30;0.0;0.0
48;2024-03-18T00:13:56.240741000;11.793209;10;10;0;27;30;0.0;0.0
49;2024-03-18T00:13:56.354928000;8.501291;10;10;0;27;30;0.0;0.0
50;2024-03-18T00:13:56.466554000;8.558625;10;10;0;27;30;0.0;0.0
51;2024-03-18T00:13:56.580251000;11.507042;10;10;0;27;30;0.0;0.0
52;2024-03-18T00:13:56.693913000;8.779625;10;10;0;27;30;0.0;0.0
53;2024-03-18T00:13:56.807794000;12.325;10;10;0;27;30;0.0;0.0
54;2024-03-18T00:13:56.924386000;8.738416;10;10;0;27;30;0.0;0.0
55;2024-03-18T00:13:57.038199000;8.000792;10;10;0;27;30;0.0;0.0
56;2024-03-18T00:13:57.151277000;13.696958;10;10;0;27;30;0.0;0.0
57;2024-03-18T00:13:57.270119000;8.427334;10;10;0;27;30;0.0;0.0
58;2024-03-18T00:13:57.383417000;7.293333;10;10;0;27;30;0.0;0.0
59;2024-03-18T00:13:57.495798000;8.598667;10;10;0;27;30;0.0;0.0
60;2024-03-18T00:13:57.609524000;7.812709;10;10;0;27;30;0.0;0.0
61;2024-03-18T00:13:57.722458000;7.561958;10;10;0;27;30;0.0;0.0
62;2024-03-18T00:13:57.835093000;7.963;10;10;0;27;30;0.0;0.0
63;2024-03-18T00:13:57.948154000;9.907375;10;10;0;27;30;0.0;0.0
64;2024-03-18T00:13:58.063229000;8.491208;10;10;0;27;30;0.0;0.0
65;2024-03-18T00:13:58.176823000;8.150833;10;10;0;27;30;0.0;0.0
66;2024-03-18T00:13:58.290046000;8.665083;10;10;0;27;30;0.0;0.0
67;2024-03-18T00:13:58.403786000;8.566958;10;10;0;27;30;0.0;0.0
68;2024-03-18T00:13:58.517492000;8.22625;10;10;0;27;30;0.0;0.0
69;2024-03-18T00:13:58.627729000;9.632375;10;10;0;27;30;0.0;0.0
70;2024-03-18T00:13:58.742476000;7.582625;10;10;0;27;30;0.0;0.0
71;2024-03-18T00:13:58.855127000;8.040333;10;10;0;27;30;0.0;0.0
72;2024-03-18T00:13:58.968297000;12.430042;10;10;0;27;30;0.0;0.0
73;2024-03-18T00:13:59.083769000;10.608125;10;10;0;27;30;0.0;0.0
74;2024-03-18T00:13:59.199366000;8.410625;10;10;0;27;30;0.0;0.0
75;2024-03-18T00:13:59.312934000;7.627208;10;10;0;27;30;0.0;0.0
76;2024-03-18T00:13:59.425657000;8.787792;10;10;0;27;30;0.0;0.0
77;2024-03-18T00:13:59.535505000;7.776083;10;10;0;27;30;0.0;0.0
78;2024-03-18T00:13:59.648351000;7.780125;10;10;0;27;30;0.0;0.0
79;2024-03-18T00:13:59.757196000;8.079708;10;10;0;27;30;0.0;0.0
80;2024-03-18T00:13:59.869027000;7.545125;10;10;0;27;30;0.0;0.0
81;2024-03-18T00:13:59.981722000;7.415083;10;10;0;27;30;0.0;0.0
82;2024-03-18T00:14:00.094218000;8.011833;10;10;0;27;30;0.0;0.0
83;2024-03-18T00:14:00.202828000;7.275958;10;10;0;27;30;0.0;0.0
84;2024-03-18T00:14:00.315168000;8.266834;10;10;0;27;30;0.0;0.0
85;2024-03-18T00:14:00.428509000;8.708666;10;10;0;27;30;0.0;0.0
86;2024-03-18T00:14:00.539502000;7.533792;10;10;0;27;30;0.0;0.0
87;2024-03-18T00:14:00.652112000;13.858042;10;10;0;27;30;0.0;0.0
88;2024-03-18T00:14:00.771067000;15.631916;10;10;0;27;30;0.0;0.0
89;2024-03-18T00:14:00.891824000;14.718042;10;10;0;27;30;0.0;0.0
90;2024-03-18T00:14:01.011701000;24.756167;10;10;0;27;30;0.0;0.0
91;2024-03-18T00:14:01.141027000;18.200333;10;10;0;27;30;0.0;0.0
92;2024-03-18T00:14:01.264368000;6.876916;10;10;0;27;30;0.0;0.0
93;2024-03-18T00:14:01.376223000;8.268542;10;10;0;27;30;0.0;0.0
94;2024-03-18T00:14:01.489637000;8.868125;10;10;0;27;30;0.0;0.0
95;2024-03-18T00:14:01.602661000;10.038958;10;10;0;27;30;0.0;0.0
96;2024-03-18T00:14:01.717909000;6.590958;10;10;0;27;30;0.0;0.0
97;2024-03-18T00:14:01.826172000;6.750417;10;10;0;27;30;0.0;0.0
98;2024-03-18T00:14:01.938113000;6.727084;10;10;0;27;30;0.0;0.0
99;2024-03-18T00:14:02.046192000;6.447208;10;10;0;27;30;0.0;0.0
100;2024-03-18T00:14:02.154130000;16.707041;10;10;0;27;30;0.0;0.0
101;2024-03-18T00:14:02.274360000;6.300458;10;10;0;27;30;0.0;0.0
102;2024-03-18T00:14:02.385732000;6.810041;10;10;0;27;30;0.0;0.0
103;2024-03-18T00:14:02.497682000;7.66725;10;10;0;27;30;0.0;0.0
104;2024-03-18T00:14:02.610428000;6.77675;10;10;0;27;30;0.0;0.0
105;2024-03-18T00:14:02.722299000;6.749666;10;10;0;27;30;0.0;0.0
106;2024-03-18T00:14:02.834119000;13.741417;10;10;0;27;30;0.0;0.0
107;2024-03-18T00:14:02.953035000;16.628917;10;10;0;27;30;0.0;0.0
108;2024-03-18T00:14:03.074807000;7.538083;10;10;0;27;30;0.0;0.0
109;2024-03-18T00:14:03.184511000;12.271875;10;10;0;27;30;0.0;0.0
110;2024-03-18T00:14:03.302005000;9.702792;10;10;0;27;30;0.0;0.0
111;2024-03-18T00:14:03.415679000;7.181667;10;10;0;27;30;0.0;0.0
112;2024-03-18T00:14:03.527974000;7.221292;10;10;0;27;30;0.0;0.0
113;2024-03-18T00:14:03.639849000;6.65825;10;10;0;27;30;0.0;0.0
114;2024-03-18T00:14:03.751610000;6.750875;10;10;0;27;30;0.0;0.0
115;2024-03-18T00:14:03.863465000;7.328583;10;10;0;27;30;0.0;0.0
116;2024-03-18T00:14:03.975854000;6.620958;10;10;0;27;30;0.0;0.0
117;2024-03-18T00:14:04.087541000;6.823875;10;10;0;27;30;0.0;0.0
118;2024-03-18T00:14:04.199516000;6.880292;10;10;0;27;30;0.0;0.0
119;2024-03-18T00:14:04.311500000;6.55325;10;10;0;27;30;0.0;0.0
120;2024-03-18T00:14:04.418896000;6.797792;10;10;0;27;30;0.0;0.0
121;2024-03-18T00:14:04.530864000;9.181208;10;10;0;27;30;0.0;0.0
122;2024-03-18T00:14:04.642736000;6.673334;10;10;0;27;30;0.0;0.0
123;2024-03-18T00:14:04.751766000;7.253625;10;10;0;27;30;0.0;0.0
124;2024-03-18T00:14:04.859842000;8.413875;10;10;0;27;30;0.0;0.0
125;2024-03-18T00:14:04.973327000;7.282792;10;10;0;27;30;0.0;0.0
126;2024-03-18T00:14:05.081766000;9.528917;10;10;0;27;30;0.0;0.0
127;2024-03-18T00:14:05.194408000;6.730291;10;10;0;27;30;0.0;0.0
128;2024-03-18T00:14:05.306310000;6.562375;10;10;0;27;30;0.0;0.0
129;2024-03-18T00:14:05.417939000;6.677417;10;10;0;27;30;0.0;0.0
130;2024-03-18T00:14:05.529673000;6.832125;10;10;0;27;30;0.0;0.0
131;2024-03-18T00:14:05.638932000;6.588292;10;10;0;27;30;0.0;0.0
132;2024-03-18T00:14:05.749347000;6.700167;10;10;0;27;30;0.0;0.0
133;2024-03-18T00:14:05.861169000;6.867875;10;10;0;27;30;0.0;0.0
134;2024-03-18T00:14:05.973106000;6.7355;10;10;0;27;30;0.0;0.0
135;2024-03-18T00:14:06.083133000;6.500959;10;10;0;27;30;0.0;0.0
136;2024-03-18T00:14:06.194783000;6.96475;10;10;0;27;30;0.0;0.0
137;2024-03-18T00:14:06.303123000;7.399959;10;10;0;27;30;0.0;0.0
138;2024-03-18T00:14:06.415603000;6.639958;10;10;0;27;30;0.0;0.0
139;2024-03-18T00:14:06.527361000;6.966666;10;10;0;27;30;0.0;0.0
140;2024-03-18T00:14:06.639408000;6.87225;10;10;0;27;30;0.0;0.0
141;2024-03-18T00:14:06.751351000;6.800166;10;10;0;27;30;0.0;0.0
142;2024-03-18T00:14:06.863235000;7.040708;10;10;0;27;30;0.0;0.0
143;2024-03-18T00:14:06.975364000;6.486625;10;10;0;27;30;0.0;0.0
144;2024-03-18T00:14:07.086973000;6.814583;10;10;0;27;30;0.0;0.0
145;2024-03-18T00:14:07.198939000;6.938083;10;10;0;27;30;0.0;0.0
146;2024-03-18T00:14:07.310949000;6.752458;10;10;0;27;30;0.0;0.0
147;2024-03-18T00:14:07.422830000;6.695;10;10;0;27;30;0.0;0.0
148;2024-03-18T00:14:07.534598000;6.657583;10;10;0;27;30;0.0;0.0
149;2024-03-18T00:14:07.646188000;16.230375;10;10;0;27;30;0.0;0.0
150;2024-03-18T00:14:07.764719000;6.526792;10;10;0;27;30;0.0;0.0
151;2024-03-18T00:14:07.876387000;6.507666;10;10;0;27;30;0.0;0.0
152;2024-03-18T00:14:07.988013000;6.713666;10;10;0;27;30;0.0;0.0
153;2024-03-18T00:14:08.099805000;7.043041;10;10;0;27;30;0.0;0.0
154;2024-03-18T00:14:08.211923000;6.71525;10;10;0;27;30;0.0;0.0
155;2024-03-18T00:14:08.318933000;6.5085;10;10;0;27;30;0.0;0.0
156;2024-03-18T00:14:08.430510000;7.082291;10;10;0;27;30;0.0;0.0
157;2024-03-18T00:14:08.542771000;6.638;10;10;0;27;30;0.0;0.0
158;2024-03-18T00:14:08.654475000;6.549417;10;10;0;27;30;0.0;0.0
159;2024-03-18T00:14:08.766129000;7.139459;10;10;0;27;30;0.0;0.0
160;2024-03-18T00:14:08.878415000;5.986709;10;10;0;27;30;0.0;0.0
161;2024-03-18T00:14:08.989469000;6.850958;10;10;0;27;30;0.0;0.0
162;2024-03-18T00:14:09.101376000;6.682167;10;10;0;27;30;0.0;0.0
163;2024-03-18T00:14:09.213136000;6.72375;10;10;0;27;30;0.0;0.0
164;2024-03-18T00:14:09.325023000;8.682125;10;10;0;27;30;0.0;0.0
165;2024-03-18T00:14:09.434539000;6.756708;10;10;0;27;30;0.0;0.0
166;2024-03-18T00:14:09.546365000;6.545875;10;10;0;27;30;0.0;0.0
167;2024-03-18T00:14:09.658005000;6.543041;10;10;0;27;30;0.0;0.0
168;2024-03-18T00:14:09.767509000;6.9745;10;10;0;27;30;0.0;0.0
169;2024-03-18T00:14:09.879570000;6.546167;10;10;0;27;30;0.0;0.0
170;2024-03-18T00:14:09.991199000;8.164334;10;10;0;27;30;0.0;0.0
171;2024-03-18T00:14:10.102821000;7.16;10;10;0;27;30;0.0;0.0
172;2024-03-18T00:14:10.213334000;6.684333;10;10;0;27;30;0.0;0.0
173;2024-03-18T00:14:10.325089000;8.019542;10;10;0;27;30;0.0;0.0
174;2024-03-18T00:14:10.438179000;6.859;10;10;0;27;30;0.0;0.0
175;2024-03-18T00:14:10.550168000;6.835083;10;10;0;27;30;0.0;0.0
176;2024-03-18T00:14:10.662082000;6.85525;10;10;0;27;30;0.0;0.0
177;2024-03-18T00:14:10.774080000;6.558167;10;10;0;27;30;0.0;0.0
178;2024-03-18T00:14:10.885728000;9.040708;10;10;0;27;30;0.0;0.0
179;2024-03-18T00:14:10.996282000;17.007709;10;10;0;27;30;0.0;0.0
180;2024-03-18T00:14:11.118425000;6.333375;10;10;0;27;30;0.0;0.0
181;2024-03-18T00:14:11.229830000;6.733791;10;10;0;27;30;0.0;0.0
182;2024-03-18T00:14:11.341640000;6.46775;10;10;0;27;30;0.0;0.0
183;2024-03-18T00:14:11.453204000;13.549375;10;10;0;27;30;0.0;0.0
184;2024-03-18T00:14:11.571886000;7.046292;10;10;0;27;30;0.0;0.0
185;2024-03-18T00:14:11.682664000;6.072041;10;10;0;27;30;0.0;0.0
186;2024-03-18T00:14:11.793802000;6.640833;10;10;0;27;30;0.0;0.0
187;2024-03-18T00:14:11.905609000;13.56875;10;10;0;27;30;0.0;0.0
188;2024-03-18T00:14:12.024317000;6.269417;10;10;0;27;30;0.0;0.0
189;2024-03-18T00:14:12.135704000;6.770791;10;10;0;27;30;0.0;0.0
190;2024-03-18T00:14:12.247583000;6.622458;10;10;0;27;30;0.0;0.0
191;2024-03-18T00:14:12.359283000;6.591875;10;10;0;27;30;0.0;0.0
192;2024-03-18T00:14:12.470946000;11.275583;10;10;0;27;30;0.0;0.0
193;2024-03-18T00:14:12.584102000;6.124959;10;10;0;27;30;0.0;0.0
194;2024-03-18T00:14:12.695295000;6.601166;10;10;0;27;30;0.0;0.0
195;2024-03-18T00:14:12.806995000;6.684916;10;10;0;27;30;0.0;0.0
196;2024-03-18T00:14:12.915649000;6.7015;10;10;0;27;30;0.0;0.0
197;2024-03-18T00:14:13.023677000;6.323792;10;10;0;27;30;0.0;0.0
198;2024-03-18T00:14:13.135077000;6.318;10;10;0;27;30;0.0;0.0
199;2024-03-18T00:14:13.246480000;6.398583;10;10;0;27;30;0.0;0.0
200;2024-03-18T00:14:13.357557000;6.467083;10;10;0;27;30;0.0;0.0
201;2024-03-18T00:14:13.469101000;6.64625;10;10;0;27;30;0.0;0.0
202;2024-03-18T00:14:13.580881000;6.588625;10;10;0;27;30;0.0;0.0
203;2024-03-18T00:14:13.692554000;6.545333;10;10;0;27;30;0.0;0.0
204;2024-03-18T00:14:13.800976000;6.837584;10;10;0;27;30;0.0;0.0
205;2024-03-18T00:14:13.912880000;6.419667;10;10;0;27;30;0.0;0.0
206;2024-03-18T00:14:14.020756000;6.300375;10;10;0;27;30;0.0;0.0
207;2024-03-18T00:14:14.132134000;6.865209;10;10;0;27;30;0.0;0.0
208;2024-03-18T00:14:14.244083000;6.58275;10;10;0;27;30;0.0;0.0
209;2024-03-18T00:14:14.355747000;6.514125;10;10;0;27;30;0.0;0.0
210;2024-03-18T00:14:14.467346000;6.68525;10;10;0;27;30;0.0;0.0
211;2024-03-18T00:14:14.577539000;6.929166;10;10;0;27;30;0.0;0.0
212;2024-03-18T00:14:14.689536000;6.636083;10;10;0;27;30;0.0;0.0
213;2024-03-18T00:14:14.801232000;14.345625;10;10;0;27;30;0.0;0.0
214;2024-03-18T00:14:14.916780000;6.1215;10;10;0;27;30;0.0;0.0
215;2024-03-18T00:14:15.027966000;6.617292;10;10;0;27;30;0.0;0.0
216;2024-03-18T00:14:15.139664000;6.772167;10;10;0;27;30;0.0;0.0
217;2024-03-18T00:14:15.251557000;8.688375;10;10;0;27;30;0.0;0.0
218;2024-03-18T00:14:15.362014000;6.250959;10;10;0;27;30;0.0;0.0
219;2024-03-18T00:14:15.473356000;6.710666;10;10;0;27;30;0.0;0.0
220;2024-03-18T00:14:15.585190000;7.67825;10;10;0;27;30;0.0;0.0
221;2024-03-18T00:14:15.697938000;8.787709;10;10;0;27;30;0.0;0.0
222;2024-03-18T00:14:15.807497000;6.366958;10;10;0;27;30;0.0;0.0
223;2024-03-18T00:14:15.918928000;7.079;10;10;0;27;30;0.0;0.0
224;2024-03-18T00:14:16.031084000;6.632667;10;10;0;27;30;0.0;0.0
225;2024-03-18T00:14:16.142796000;6.351458;10;10;0;27;30;0.0;0.0
226;2024-03-18T00:14:16.254222000;6.488541;10;10;0;27;30;0.0;0.0
227;2024-03-18T00:14:16.361554000;6.474542;10;10;0;27;30;0.0;0.0
228;2024-03-18T00:14:16.469387000;6.867625;10;10;0;27;30;0.0;0.0
229;2024-03-18T00:14:16.581325000;7.500708;10;10;0;27;30;0.0;0.0
230;2024-03-18T00:14:16.693893000;7.207208;10;10;0;27;30;0.0;0.0
231;2024-03-18T00:14:16.806184000;6.353167;10;10;0;27;30;0.0;0.0
232;2024-03-18T00:14:16.917681000;6.22075;10;10;0;27;30;0.0;0.0
233;2024-03-18T00:14:17.028982000;6.617875;10;10;0;27;30;0.0;0.0
234;2024-03-18T00:14:17.140732000;6.238167;10;10;0;27;30;0.0;0.0
235;2024-03-18T00:14:17.252052000;6.371625;10;10;0;27;30;0.0;0.0
236;2024-03-18T00:14:17.363507000;7.489333;10;10;0;27;30;0.0;0.0
237;2024-03-18T00:14:17.475181000;7.949542;10;10;0;27;30;0.0;0.0
238;2024-03-18T00:14:17.588198000;6.54875;10;10;0;27;30;0.0;0.0
239;2024-03-18T00:14:17.699803000;6.484209;10;10;0;27;30;0.0;0.0
240;2024-03-18T00:14:17.811354000;6.393458;10;10;0;27;30;0.0;0.0
241;2024-03-18T00:14:17.922831000;6.260208;10;10;0;27;30;0.0;0.0
242;2024-03-18T00:14:18.034272000;6.586458;10;10;0;27;30;0.0;0.0
243;2024-03-18T00:14:18.146121000;6.677917;10;10;0;27;30;0.0;0.0
244;2024-03-18T00:14:18.257878000;11.32475;10;10;0;27;30;0.0;0.0
245;2024-03-18T00:14:18.374341000;6.218917;10;10;0;27;30;0.0;0.0
246;2024-03-18T00:14:18.483729000;6.395417;10;10;0;27;30;0.0;0.0
247;2024-03-18T00:14:18.595191000;6.619417;10;10;0;27;30;0.0;0.0
248;2024-03-18T00:14:18.706893000;6.535958;10;10;0;27;30;0.0;0.0
249;2024-03-18T00:14:18.818493000;6.790333;10;10;0;27;30;0.0;0.0
250;2024-03-18T00:14:18.930388000;6.661292;10;10;0;27;30;0.0;0.0
251;2024-03-18T00:14:19.038891000;6.539375;10;10;0;27;30;0.0;0.0
252;2024-03-18T00:14:19.145750000;6.480041;10;10;0;27;30;0.0;0.0
253;2024-03-18T00:14:19.257326000;6.411666;10;10;0;27;30;0.0;0.0
254;2024-03-18T00:14:19.368806000;6.50425;10;10;0;27;30;0.0;0.0
255;2024-03-18T00:14:19.477530000;9.338375;10;10;0;27;30;0.0;0.0
256;2024-03-18T00:14:19.592108000;6.881875;10;10;0;27;30;0.0;0.0
257;2024-03-18T00:14:19.704056000;6.285042;10;10;0;27;30;0.0;0.0
258;2024-03-18T00:14:19.815398000;6.457542;10;10;0;27;30;0.0;0.0
259;2024-03-18T00:14:19.926924000;6.282417;10;10;0;27;30;0.0;0.0
260;2024-03-18T00:14:20.038274000;6.659667;10;10;0;27;30;0.0;0.0
261;2024-03-18T00:14:20.150108000;6.3675;10;10;0;27;30;0.0;0.0
262;2024-03-18T00:14:20.261596000;6.655041;10;10;0;27;30;0.0;0.0
263;2024-03-18T00:14:20.373314000;6.226375;10;10;0;27;30;0.0;0.0
264;2024-03-18T00:14:20.484603000;6.538375;10;10;0;27;30;0.0;0.0
265;2024-03-18T00:14:20.596215000;6.651875;10;10;0;27;30;0.0;0.0
266;2024-03-18T00:14:20.707941000;6.314666;10;10;0;27;30;0.0;0.0
267;2024-03-18T00:14:20.819472000;6.448208;10;10;0;27;30;0.0;0.0
268;2024-03-18T00:14:20.931038000;7.954792;10;10;0;27;30;0.0;0.0
269;2024-03-18T00:14:21.044054000;6.312542;10;10;0;27;30;0.0;0.0
270;2024-03-18T00:14:21.155433000;6.570083;10;10;0;27;30;0.0;0.0
271;2024-03-18T00:14:21.267076000;6.317708;10;10;0;27;30;0.0;0.0
272;2024-03-18T00:14:21.378531000;6.537833;10;10;0;27;30;0.0;0.0
273;2024-03-18T00:14:21.490193000;6.397708;10;10;0;27;30;0.0;0.0
274;2024-03-18T00:14:21.601673000;6.538875;10;10;0;27;30;0.0;0.0
275;2024-03-18T00:14:21.713282000;6.469458;10;10;0;27;30;0.0;0.0
276;2024-03-18T00:14:21.824854000;6.46225;10;10;0;27;30;0.0;0.0
277;2024-03-18T00:14:21.936076000;6.378125;10;10;0;27;30;0.0;0.0
278;2024-03-18T00:14:22.047526000;6.472417;10;10;0;27;30;0.0;0.0
279;2024-03-18T00:14:22.159094000;6.824917;10;10;0;27;30;0.0;0.0
280;2024-03-18T00:14:22.270985000;5.953;10;10;0;27;30;0.0;0.0
281;2024-03-18T00:14:22.382009000;6.535833;10;10;0;27;30;0.0;0.0
282;2024-03-18T00:14:22.490603000;6.513083;10;10;0;27;30;0.0;0.0
283;2024-03-18T00:14:22.602324000;6.949834;10;10;0;27;30;0.0;0.0
284;2024-03-18T00:14:22.714430000;6.568583;10;10;0;27;30;0.0;0.0
285;2024-03-18T00:14:22.826074000;6.27075;10;10;0;27;30;0.0;0.0
286;2024-03-18T00:14:22.937562000;6.089417;10;10;0;27;30;0.0;0.0
287;2024-03-18T00:14:23.048724000;6.261416;10;10;0;27;30;0.0;0.0
288;2024-03-18T00:14:23.160059000;6.186;10;10;0;27;30;0.0;0.0
289;2024-03-18T00:14:23.268175000;6.363042;10;10;0;27;30;0.0;0.0
290;2024-03-18T00:14:23.379680000;5.945083;10;10;0;27;30;0.0;0.0
291;2024-03-18T00:14:23.490699000;6.240291;10;10;0;27;30;0.0;0.0
292;2024-03-18T00:14:23.602064000;6.267583;10;10;0;27;30;0.0;0.0
293;2024-03-18T00:14:23.713417000;6.043584;10;10;0;27;30;0.0;0.0
294;2024-03-18T00:14:23.824552000;6.546583;10;10;0;27;30;0.0;0.0
295;2024-03-18T00:14:23.936188000;6.297542;10;10;0;27;30;0.0;0.0
296;2024-03-18T00:14:24.047561000;6.410625;10;10;0;27;30;0.0;0.0
297;2024-03-18T00:14:24.159067000;6.256542;10;10;0;27;30;0.0;0.0
298;2024-03-18T00:14:24.270493000;7.036583;10;10;0;27;30;0.0;0.0
299;2024-03-18T00:14:24.382378000;6.420583;10;10;0;27;30;0.0;0.0
