Id;Texec;expectedH;realH;timedOutRounds;neededMessages;processedMessages;initialV;endingV
0;100.841833;10;10;0;27;30;0.0;0.0
1;24.089083;10;10;0;27;30;0.0;0.0
2;24.155917;10;10;0;27;30;0.0;0.0
3;19.421916;10;10;0;27;30;0.0;0.0
4;24.040625;10;10;0;27;30;0.0;0.0
5;15.243292;10;10;0;27;30;0.0;0.0
6;20.566166;10;10;0;27;30;0.0;0.0
7;14.959333;10;10;0;27;30;0.0;0.0
8;26.982792;10;10;0;27;30;0.0;0.0
9;14.399209;10;10;0;27;30;0.0;0.0
10;12.142084;10;10;0;27;30;0.0;0.0
11;13.416209;10;10;0;27;30;0.0;0.0
12;22.653375;10;10;0;27;30;0.0;0.0
13;11.65;10;10;0;27;30;0.0;0.0
14;10.36375;10;10;0;27;30;0.0;0.0
15;10.097666;10;10;0;27;30;0.0;0.0
16;14.624083;10;10;0;27;30;0.0;0.0
17;11.41475;10;10;0;27;30;0.0;0.0
18;9.193;10;10;0;27;30;0.0;0.0
19;8.400666;10;10;0;27;30;0.0;0.0
20;8.703792;10;10;0;27;30;0.0;0.0
21;15.425708;10;10;0;27;30;0.0;0.0
22;10.910416;10;10;0;27;30;0.0;0.0
23;10.852584;10;10;0;27;30;0.0;0.0
24;10.459625;10;10;0;27;30;0.0;0.0
25;28.473125;10;10;0;27;30;0.0;0.0
26;15.069917;10;10;0;27;30;0.0;0.0
27;7.811958;10;10;0;27;30;0.0;0.0
28;10.67475;10;10;0;27;30;0.0;0.0
29;8.397167;10;10;0;27;30;0.0;0.0
30;9.931;10;10;0;27;30;0.0;0.0
31;11.903333;10;10;0;27;30;0.0;0.0
32;9.007833;10;10;0;27;30;0.0;0.0
33;9.258625;10;10;0;27;30;0.0;0.0
34;8.840667;10;10;0;27;30;0.0;0.0
35;15.816666;10;10;0;27;30;0.0;0.0
36;14.267208;10;10;0;27;30;0.0;0.0
37;10.279333;10;10;0;27;30;0.0;0.0
38;14.774;10;10;0;27;30;0.0;0.0
39;8.57875;10;10;0;27;30;0.0;0.0
40;8.022042;10;10;0;27;30;0.0;0.0
41;7.537958;10;10;0;27;30;0.0;0.0
42;12.792459;10;10;0;27;30;0.0;0.0
43;12.26725;10;10;0;27;30;0.0;0.0
44;9.57625;10;10;0;27;30;0.0;0.0
45;11.7895;10;10;0;27;30;0.0;0.0
46;8.928708;10;10;0;27;30;0.0;0.0
47;9.12025;10;10;0;27;30;0.0;0.0
48;11.272292;10;10;0;27;30;0.0;0.0
49;7.882292;10;10;0;27;30;0.0;0.0
50;7.762375;10;10;0;27;30;0.0;0.0
51;11.053833;10;10;0;27;30;0.0;0.0
52;8.415458;10;10;0;27;30;0.0;0.0
53;11.921833;10;10;0;27;30;0.0;0.0
54;8.175458;10;10;0;27;30;0.0;0.0
55;7.299083;10;10;0;27;30;0.0;0.0
56;13.101791;10;10;0;27;30;0.0;0.0
57;7.801;10;10;0;27;30;0.0;0.0
