Id;StartingWallTime;Texec;expectedH;realH;neededMessages;processedMessages
0;2023-01-31T11:46:10.196068308;131.084837;13;13;210;225
1;2023-01-31T11:46:10.427577364;76.866381;13;13;210;225
2;2023-01-31T11:46:10.604621736;43.14275;13;13;210;225
3;2023-01-31T11:46:10.747957688;52.79847;13;13;210;225
4;2023-01-31T11:46:10.901020478;75.96211;13;13;210;225
5;2023-01-31T11:46:11.077294532;77.983892;13;13;210;225
6;2023-01-31T11:46:11.255415756;54.57061;13;13;210;225
7;2023-01-31T11:46:11.410167046;51.374072;13;13;210;225
8;2023-01-31T11:46:11.561707066;39.850443;13;13;210;225
9;2023-01-31T11:46:11.701758733;43.826308;13;13;210;225
10;2023-01-31T11:46:11.845755902;39.550074;13;13;210;225
11;2023-01-31T11:46:11.985469020;35.058323;13;13;210;225
12;2023-01-31T11:46:12.120804211;66.895328;13;13;210;225
13;2023-01-31T11:46:12.287899958;45.162397;13;13;210;225
14;2023-01-31T11:46:12.433265794;65.515194;13;13;210;225
15;2023-01-31T11:46:12.599120571;82.666604;13;13;210;225
16;2023-01-31T11:46:12.782174476;74.843359;13;13;210;225
17;2023-01-31T11:46:12.957490436;52.954484;13;13;210;225
18;2023-01-31T11:46:13.110673521;43.349491;13;13;210;225
19;2023-01-31T11:46:13.254225997;35.029429;13;13;210;225
20;2023-01-31T11:46:13.389484361;21.383603;13;13;210;225
21;2023-01-31T11:46:13.511039096;28.88389;13;13;210;225
22;2023-01-31T11:46:13.640071959;19.010644;13;13;210;225
23;2023-01-31T11:46:13.759226183;21.581048;13;13;210;225
24;2023-01-31T11:46:13.880953364;27.87044;13;13;210;225
25;2023-01-31T11:46:14.009024570;25.047906;13;13;210;225
26;2023-01-31T11:46:14.134228116;21.08718;13;13;210;225
27;2023-01-31T11:46:14.255451062;20.834377;13;13;210;225
28;2023-01-31T11:46:14.376466941;37.295768;13;13;210;225
29;2023-01-31T11:46:14.514036430;35.605756;13;13;210;225
