Id;Texec;expectedH;realH;neededMessages
0;2640.584323;14;14;945
1;1470.893982;14;14;945
2;1766.38637;14;14;945
3;2904.867249;14;14;945
4;1954.682273;14;14;945
5;1578.073519;14;14;945
6;1342.257595;14;14;945
7;565.074629;14;14;945
8;569.293726;14;14;945
9;558.703693;14;14;945
10;541.68805;14;14;945
11;547.059476;14;14;945
12;520.561176;14;14;945
13;499.33862;14;14;945
14;489.468162;14;14;945
15;523.571421;14;14;945
16;490.506305;14;14;945
17;490.753703;14;14;945
18;547.973961;14;14;945
19;513.826027;14;14;945
20;519.161533;14;14;945
21;530.9519;14;14;945
22;578.272342;14;14;945
23;661.481061;14;14;945
24;608.231784;14;14;945
25;633.912288;14;14;945
26;547.434256;14;14;945
27;545.893576;14;14;945
28;520.992982;14;14;945
29;541.431765;14;14;945
30;458.549879;14;14;945
31;465.857342;14;14;945
32;466.384498;14;14;945
33;480.873846;14;14;945
34;478.157404;14;14;945
35;456.305386;14;14;945
36;479.882495;14;14;945
37;459.485536;14;14;945
38;434.995985;14;14;945
39;435.904106;14;14;945
40;445.802815;14;14;945
41;478.56949;14;14;945
42;452.77116;14;14;945
43;464.255489;14;14;945
44;431.781441;14;14;945
45;496.819757;14;14;945
46;439.446381;14;14;945
47;599.051662;14;14;945
48;603.016327;14;14;945
49;690.355847;14;14;945
50;762.023586;14;14;945
51;747.563818;14;14;945
52;638.907295;14;14;945
53;563.096994;14;14;945
54;489.847335;14;14;945
55;474.722421;14;14;945
56;458.353607;14;14;945
57;447.078573;14;14;945
58;571.734584;14;14;945
59;460.41449;14;14;945
60;453.785495;14;14;945
61;455.62215;14;14;945
62;443.849963;14;14;945
63;434.254342;14;14;945
64;457.577772;14;14;945
65;450.227678;14;14;945
66;450.296694;14;14;945
67;440.992468;14;14;945
68;453.060968;14;14;945
69;434.467388;14;14;945
70;441.388753;14;14;945
71;414.059645;14;14;945
72;439.709032;14;14;945
73;434.260314;14;14;945
74;437.993923;14;14;945
75;442.663451;14;14;945
76;437.2797;14;14;945
77;436.480998;14;14;945
78;448.663677;14;14;945
79;424.319379;14;14;945
80;441.885884;14;14;945
81;476.56926;14;14;945
82;465.566772;14;14;945
83;503.058815;14;14;945
84;484.960157;14;14;945
85;492.920253;14;14;945
86;510.518107;14;14;945
87;462.181102;14;14;945
88;544.761306;14;14;945
89;549.743193;14;14;945
90;650.439443;14;14;945
91;605.280582;14;14;945
92;531.391948;14;14;945
93;603.03311;14;14;945
94;550.183026;14;14;945
95;576.237222;14;14;945
96;510.489628;14;14;945
97;486.049319;14;14;945
98;568.350857;14;14;945
99;450.00915;14;14;945
100;450.271284;14;14;945
101;430.805091;14;14;945
102;427.759931;14;14;945
103;433.610519;14;14;945
104;427.755191;14;14;945
105;447.024972;14;14;945
106;434.998374;14;14;945
107;421.272691;14;14;945
108;415.485754;14;14;945
109;468.41075;14;14;945
110;491.876561;14;14;945
111;461.313954;14;14;945
112;432.305713;14;14;945
113;423.998262;14;14;945
114;433.944188;14;14;945
115;438.646149;14;14;945
116;451.557946;14;14;945
117;427.58385;14;14;945
118;433.822254;14;14;945
119;462.985601;14;14;945
120;474.451033;14;14;945
121;429.091712;14;14;945
122;422.737273;14;14;945
123;460.008258;14;14;945
124;475.804838;14;14;945
125;566.168704;14;14;945
126;482.750528;14;14;945
127;519.833333;14;14;945
128;635.331208;14;14;945
129;556.434869;14;14;945
130;475.35359;14;14;945
131;545.50507;14;14;945
132;465.639679;14;14;945
133;530.849508;14;14;945
134;588.715761;14;14;945
135;482.315207;14;14;945
136;619.980835;14;14;945
137;454.230159;14;14;945
138;487.542902;14;14;945
139;473.912646;14;14;945
140;437.594476;14;14;945
141;445.181533;14;14;945
142;432.320808;14;14;945
143;463.885984;14;14;945
144;420.580104;14;14;945
145;432.89426;14;14;945
146;427.286519;14;14;945
147;434.544807;14;14;945
148;434.853847;14;14;945
149;411.584652;14;14;945
150;438.115562;14;14;945
151;427.004236;14;14;945
152;434.892613;14;14;945
153;421.709441;14;14;945
154;412.295598;14;14;945
155;435.29018;14;14;945
156;424.831784;14;14;945
157;460.505542;14;14;945
158;502.770165;14;14;945
159;486.659979;14;14;945
160;484.926899;14;14;945
161;483.453677;14;14;945
162;458.438395;14;14;945
163;473.951104;14;14;945
164;511.731357;14;14;945
165;541.214281;14;14;945
166;500.980832;14;14;945
167;668.375995;14;14;945
168;544.532069;14;14;945
169;464.805239;14;14;945
170;446.361884;14;14;945
171;521.93033;14;14;945
172;489.852485;14;14;945
173;544.140619;14;14;945
174;472.611339;14;14;945
175;490.265802;14;14;945
176;495.507145;14;14;945
177;423.936903;14;14;945
178;438.496511;14;14;945
179;436.388052;14;14;945
180;453.172781;14;14;945
181;429.712929;14;14;945
182;450.41968;14;14;945
183;418.673052;14;14;945
184;436.984825;14;14;945
185;432.194943;14;14;945
186;411.667;14;14;945
187;414.362838;14;14;945
188;437.153656;14;14;945
189;418.031349;14;14;945
190;407.661177;14;14;945
191;421.955971;14;14;945
192;436.398522;14;14;945
193;418.620789;14;14;945
194;439.804956;14;14;945
195;416.170001;14;14;945
196;450.850935;14;14;945
197;425.603558;14;14;945
198;441.457043;14;14;945
199;411.445094;14;14;945
200;427.475885;14;14;945
201;420.604897;14;14;945
202;418.41599;14;14;945
203;425.026061;14;14;945
204;445.289269;14;14;945
205;442.749832;14;14;945
206;422.56567;14;14;945
207;422.944069;14;14;945
208;432.152877;14;14;945
209;433.870058;14;14;945
210;425.899192;14;14;945
211;427.687364;14;14;945
212;416.414513;14;14;945
213;429.622151;14;14;945
214;427.427802;14;14;945
215;419.259249;14;14;945
216;432.688302;14;14;945
217;442.301087;14;14;945
218;480.829376;14;14;945
219;414.005015;14;14;945
220;443.807601;14;14;945
221;463.734899;14;14;945
222;410.560326;14;14;945
223;509.287486;14;14;945
224;422.542629;14;14;945
225;477.709538;14;14;945
226;467.175341;14;14;945
227;478.027621;14;14;945
228;484.629378;14;14;945
229;554.311198;14;14;945
230;513.425089;14;14;945
231;624.052372;14;14;945
232;477.082608;14;14;945
233;498.834484;14;14;945
234;665.137578;14;14;945
235;559.960088;14;14;945
236;578.902018;14;14;945
237;504.294213;14;14;945
238;614.022634;14;14;945
239;568.650546;14;14;945
240;462.103001;14;14;945
241;443.138859;14;14;945
242;459.690032;14;14;945
243;470.572483;14;14;945
244;457.050325;14;14;945
245;423.564992;14;14;945
246;438.733473;14;14;945
247;425.495198;14;14;945
248;436.889407;14;14;945
249;429.284937;14;14;945
250;434.02234;14;14;945
251;436.596765;14;14;945
252;421.916728;14;14;945
253;422.953776;14;14;945
254;415.916123;14;14;945
255;448.735366;14;14;945
256;435.658354;14;14;945
257;413.27054;14;14;945
258;420.728855;14;14;945
259;407.304568;14;14;945
260;404.136821;14;14;945
261;414.506463;14;14;945
262;408.625697;14;14;945
263;414.399942;14;14;945
264;402.920098;14;14;945
265;429.36041;14;14;945
266;418.823272;14;14;945
267;426.77654;14;14;945
268;425.265645;14;14;945
269;503.852895;14;14;945
270;422.794568;14;14;945
271;412.776389;14;14;945
272;422.724336;14;14;945
273;405.643634;14;14;945
274;483.042434;14;14;945
275;426.195475;14;14;945
276;431.753359;14;14;945
277;415.841921;14;14;945
278;407.410483;14;14;945
279;465.448086;14;14;945
280;435.733928;14;14;945
281;443.759121;14;14;945
282;408.762717;14;14;945
283;422.059399;14;14;945
284;414.703503;14;14;945
285;409.35852;14;14;945
286;407.940991;14;14;945
287;400.84572;14;14;945
288;404.673516;14;14;945
289;395.142194;14;14;945
290;488.581532;14;14;945
291;437.535184;14;14;945
292;557.827279;14;14;945
293;432.673421;14;14;945
294;501.795867;14;14;945
295;609.138521;14;14;945
296;491.315293;14;14;945
297;631.020681;14;14;945
298;504.3627;14;14;945
299;484.910104;14;14;945
