type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694725186;0.618996
APPROXIMATION;-1;100;1;1672694725187;0.809827
APPROXIMATION;-1;100;2;1672694725188;0.489844
APPROXIMATION;-1;100;3;1672694725188;0.549215
APPROXIMATION;-1;100;4;1672694725189;0.472254
APPROXIMATION;-1;100;5;1672694725191;0.459285
APPROXIMATION;-1;100;6;1672694725192;0.452264
APPROXIMATION;-1;100;7;1672694725193;0.493594
APPROXIMATION;-1;100;8;1672694725194;0.419044
APPROXIMATION;-1;100;9;1672694725194;0.365713
APPROXIMATION;-1;100;10;1672694725195;0.429223
APPROXIMATION;-1;100;11;1672694725196;0.432964
APPROXIMATION;-1;100;12;1672694725196;0.418524
APPROXIMATION;-1;100;13;1672694725197;0.385844
HALTED;-1;100;14;1672694725197;0.409154
INITIALIZATION;-1;101;0;1672694725301;0.629885
APPROXIMATION;-1;101;1;1672694725301;0.475955
APPROXIMATION;-1;101;2;1672694725302;0.416414
APPROXIMATION;-1;101;3;1672694725349;0.384343
APPROXIMATION;-1;101;4;1672694725350;0.352023
APPROXIMATION;-1;101;5;1672694725351;0.456744
APPROXIMATION;-1;101;6;1672694725351;0.444054
APPROXIMATION;-1;101;7;1672694725352;0.338153
APPROXIMATION;-1;101;8;1672694725400;0.821138
APPROXIMATION;-1;101;9;1672694725401;0.427454
APPROXIMATION;-1;101;10;1672694725401;0.403824
APPROXIMATION;-1;101;11;1672694725402;0.387774
APPROXIMATION;-1;101;12;1672694725402;0.407063
APPROXIMATION;-1;101;13;1672694725403;0.430534
HALTED;-1;101;14;1672694725404;0.414063
INITIALIZATION;-1;102;0;1672694725505;0.519614
APPROXIMATION;-1;102;1;1672694725506;0.689556
APPROXIMATION;-1;102;2;1672694725507;0.534705
APPROXIMATION;-1;102;3;1672694725508;0.347353
APPROXIMATION;-1;102;4;1672694725550;0.691026
APPROXIMATION;-1;102;5;1672694725551;0.653886
APPROXIMATION;-1;102;6;1672694725552;0.492735
APPROXIMATION;-1;102;7;1672694725552;0.415184
APPROXIMATION;-1;102;8;1672694725553;0.367524
APPROXIMATION;-1;102;9;1672694725553;0.396484
APPROXIMATION;-1;102;10;1672694725554;0.415374
APPROXIMATION;-1;102;11;1672694725554;0.396534
APPROXIMATION;-1;102;12;1672694725555;0.405243
APPROXIMATION;-1;102;13;1672694725555;0.388484
HALTED;-1;102;14;1672694725556;0.390314
INITIALIZATION;-1;103;0;1672694725658;0.575655
APPROXIMATION;-1;103;1;1672694725659;0.475174
APPROXIMATION;-1;103;2;1672694725659;0.493275
