tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675070559610;5.861291
pool-15-thread-1;APPROXIMATION;-1;0;1;1675070559755;12.158875
pool-15-thread-1;APPROXIMATION;-1;0;2;1675070559921;14.96625
pool-15-thread-1;HALTED;-1;0;3;1675070559939;9.886167
pool-15-thread-1;INITIALIZATION;-1;1;0;1675070560056;14.530583
pool-15-thread-1;APPROXIMATION;-1;1;1;1675070560071;6.62125
pool-15-thread-1;APPROXIMATION;-1;1;2;1675070560078;11.937291
pool-15-thread-1;HALTED;-1;1;3;1675070560090;11.143458
pool-15-thread-1;INITIALIZATION;-1;2;0;1675070560225;79.993125
pool-15-thread-1;APPROXIMATION;-1;2;1;1675070560318;11.063375
pool-15-thread-1;APPROXIMATION;-1;2;2;1675070560341;10.291625
pool-15-thread-1;HALTED;-1;2;3;1675070560352;7.00075
pool-15-thread-1;INITIALIZATION;-1;3;0;1675070560475;77.521542
pool-15-thread-1;APPROXIMATION;-1;3;1;1675070560573;27.839
pool-15-thread-1;APPROXIMATION;-1;3;2;1675070560603;13.43425
pool-15-thread-1;HALTED;-1;3;3;1675070560618;5.587958
pool-15-thread-1;INITIALIZATION;-1;4;0;1675070560748;73.55525
pool-15-thread-1;APPROXIMATION;-1;4;1;1675070560823;8.505625
pool-15-thread-1;APPROXIMATION;-1;4;2;1675070560832;7.596625
pool-15-thread-1;HALTED;-1;4;3;1675070560841;6.301458
pool-15-thread-1;INITIALIZATION;-1;5;0;1675070560961;47.470708
pool-15-thread-1;APPROXIMATION;-1;5;1;1675070561020;53.109084
pool-15-thread-1;APPROXIMATION;-1;5;2;1675070561075;6.808583
pool-15-thread-1;HALTED;-1;5;3;1675070561083;5.921958
pool-15-thread-1;INITIALIZATION;-1;6;0;1675070561200;9.270458
pool-15-thread-1;APPROXIMATION;-1;6;1;1675070561211;11.767084
pool-15-thread-1;APPROXIMATION;-1;6;2;1675070561223;11.493833
pool-15-thread-1;HALTED;-1;6;3;1675070561237;6.586875
pool-15-thread-1;INITIALIZATION;-1;7;0;1675070561371;47.86525
pool-15-thread-1;APPROXIMATION;-1;7;1;1675070561433;21.311458
pool-15-thread-1;APPROXIMATION;-1;7;2;1675070561456;7.348125
pool-15-thread-1;HALTED;-1;7;3;1675070561464;5.203875
pool-15-thread-1;INITIALIZATION;-1;8;0;1675070561575;15.504458
pool-15-thread-1;APPROXIMATION;-1;8;1;1675070561593;5.008875
pool-15-thread-1;APPROXIMATION;-1;8;2;1675070561599;4.273417
pool-15-thread-1;HALTED;-1;8;3;1675070561604;3.914125
pool-15-thread-1;INITIALIZATION;-1;9;0;1675070561768;58.476041
pool-15-thread-1;APPROXIMATION;-1;9;1;1675070561829;5.911875
pool-15-thread-1;APPROXIMATION;-1;9;2;1675070561836;4.319334
pool-15-thread-1;HALTED;-1;9;3;1675070561841;3.462292
pool-15-thread-1;INITIALIZATION;-1;10;0;1675070561964;10.635208
pool-15-thread-1;APPROXIMATION;-1;10;1;1675070561977;9.757166
pool-15-thread-1;APPROXIMATION;-1;10;2;1675070561987;5.349417
pool-15-thread-1;HALTED;-1;10;3;1675070561992;3.586334
pool-15-thread-1;INITIALIZATION;-1;11;0;1675070562142;30.634583
pool-15-thread-1;APPROXIMATION;-1;11;1;1675070562180;21.158709
pool-15-thread-1;APPROXIMATION;-1;11;2;1675070562201;6.973583
pool-15-thread-1;HALTED;-1;11;3;1675070562210;6.966125
pool-15-thread-1;INITIALIZATION;-1;12;0;1675070562319;7.476458
pool-15-thread-1;APPROXIMATION;-1;12;1;1675070562328;4.629375
pool-15-thread-1;APPROXIMATION;-1;12;2;1675070562333;4.207625
pool-15-thread-1;HALTED;-1;12;3;1675070562339;4.023125
pool-15-thread-1;INITIALIZATION;-1;13;0;1675070562450;21.143541
pool-15-thread-1;APPROXIMATION;-1;13;1;1675070562475;20.264875
pool-15-thread-1;APPROXIMATION;-1;13;2;1675070562499;12.732083
pool-15-thread-1;HALTED;-1;13;3;1675070562514;7.925208
pool-15-thread-1;INITIALIZATION;-1;14;0;1675070562632;16.481208
pool-15-thread-1;APPROXIMATION;-1;14;1;1675070562655;12.19225
pool-15-thread-1;APPROXIMATION;-1;14;2;1675070562669;12.890833
pool-15-thread-1;HALTED;-1;14;3;1675070562683;12.935791
pool-15-thread-1;INITIALIZATION;-1;15;0;1675070562809;19.456083
pool-15-thread-1;APPROXIMATION;-1;15;1;1675070562830;8.448375
pool-15-thread-1;APPROXIMATION;-1;15;2;1675070562840;6.518833
pool-15-thread-1;HALTED;-1;15;3;1675070562848;6.998125
pool-15-thread-1;INITIALIZATION;-1;16;0;1675070562975;16.331875
pool-15-thread-1;APPROXIMATION;-1;16;1;1675070562993;17.84425
pool-15-thread-1;APPROXIMATION;-1;16;2;1675070563015;16.470292
pool-15-thread-1;HALTED;-1;16;3;1675070563031;12.607042
pool-15-thread-1;INITIALIZATION;-1;17;0;1675070563176;27.10925
pool-15-thread-1;APPROXIMATION;-1;17;1;1675070563208;9.0325
pool-15-thread-1;APPROXIMATION;-1;17;2;1675070563219;7.263792
pool-15-thread-1;HALTED;-1;17;3;1675070563227;9.459584
pool-15-thread-1;INITIALIZATION;-1;18;0;1675070563347;18.366959
pool-15-thread-1;APPROXIMATION;-1;18;1;1675070563367;4.815
pool-15-thread-1;APPROXIMATION;-1;18;2;1675070563381;11.45
pool-15-thread-1;HALTED;-1;18;3;1675070563393;5.254333
pool-15-thread-1;INITIALIZATION;-1;19;0;1675070563541;39.5835
pool-15-thread-1;APPROXIMATION;-1;19;1;1675070563582;7.86825
pool-15-thread-1;APPROXIMATION;-1;19;2;1675070563591;5.736875
pool-15-thread-1;HALTED;-1;19;3;1675070563597;6.285375
pool-15-thread-1;INITIALIZATION;-1;20;0;1675070563712;22.765792
pool-15-thread-1;APPROXIMATION;-1;20;1;1675070563735;14.842667
pool-15-thread-1;APPROXIMATION;-1;20;2;1675070563750;16.188208
pool-15-thread-1;HALTED;-1;20;3;1675070563775;10.213167
pool-15-thread-1;INITIALIZATION;-1;21;0;1675070563899;18.025958
pool-15-thread-1;APPROXIMATION;-1;21;1;1675070563921;18.059333
pool-15-thread-1;APPROXIMATION;-1;21;2;1675070563939;16.939708
