tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675070559677;13.449666
pool-15-thread-1;APPROXIMATION;-1;0;1;1675070559757;11.068125
pool-15-thread-1;APPROXIMATION;-1;0;2;1675070559922;16.497583
pool-15-thread-1;HALTED;-1;0;3;1675070559941;7.47925
pool-15-thread-1;INITIALIZATION;-1;1;0;1675070560057;14.090708
pool-15-thread-1;APPROXIMATION;-1;1;1;1675070560071;2.458042
pool-15-thread-1;APPROXIMATION;-1;1;2;1675070560083;15.439375
pool-15-thread-1;HALTED;-1;1;3;1675070560098;3.699291
pool-15-thread-1;INITIALIZATION;-1;2;0;1675070560237;77.01
pool-15-thread-1;APPROXIMATION;-1;2;1;1675070560321;9.01225
pool-15-thread-1;APPROXIMATION;-1;2;2;1675070560341;10.427708
pool-15-thread-1;HALTED;-1;2;3;1675070560354;6.207208
pool-15-thread-1;INITIALIZATION;-1;3;0;1675070560487;75.381083
pool-15-thread-1;APPROXIMATION;-1;3;1;1675070560577;26.577375
pool-15-thread-1;APPROXIMATION;-1;3;2;1675070560605;13.443709
pool-15-thread-1;HALTED;-1;3;3;1675070560619;5.08925
pool-15-thread-1;INITIALIZATION;-1;4;0;1675070560752;69.793958
pool-15-thread-1;APPROXIMATION;-1;4;1;1675070560824;8.626542
pool-15-thread-1;APPROXIMATION;-1;4;2;1675070560833;6.797334
pool-15-thread-1;HALTED;-1;4;3;1675070560842;5.625208
pool-15-thread-1;INITIALIZATION;-1;5;0;1675070560971;45.769458
pool-15-thread-1;APPROXIMATION;-1;5;1;1675070561029;46.07175
pool-15-thread-1;APPROXIMATION;-1;5;2;1675070561077;6.81675
pool-15-thread-1;HALTED;-1;5;3;1675070561084;5.971666
pool-15-thread-1;INITIALIZATION;-1;6;0;1675070561201;7.595333
pool-15-thread-1;APPROXIMATION;-1;6;1;1675070561212;12.695958
pool-15-thread-1;APPROXIMATION;-1;6;2;1675070561225;11.569583
pool-15-thread-1;HALTED;-1;6;3;1675070561239;5.604834
pool-15-thread-1;INITIALIZATION;-1;7;0;1675070561373;50.371667
pool-15-thread-1;APPROXIMATION;-1;7;1;1675070561440;15.944084
pool-15-thread-1;APPROXIMATION;-1;7;2;1675070561457;7.217125
pool-15-thread-1;HALTED;-1;7;3;1675070561465;4.80325
pool-15-thread-1;INITIALIZATION;-1;8;0;1675070561578;13.248667
pool-15-thread-1;APPROXIMATION;-1;8;1;1675070561593;5.127792
pool-15-thread-1;APPROXIMATION;-1;8;2;1675070561599;4.389417
pool-15-thread-1;HALTED;-1;8;3;1675070561604;3.6585
pool-15-thread-1;INITIALIZATION;-1;9;0;1675070561787;42.2085
pool-15-thread-1;APPROXIMATION;-1;9;1;1675070561830;5.123959
pool-15-thread-1;APPROXIMATION;-1;9;2;1675070561836;4.126416
pool-15-thread-1;HALTED;-1;9;3;1675070561841;3.231667
pool-15-thread-1;INITIALIZATION;-1;10;0;1675070561968;7.865042
pool-15-thread-1;APPROXIMATION;-1;10;1;1675070561978;8.254666
pool-15-thread-1;APPROXIMATION;-1;10;2;1675070561987;4.688459
pool-15-thread-1;HALTED;-1;10;3;1675070561993;3.526083
pool-15-thread-1;INITIALIZATION;-1;11;0;1675070562149;26.030125
pool-15-thread-1;APPROXIMATION;-1;11;1;1675070562186;15.849709
pool-15-thread-1;APPROXIMATION;-1;11;2;1675070562203;6.034625
pool-15-thread-1;HALTED;-1;11;3;1675070562210;6.907208
pool-15-thread-1;INITIALIZATION;-1;12;0;1675070562321;6.734042
pool-15-thread-1;APPROXIMATION;-1;12;1;1675070562329;4.634541
pool-15-thread-1;APPROXIMATION;-1;12;2;1675070562334;4.279084
pool-15-thread-1;HALTED;-1;12;3;1675070562339;3.961083
pool-15-thread-1;INITIALIZATION;-1;13;0;1675070562454;22.353291
pool-15-thread-1;APPROXIMATION;-1;13;1;1675070562477;18.294709
pool-15-thread-1;APPROXIMATION;-1;13;2;1675070562505;11.948167
pool-15-thread-1;HALTED;-1;13;3;1675070562517;6.04325
pool-15-thread-1;INITIALIZATION;-1;14;0;1675070562634;15.975875
pool-15-thread-1;APPROXIMATION;-1;14;1;1675070562656;13.336834
pool-15-thread-1;APPROXIMATION;-1;14;2;1675070562670;12.11725
pool-15-thread-1;HALTED;-1;14;3;1675070562684;13.294542
pool-15-thread-1;INITIALIZATION;-1;15;0;1675070562816;12.824292
pool-15-thread-1;APPROXIMATION;-1;15;1;1675070562831;8.018042
pool-15-thread-1;APPROXIMATION;-1;15;2;1675070562841;6.649459
pool-15-thread-1;HALTED;-1;15;3;1675070562849;6.709125
pool-15-thread-1;INITIALIZATION;-1;16;0;1675070562972;17.879125
pool-15-thread-1;APPROXIMATION;-1;16;1;1675070562995;20.499333
pool-15-thread-1;APPROXIMATION;-1;16;2;1675070563016;16.855292
pool-15-thread-1;HALTED;-1;16;3;1675070563033;11.719125
pool-15-thread-1;INITIALIZATION;-1;17;0;1675070563183;22.337417
pool-15-thread-1;APPROXIMATION;-1;17;1;1675070563211;7.26625
pool-15-thread-1;APPROXIMATION;-1;17;2;1675070563219;7.404375
pool-15-thread-1;HALTED;-1;17;3;1675070563228;10.004584
pool-15-thread-1;INITIALIZATION;-1;18;0;1675070563349;17.313667
pool-15-thread-1;APPROXIMATION;-1;18;1;1675070563367;4.493541
pool-15-thread-1;APPROXIMATION;-1;18;2;1675070563382;10.943542
pool-15-thread-1;HALTED;-1;18;3;1675070563394;4.789
pool-15-thread-1;INITIALIZATION;-1;19;0;1675070563552;29.264875
pool-15-thread-1;APPROXIMATION;-1;19;1;1675070563583;8.343958
pool-15-thread-1;APPROXIMATION;-1;19;2;1675070563592;5.492166
pool-15-thread-1;HALTED;-1;19;3;1675070563598;5.885584
pool-15-thread-1;INITIALIZATION;-1;20;0;1675070563714;19.741875
pool-15-thread-1;APPROXIMATION;-1;20;1;1675070563737;17.612875
pool-15-thread-1;APPROXIMATION;-1;20;2;1675070563758;17.041709
pool-15-thread-1;HALTED;-1;20;3;1675070563775;10.434083
pool-15-thread-1;INITIALIZATION;-1;21;0;1675070563902;18.070167
pool-15-thread-1;APPROXIMATION;-1;21;1;1675070563924;17.369208
pool-15-thread-1;APPROXIMATION;-1;21;2;1675070563943;15.220125
pool-15-thread-1;HALTED;-1;21;3;1675070563959;5.846334
pool-15-thread-1;INITIALIZATION;-1;22;0;1675070564074;7.048375
pool-15-thread-1;APPROXIMATION;-1;22;1;1675070564083;6.218458
pool-15-thread-1;APPROXIMATION;-1;22;2;1675070564090;6.464333
pool-15-thread-1;HALTED;-1;22;3;1675070564097;3.623042
pool-15-thread-1;INITIALIZATION;-1;23;0;1675070564206;4.429208
pool-15-thread-1;APPROXIMATION;-1;23;1;1675070564213;8.559459
pool-15-thread-1;APPROXIMATION;-1;23;2;1675070564222;4.799708
pool-15-thread-1;HALTED;-1;23;3;1675070564227;3.409
pool-15-thread-1;INITIALIZATION;-1;24;0;1675070564341;10.061375
pool-15-thread-1;APPROXIMATION;-1;24;1;1675070564352;13.374625
pool-15-thread-1;APPROXIMATION;-1;24;2;1675070564369;17.6695
pool-15-thread-1;HALTED;-1;24;3;1675070564386;13.678625
pool-15-thread-1;INITIALIZATION;-1;25;0;1675070564510;25.53375
pool-15-thread-1;APPROXIMATION;-1;25;1;1675070564540;18.751042
pool-15-thread-1;APPROXIMATION;-1;25;2;1675070564561;23.0745
pool-15-thread-1;HALTED;-1;25;3;1675070564588;6.109875
pool-15-thread-1;INITIALIZATION;-1;26;0;1675070564698;8.003042
pool-15-thread-1;APPROXIMATION;-1;26;1;1675070564707;5.743583
pool-15-thread-1;APPROXIMATION;-1;26;2;1675070564715;5.268458
pool-15-thread-1;HALTED;-1;26;3;1675070564720;3.106375
pool-15-thread-1;INITIALIZATION;-1;27;0;1675070564830;2.838334
pool-15-thread-1;APPROXIMATION;-1;27;1;1675070564834;3.731083
pool-15-thread-1;APPROXIMATION;-1;27;2;1675070564838;7.079208
pool-15-thread-1;HALTED;-1;27;3;1675070564846;8.184167
pool-15-thread-1;INITIALIZATION;-1;28;0;1675070564966;8.489958
pool-15-thread-1;APPROXIMATION;-1;28;1;1675070564975;4.690166
pool-15-thread-1;APPROXIMATION;-1;28;2;1675070564981;4.148333
pool-15-thread-1;HALTED;-1;28;3;1675070564986;3.16225
pool-15-thread-1;INITIALIZATION;-1;29;0;1675070565149;40.586833
pool-15-thread-1;APPROXIMATION;-1;29;1;1675070565198;14.580208
pool-15-thread-1;APPROXIMATION;-1;29;2;1675070565214;4.856
pool-15-thread-1;HALTED;-1;29;3;1675070565219;3.784833
pool-15-thread-1;INITIALIZATION;-1;30;0;1675070565331;2.295167
pool-15-thread-1;APPROXIMATION;-1;30;1;1675070565334;3.300833
pool-15-thread-1;APPROXIMATION;-1;30;2;1675070565338;3.020167
pool-15-thread-1;HALTED;-1;30;3;1675070565342;2.811458
pool-15-thread-1;INITIALIZATION;-1;31;0;1675070565461;5.729833
pool-15-thread-1;APPROXIMATION;-1;31;1;1675070565467;5.170708
pool-15-thread-1;APPROXIMATION;-1;31;2;1675070565473;4.222959
pool-15-thread-1;HALTED;-1;31;3;1675070565478;3.709666
pool-15-thread-1;INITIALIZATION;-1;32;0;1675070565593;20.915333
pool-15-thread-1;APPROXIMATION;-1;32;1;1675070565615;16.357708
pool-15-thread-1;APPROXIMATION;-1;32;2;1675070565634;76.991084
pool-15-thread-1;HALTED;-1;32;3;1675070565711;4.14125
pool-15-thread-1;INITIALIZATION;-1;33;0;1675070565818;5.251208
pool-15-thread-1;APPROXIMATION;-1;33;1;1675070565824;4.03325
pool-15-thread-1;APPROXIMATION;-1;33;2;1675070565829;3.286916
pool-15-thread-1;HALTED;-1;33;3;1675070565833;2.47625
pool-15-thread-1;INITIALIZATION;-1;34;0;1675070565942;4.987416
pool-15-thread-1;APPROXIMATION;-1;34;1;1675070565949;3.901958
pool-15-thread-1;APPROXIMATION;-1;34;2;1675070565953;5.502292
pool-15-thread-1;HALTED;-1;34;3;1675070565959;2.439791
pool-15-thread-1;INITIALIZATION;-1;35;0;1675070566069;3.76975
pool-15-thread-1;APPROXIMATION;-1;35;1;1675070566074;4.333459
pool-15-thread-1;APPROXIMATION;-1;35;2;1675070566079;4.064542
pool-15-thread-1;HALTED;-1;35;3;1675070566083;3.577709
pool-15-thread-1;INITIALIZATION;-1;36;0;1675070566195;3.450291
pool-15-thread-1;APPROXIMATION;-1;36;1;1675070566200;4.455125
pool-15-thread-1;APPROXIMATION;-1;36;2;1675070566205;3.61575
pool-15-thread-1;HALTED;-1;36;3;1675070566210;4.15425
pool-15-thread-1;INITIALIZATION;-1;37;0;1675070566320;4.044833
pool-15-thread-1;APPROXIMATION;-1;37;1;1675070566325;4.298916
pool-15-thread-1;APPROXIMATION;-1;37;2;1675070566330;3.421125
pool-15-thread-1;HALTED;-1;37;3;1675070566334;2.800792
pool-15-thread-1;INITIALIZATION;-1;38;0;1675070566444;5.6675
pool-15-thread-1;APPROXIMATION;-1;38;1;1675070566451;3.93225
pool-15-thread-1;APPROXIMATION;-1;38;2;1675070566455;5.372333
pool-15-thread-1;HALTED;-1;38;3;1675070566461;2.201292
pool-15-thread-1;INITIALIZATION;-1;39;0;1675070566570;4.30125
pool-15-thread-1;APPROXIMATION;-1;39;1;1675070566575;4.103416
pool-15-thread-1;APPROXIMATION;-1;39;2;1675070566580;4.149
pool-15-thread-1;HALTED;-1;39;3;1675070566584;3.116667
pool-15-thread-1;INITIALIZATION;-1;40;0;1675070566694;3.295625
pool-15-thread-1;APPROXIMATION;-1;40;1;1675070566698;3.175583
pool-15-thread-1;APPROXIMATION;-1;40;2;1675070566702;3.506167
pool-15-thread-1;HALTED;-1;40;3;1675070566707;2.734083
pool-15-thread-1;INITIALIZATION;-1;41;0;1675070566812;3.91925
pool-15-thread-1;APPROXIMATION;-1;41;1;1675070566817;5.131292
pool-15-thread-1;APPROXIMATION;-1;41;2;1675070566822;4.7725
pool-15-thread-1;HALTED;-1;41;3;1675070566828;4.198333
pool-15-thread-1;INITIALIZATION;-1;42;0;1675070566937;4.0775
pool-15-thread-1;APPROXIMATION;-1;42;1;1675070566942;4.286083
pool-15-thread-1;APPROXIMATION;-1;42;2;1675070566948;4.436167
pool-15-thread-1;HALTED;-1;42;3;1675070566953;3.181625
pool-15-thread-1;INITIALIZATION;-1;43;0;1675070567073;14.444041
pool-15-thread-1;APPROXIMATION;-1;43;1;1675070567089;4.75125
pool-15-thread-1;APPROXIMATION;-1;43;2;1675070567095;6.273167
pool-15-thread-1;HALTED;-1;43;3;1675070567102;2.770209
pool-15-thread-1;INITIALIZATION;-1;44;0;1675070567212;5.644709
pool-15-thread-1;APPROXIMATION;-1;44;1;1675070567218;10.013959
pool-15-thread-1;APPROXIMATION;-1;44;2;1675070567251;2.967084
pool-15-thread-1;HALTED;-1;44;3;1675070567254;2.3785
pool-15-thread-1;INITIALIZATION;-1;45;0;1675070567440;25.688167
pool-15-thread-1;APPROXIMATION;-1;45;1;1675070567466;2.784834
pool-15-thread-1;APPROXIMATION;-1;45;2;1675070567470;3.811708
pool-15-thread-1;HALTED;-1;45;3;1675070567474;4.3185
pool-15-thread-1;INITIALIZATION;-1;46;0;1675070567584;3.143875
pool-15-thread-1;APPROXIMATION;-1;46;1;1675070567589;3.647209
pool-15-thread-1;APPROXIMATION;-1;46;2;1675070567593;3.496333
pool-15-thread-1;HALTED;-1;46;3;1675070567598;2.926292
pool-15-thread-1;INITIALIZATION;-1;47;0;1675070567709;7.215125
pool-15-thread-1;APPROXIMATION;-1;47;1;1675070567717;2.645292
pool-15-thread-1;APPROXIMATION;-1;47;2;1675070567731;4.463375
pool-15-thread-1;HALTED;-1;47;3;1675070567737;5.311333
pool-15-thread-1;INITIALIZATION;-1;48;0;1675070567876;18.2435
pool-15-thread-1;APPROXIMATION;-1;48;1;1675070567903;18.444209
pool-15-thread-1;APPROXIMATION;-1;48;2;1675070567925;30.672958
pool-15-thread-1;HALTED;-1;48;3;1675070567958;6.830875
pool-15-thread-1;INITIALIZATION;-1;49;0;1675070568069;4.082792
pool-15-thread-1;APPROXIMATION;-1;49;1;1675070568073;2.882584
pool-15-thread-1;APPROXIMATION;-1;49;2;1675070568077;3.546833
pool-15-thread-1;HALTED;-1;49;3;1675070568081;2.620584
pool-15-thread-1;INITIALIZATION;-1;50;0;1675070568191;3.427
pool-15-thread-1;APPROXIMATION;-1;50;1;1675070568195;3.595625
pool-15-thread-1;APPROXIMATION;-1;50;2;1675070568199;3.367209
pool-15-thread-1;HALTED;-1;50;3;1675070568203;2.49725
pool-15-thread-1;INITIALIZATION;-1;51;0;1675070568313;2.785292
pool-15-thread-1;APPROXIMATION;-1;51;1;1675070568316;2.682959
pool-15-thread-1;APPROXIMATION;-1;51;2;1675070568319;2.776042
pool-15-thread-1;HALTED;-1;51;3;1675070568322;2.376167
pool-15-thread-1;INITIALIZATION;-1;52;0;1675070568436;15.189958
pool-15-thread-1;APPROXIMATION;-1;52;1;1675070568454;11.593417
pool-15-thread-1;APPROXIMATION;-1;52;2;1675070568466;2.836667
pool-15-thread-1;HALTED;-1;52;3;1675070568469;2.4385
pool-15-thread-1;INITIALIZATION;-1;53;0;1675070568580;7.479709
pool-15-thread-1;APPROXIMATION;-1;53;1;1675070568589;2.703291
pool-15-thread-1;APPROXIMATION;-1;53;2;1675070568592;1.782792
pool-15-thread-1;HALTED;-1;53;3;1675070568595;2.888209
pool-15-thread-1;INITIALIZATION;-1;54;0;1675070568706;3.253416
pool-15-thread-1;APPROXIMATION;-1;54;1;1675070568710;4.554292
pool-15-thread-1;APPROXIMATION;-1;54;2;1675070568715;3.49975
pool-15-thread-1;HALTED;-1;54;3;1675070568719;2.478291
pool-15-thread-1;INITIALIZATION;-1;55;0;1675070568829;3.014834
pool-15-thread-1;APPROXIMATION;-1;55;1;1675070568833;2.569625
pool-15-thread-1;APPROXIMATION;-1;55;2;1675070568836;2.866458
pool-15-thread-1;HALTED;-1;55;3;1675070568839;2.244667
pool-15-thread-1;INITIALIZATION;-1;56;0;1675070568950;5.162791
pool-15-thread-1;APPROXIMATION;-1;56;1;1675070568956;3.219042
pool-15-thread-1;APPROXIMATION;-1;56;2;1675070568961;3.73375
pool-15-thread-1;HALTED;-1;56;3;1675070568965;2.684792
pool-15-thread-1;INITIALIZATION;-1;57;0;1675070569074;2.755083
pool-15-thread-1;APPROXIMATION;-1;57;1;1675070569077;2.785416
pool-15-thread-1;APPROXIMATION;-1;57;2;1675070569080;2.975875
pool-15-thread-1;HALTED;-1;57;3;1675070569084;2.629667
pool-15-thread-1;INITIALIZATION;-1;58;0;1675070569194;3.636375
pool-15-thread-1;APPROXIMATION;-1;58;1;1675070569198;3.165958
pool-15-thread-1;APPROXIMATION;-1;58;2;1675070569202;2.973417
pool-15-thread-1;HALTED;-1;58;3;1675070569206;2.472208
pool-15-thread-1;INITIALIZATION;-1;59;0;1675070569316;3.673625
