type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694725186;0.651996
APPROXIMATION;-1;100;1;1672694725187;0.655695
APPROXIMATION;-1;100;2;1672694725188;0.285332
APPROXIMATION;-1;100;3;1672694725188;0.287423
APPROXIMATION;-1;100;4;1672694725189;0.251642
APPROXIMATION;-1;100;5;1672694725189;0.287412
APPROXIMATION;-1;100;6;1672694725192;0.812037
APPROXIMATION;-1;100;7;1672694725193;0.278432
APPROXIMATION;-1;100;8;1672694725194;0.270482
APPROXIMATION;-1;100;9;1672694725194;0.268162
APPROXIMATION;-1;100;10;1672694725195;0.423193
APPROXIMATION;-1;100;11;1672694725195;0.253862
APPROXIMATION;-1;100;12;1672694725196;0.248802
APPROXIMATION;-1;100;13;1672694725197;0.263483
HALTED;-1;100;14;1672694725197;0.248112
INITIALIZATION;-1;101;0;1672694725300;0.439354
APPROXIMATION;-1;101;1;1672694725301;0.375044
APPROXIMATION;-1;101;2;1672694725302;0.373364
APPROXIMATION;-1;101;3;1672694725302;0.365963
APPROXIMATION;-1;101;4;1672694725350;0.355063
APPROXIMATION;-1;101;5;1672694725350;0.506925
APPROXIMATION;-1;101;6;1672694725351;0.416774
APPROXIMATION;-1;101;7;1672694725399;0.345453
APPROXIMATION;-1;101;8;1672694725400;0.480484
APPROXIMATION;-1;101;9;1672694725401;0.410284
APPROXIMATION;-1;101;10;1672694725401;0.542195
APPROXIMATION;-1;101;11;1672694725402;0.394384
APPROXIMATION;-1;101;12;1672694725402;0.276932
APPROXIMATION;-1;101;13;1672694725403;0.251562
HALTED;-1;101;14;1672694725403;0.265292
INITIALIZATION;-1;102;0;1672694725505;0.368444
APPROXIMATION;-1;102;1;1672694725506;0.966948
APPROXIMATION;-1;102;2;1672694725507;0.807157
APPROXIMATION;-1;102;3;1672694725508;0.331083
APPROXIMATION;-1;102;4;1672694725550;0.443454
APPROXIMATION;-1;102;5;1672694725551;0.384234
APPROXIMATION;-1;102;6;1672694725551;0.465324
