tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675070559560;32.909375
pool-15-thread-1;APPROXIMATION;-1;0;1;1675070559730;9.929042
pool-15-thread-1;APPROXIMATION;-1;0;2;1675070559917;12.295167
pool-15-thread-1;HALTED;-1;0;3;1675070559932;16.5995
pool-15-thread-1;INITIALIZATION;-1;1;0;1675070560055;10.790291
pool-15-thread-1;APPROXIMATION;-1;1;1;1675070560066;2.668708
pool-15-thread-1;APPROXIMATION;-1;1;2;1675070560080;1.88
pool-15-thread-1;HALTED;-1;1;3;1675070560097;5.108625
pool-15-thread-1;INITIALIZATION;-1;2;0;1675070560210;54.026625
pool-15-thread-1;APPROXIMATION;-1;2;1;1675070560284;42.269333
pool-15-thread-1;APPROXIMATION;-1;2;2;1675070560339;7.62625
pool-15-thread-1;HALTED;-1;2;3;1675070560347;9.6115
pool-15-thread-1;INITIALIZATION;-1;3;0;1675070560464;59.11125
pool-15-thread-1;APPROXIMATION;-1;3;1;1675070560541;49.963916
pool-15-thread-1;APPROXIMATION;-1;3;2;1675070560596;30.849292
pool-15-thread-1;HALTED;-1;3;3;1675070560628;2.838709
pool-15-thread-1;INITIALIZATION;-1;4;0;1675070560733;53.8935
pool-15-thread-1;APPROXIMATION;-1;4;1;1675070560803;23.149583
pool-15-thread-1;APPROXIMATION;-1;4;2;1675070560829;7.935375
pool-15-thread-1;HALTED;-1;4;3;1675070560838;7.33525
pool-15-thread-1;INITIALIZATION;-1;5;0;1675070560955;34.075291
pool-15-thread-1;APPROXIMATION;-1;5;1;1675070560996;59.761333
pool-15-thread-1;APPROXIMATION;-1;5;2;1675070561067;13.310959
pool-15-thread-1;HALTED;-1;5;3;1675070561081;7.643041
pool-15-thread-1;INITIALIZATION;-1;6;0;1675070561197;10.032625
pool-15-thread-1;APPROXIMATION;-1;6;1;1675070561209;7.529083
pool-15-thread-1;APPROXIMATION;-1;6;2;1675070561217;12.924416
pool-15-thread-1;HALTED;-1;6;3;1675070561234;8.536417
pool-15-thread-1;INITIALIZATION;-1;7;0;1675070561351;47.394083
pool-15-thread-1;APPROXIMATION;-1;7;1;1675070561416;34.545333
pool-15-thread-1;APPROXIMATION;-1;7;2;1675070561452;8.134209
pool-15-thread-1;HALTED;-1;7;3;1675070561462;5.849916
pool-15-thread-1;INITIALIZATION;-1;8;0;1675070561575;15.441792
pool-15-thread-1;APPROXIMATION;-1;8;1;1675070561591;5.717
pool-15-thread-1;APPROXIMATION;-1;8;2;1675070561596;4.653666
pool-15-thread-1;HALTED;-1;8;3;1675070561602;4.666208
pool-15-thread-1;INITIALIZATION;-1;9;0;1675070561734;90.514208
pool-15-thread-1;APPROXIMATION;-1;9;1;1675070561826;6.688084
pool-15-thread-1;APPROXIMATION;-1;9;2;1675070561834;4.640709
pool-15-thread-1;HALTED;-1;9;3;1675070561839;3.669084
pool-15-thread-1;INITIALIZATION;-1;10;0;1675070561953;18.719375
pool-15-thread-1;APPROXIMATION;-1;10;1;1675070561974;9.277042
pool-15-thread-1;APPROXIMATION;-1;10;2;1675070561985;5.774667
pool-15-thread-1;HALTED;-1;10;3;1675070561991;4.053416
pool-15-thread-1;INITIALIZATION;-1;11;0;1675070562120;44.639792
pool-15-thread-1;APPROXIMATION;-1;11;1;1675070562169;21.471375
pool-15-thread-1;APPROXIMATION;-1;11;2;1675070562196;8.751083
pool-15-thread-1;HALTED;-1;11;3;1675070562207;6.965834
pool-15-thread-1;INITIALIZATION;-1;12;0;1675070562319;6.779291
pool-15-thread-1;APPROXIMATION;-1;12;1;1675070562326;4.682125
pool-15-thread-1;APPROXIMATION;-1;12;2;1675070562331;4.538667
pool-15-thread-1;HALTED;-1;12;3;1675070562337;4.48425
pool-15-thread-1;INITIALIZATION;-1;13;0;1675070562449;19.509584
pool-15-thread-1;APPROXIMATION;-1;13;1;1675070562469;21.078833
pool-15-thread-1;APPROXIMATION;-1;13;2;1675070562490;16.306583
pool-15-thread-1;HALTED;-1;13;3;1675070562508;12.566208
pool-15-thread-1;INITIALIZATION;-1;14;0;1675070562629;18.563459
pool-15-thread-1;APPROXIMATION;-1;14;1;1675070562647;14.218917
pool-15-thread-1;APPROXIMATION;-1;14;2;1675070562662;12.61375
pool-15-thread-1;HALTED;-1;14;3;1675070562677;14.012125
pool-15-thread-1;INITIALIZATION;-1;15;0;1675070562798;28.829958
pool-15-thread-1;APPROXIMATION;-1;15;1;1675070562828;7.653209
pool-15-thread-1;APPROXIMATION;-1;15;2;1675070562836;7.268417
pool-15-thread-1;HALTED;-1;15;3;1675070562845;7.497375
pool-15-thread-1;INITIALIZATION;-1;16;0;1675070562961;21.305334
pool-15-thread-1;APPROXIMATION;-1;16;1;1675070562985;17.27025
pool-15-thread-1;APPROXIMATION;-1;16;2;1675070563003;20.401
pool-15-thread-1;HALTED;-1;16;3;1675070563027;13.424625
pool-15-thread-1;INITIALIZATION;-1;17;0;1675070563169;26.183083
pool-15-thread-1;APPROXIMATION;-1;17;1;1675070563203;12.970625
pool-15-thread-1;APPROXIMATION;-1;17;2;1675070563217;6.412042
pool-15-thread-1;HALTED;-1;17;3;1675070563224;9.043459
pool-15-thread-1;INITIALIZATION;-1;18;0;1675070563341;20.943958
pool-15-thread-1;APPROXIMATION;-1;18;1;1675070563364;4.811041
pool-15-thread-1;APPROXIMATION;-1;18;2;1675070563380;10.326792
pool-15-thread-1;HALTED;-1;18;3;1675070563390;6.0435
pool-15-thread-1;INITIALIZATION;-1;19;0;1675070563511;61.826833
pool-15-thread-1;APPROXIMATION;-1;19;1;1675070563580;6.117125
pool-15-thread-1;APPROXIMATION;-1;19;2;1675070563587;7.20625
pool-15-thread-1;HALTED;-1;19;3;1675070563595;7.015541
pool-15-thread-1;INITIALIZATION;-1;20;0;1675070563708;20.12675
pool-15-thread-1;APPROXIMATION;-1;20;1;1675070563731;14.81175
pool-15-thread-1;APPROXIMATION;-1;20;2;1675070563747;17.296375
pool-15-thread-1;HALTED;-1;20;3;1675070563766;17.089084
pool-15-thread-1;INITIALIZATION;-1;21;0;1675070563893;14.553792
pool-15-thread-1;APPROXIMATION;-1;21;1;1675070563914;19.143917
pool-15-thread-1;APPROXIMATION;-1;21;2;1675070563934;17.059667
pool-15-thread-1;HALTED;-1;21;3;1675070563953;11.04675
pool-15-thread-1;INITIALIZATION;-1;22;0;1675070564072;6.476167
pool-15-thread-1;APPROXIMATION;-1;22;1;1675070564079;5.848834
