type;receiverPort;reqIdInternal;Round;startWalltime;duration
INITIALIZATION;-1;100;0;1672694725186;0.398934
APPROXIMATION;-1;100;1;1672694725187;0.393893
APPROXIMATION;-1;100;2;1672694725187;0.398993
APPROXIMATION;-1;100;3;1672694725188;0.548385
APPROXIMATION;-1;100;4;1672694725189;0.444134
APPROXIMATION;-1;100;5;1672694725190;0.432384
APPROXIMATION;-1;100;6;1672694725192;0.398314
APPROXIMATION;-1;100;7;1672694725193;0.405024
APPROXIMATION;-1;100;8;1672694725194;0.386283
APPROXIMATION;-1;100;9;1672694725194;0.376314
APPROXIMATION;-1;100;10;1672694725195;0.412504
APPROXIMATION;-1;100;11;1672694725195;0.387074
APPROXIMATION;-1;100;12;1672694725196;0.436123
APPROXIMATION;-1;100;13;1672694725197;0.464444
HALTED;-1;100;14;1672694725197;0.399984
INITIALIZATION;-1;101;0;1672694725301;0.490154
APPROXIMATION;-1;101;1;1672694725301;0.441924
APPROXIMATION;-1;101;2;1672694725302;0.445014
APPROXIMATION;-1;101;3;1672694725303;0.354353
APPROXIMATION;-1;101;4;1672694725350;0.426004
APPROXIMATION;-1;101;5;1672694725350;0.395004
APPROXIMATION;-1;101;6;1672694725351;0.396633
APPROXIMATION;-1;101;7;1672694725352;0.376333
APPROXIMATION;-1;101;8;1672694725400;0.421553
APPROXIMATION;-1;101;9;1672694725400;0.363883
APPROXIMATION;-1;101;10;1672694725401;0.331973
APPROXIMATION;-1;101;11;1672694725402;0.412633
APPROXIMATION;-1;101;12;1672694725402;0.362684
APPROXIMATION;-1;101;13;1672694725403;0.347733
HALTED;-1;101;14;1672694725403;0.320543
INITIALIZATION;-1;102;0;1672694725505;0.450754
APPROXIMATION;-1;102;1;1672694725506;0.524884
APPROXIMATION;-1;102;2;1672694725507;0.383543
APPROXIMATION;-1;102;3;1672694725549;0.375824
APPROXIMATION;-1;102;4;1672694725550;0.410144
APPROXIMATION;-1;102;5;1672694725550;0.298433
APPROXIMATION;-1;102;6;1672694725551;0.477714
APPROXIMATION;-1;102;7;1672694725552;0.327893
APPROXIMATION;-1;102;8;1672694725553;0.327592
APPROXIMATION;-1;102;9;1672694725553;0.295523
