Id;StartingWallTime;Texec;expectedH;realH
0;2023-01-30T11:30:27.864157851;496.997967;8;8;279
1;2023-01-30T11:30:28.462496753;190.488976;8;8;279
2;2023-01-30T11:30:28.753480532;256.947304;8;8;279
3;2023-01-30T11:30:29.110861353;242.290227;8;8;279
4;2023-01-30T11:30:29.453745823;239.568915;8;8;279
5;2023-01-30T11:30:29.793579151;149.38853;8;8;279
6;2023-01-30T11:30:30.043165451;111.667192;8;8;279
7;2023-01-30T11:30:30.255220750;120.223807;8;8;279
8;2023-01-30T11:30:30.475609385;179.169569;8;8;279
9;2023-01-30T11:30:30.755288079;231.784229;8;8;279
10;2023-01-30T11:30:31.087547714;753.997015;8;8;279
11;2023-01-30T11:30:31.942064407;343.521689;8;8;279
12;2023-01-30T11:30:32.386379179;259.972419;8;8;279
13;2023-01-30T11:30:32.746889749;273.135357;8;8;279
14;2023-01-30T11:30:33.120483933;170.14667;8;8;279
15;2023-01-30T11:30:33.391113981;117.429531;8;8;279
16;2023-01-30T11:30:33.608897306;114.422034;8;8;279
17;2023-01-30T11:30:33.823694090;158.269216;8;8;279
18;2023-01-30T11:30:34.082154137;144.150543;8;8;279
19;2023-01-30T11:30:34.326709184;96.981287;8;8;279
20;2023-01-30T11:30:34.524060670;206.871394;8;8;279
21;2023-01-30T11:30:34.832188782;274.430487;8;8;279
22;2023-01-30T11:30:35.207066779;110.942378;8;8;279
23;2023-01-30T11:30:35.418309935;89.572478;8;8;279
24;2023-01-30T11:30:35.608099556;75.924884;8;8;279
25;2023-01-30T11:30:35.784291422;77.651728;8;8;279
26;2023-01-30T11:30:35.962146852;78.270595;8;8;279
27;2023-01-30T11:30:36.140704284;71.770772;8;8;279
28;2023-01-30T11:30:36.312751531;79.346954;8;8;279
29;2023-01-30T11:30:36.492382023;97.390515;8;8;279
30;2023-01-30T11:30:36.690048015;77.782034;8;8;279
31;2023-01-30T11:30:36.868105626;71.530868;8;8;279
32;2023-01-30T11:30:37.039905423;79.045692;8;8;279
33;2023-01-30T11:30:37.219214356;79.141107;8;8;279
34;2023-01-30T11:30:37.398599861;90.740766;8;8;279
35;2023-01-30T11:30:37.589545775;67.249622;8;8;279
36;2023-01-30T11:30:37.757080267;85.036271;8;8;279
37;2023-01-30T11:30:37.942409701;72.878151;8;8;279
38;2023-01-30T11:30:38.115658685;103.962346;8;8;279
39;2023-01-30T11:30:38.319996800;123.751273;8;8;279
40;2023-01-30T11:30:38.543998154;95.246414;8;8;279
41;2023-01-30T11:30:38.739453231;88.196471;8;8;279
42;2023-01-30T11:30:38.927925907;85.961256;8;8;279
43;2023-01-30T11:30:39.114182095;71.787631;8;8;279
44;2023-01-30T11:30:39.286286352;62.692607;8;8;279
45;2023-01-30T11:30:39.449228772;61.632298;8;8;279
46;2023-01-30T11:30:39.611191906;61.825138;8;8;279
47;2023-01-30T11:30:39.773389935;60.815601;8;8;279
48;2023-01-30T11:30:39.934500191;63.490956;8;8;279
49;2023-01-30T11:30:40.098258281;60.67012;8;8;279
50;2023-01-30T11:30:40.259198984;58.597305;8;8;279
51;2023-01-30T11:30:40.418320690;58.870199;8;8;279
52;2023-01-30T11:30:40.577384740;59.300657;8;8;279
53;2023-01-30T11:30:40.736834405;58.670021;8;8;279
54;2023-01-30T11:30:40.895762304;60.279634;8;8;279
55;2023-01-30T11:30:41.056285278;75.653273;8;8;279
56;2023-01-30T11:30:41.232205262;60.35796;8;8;279
57;2023-01-30T11:30:41.392837282;62.219874;8;8;279
58;2023-01-30T11:30:41.555343707;56.920512;8;8;279
59;2023-01-30T11:30:41.712502370;53.883191;8;8;279
60;2023-01-30T11:30:41.866666631;59.936299;8;8;279
61;2023-01-30T11:30:42.026872841;57.80867;8;8;279
62;2023-01-30T11:30:42.184959801;60.007889;8;8;279
63;2023-01-30T11:30:42.345195869;57.51271;8;8;279
