Id;StartingWallTime;Texec;expectedH;realH
0;2023-01-30T11:34:16.512894215;1751.060248;8;8;567
1;2023-01-30T11:34:18.364463443;1442.568574;8;8;567
2;2023-01-30T11:34:19.907381915;766.126555;8;8;567
3;2023-01-30T11:34:20.773767515;485.351302;8;8;567
4;2023-01-30T11:34:21.359305046;1966.270905;8;8;567
5;2023-01-30T11:34:23.426162954;2394.301006;8;8;567
6;2023-01-30T11:34:25.921962859;934.240758;8;8;567
7;2023-01-30T11:34:26.956416407;391.776656;8;8;567
8;2023-01-30T11:34:27.448408419;1408.535017;8;8;567
9;2023-01-30T11:34:28.958028101;571.467902;8;8;567
10;2023-01-30T11:34:29.629804649;954.679771;8;8;567
11;2023-01-30T11:34:30.684708084;419.315431;8;8;567
12;2023-01-30T11:34:31.204265484;347.35402;8;8;567
13;2023-01-30T11:34:31.651824725;334.597864;8;8;567
14;2023-01-30T11:34:32.086604935;355.781966;8;8;567
15;2023-01-30T11:34:32.542600099;341.738885;8;8;567
16;2023-01-30T11:34:32.984565511;331.815712;8;8;567
17;2023-01-30T11:34:33.416547196;307.702736;8;8;567
18;2023-01-30T11:34:33.824422533;330.495804;8;8;567
19;2023-01-30T11:34:34.255085415;320.38606;8;8;567
20;2023-01-30T11:34:34.675674964;313.477125;8;8;567
21;2023-01-30T11:34:35.089434136;307.295825;8;8;567
22;2023-01-30T11:34:35.496956311;315.979058;8;8;567
23;2023-01-30T11:34:35.913092583;328.386416;8;8;567
24;2023-01-30T11:34:36.341664752;317.843336;8;8;567
25;2023-01-30T11:34:36.759711202;332.212459;8;8;567
26;2023-01-30T11:34:37.192113335;285.310083;8;8;567
27;2023-01-30T11:34:37.577623140;297.286271;8;8;567
28;2023-01-30T11:34:37.975070824;318.416672;8;8;567
29;2023-01-30T11:34:38.393770468;354.551837;8;8;567
30;2023-01-30T11:34:38.848509059;317.610513;8;8;567
31;2023-01-30T11:34:39.266319017;302.829584;8;8;567
32;2023-01-30T11:34:39.669382232;300.617521;8;8;567
33;2023-01-30T11:34:40.070212851;304.345732;8;8;567
34;2023-01-30T11:34:40.474774528;332.285227;8;8;567
35;2023-01-30T11:34:40.907203275;326.233376;8;8;567
36;2023-01-30T11:34:41.333612334;311.144714;8;8;567
37;2023-01-30T11:34:41.744908664;322.774432;8;8;567
38;2023-01-30T11:34:42.167877425;377.022037;8;8;567
39;2023-01-30T11:34:42.645063933;393.629833;8;8;567
40;2023-01-30T11:34:43.138899306;504.589706;8;8;567
41;2023-01-30T11:34:43.743658715;419.891948;8;8;567
