Id;Texec;expectedH;realH;neededMessages;processedMessages
0;1161.849813;36;36;1147;1178
1;578.310728;36;36;1147;1178
2;1955.2575;36;36;1147;1178
3;1047.159043;36;36;1147;1178
4;465.172884;36;36;1147;1178
5;561.066273;36;36;1147;1178
6;260.514329;36;36;1147;1178
7;274.401533;36;36;1147;1178
8;329.109963;36;36;1147;1178
9;389.520896;36;36;1147;1178
10;273.931599;36;36;1147;1178
11;186.611889;36;36;1147;1178
12;200.391492;36;36;1147;1178
13;191.101797;36;36;1147;1178
14;206.529455;36;36;1147;1178
15;191.385124;36;36;1147;1178
16;186.70533;36;36;1147;1178
17;206.874572;36;36;1147;1178
18;192.31238;36;36;1147;1178
19;183.361784;36;36;1147;1178
20;182.718372;36;36;1147;1178
21;200.974204;36;36;1147;1178
22;195.908706;36;36;1147;1178
23;193.599947;36;36;1147;1178
24;314.725145;36;36;1147;1178
25;308.752304;36;36;1147;1178
26;348.502799;36;36;1147;1178
27;439.28959;36;36;1147;1178
28;174.945277;36;36;1147;1178
29;190.202562;36;36;1147;1178
30;177.325747;36;36;1147;1178
31;177.015774;36;36;1147;1178
32;175.895368;36;36;1147;1178
33;176.337453;36;36;1147;1178
34;173.892131;36;36;1147;1178
35;179.284267;36;36;1147;1178
36;168.523408;36;36;1147;1178
37;168.580056;36;36;1147;1178
38;178.375465;36;36;1147;1178
39;176.085503;36;36;1147;1178
40;180.443502;36;36;1147;1178
41;170.364571;36;36;1147;1178
42;162.660454;36;36;1147;1178
43;163.85321;36;36;1147;1178
44;188.895169;36;36;1147;1178
45;228.122236;36;36;1147;1178
46;306.507891;36;36;1147;1178
47;291.523319;36;36;1147;1178
48;299.665669;36;36;1147;1178
49;403.568557;36;36;1147;1178
50;167.180372;36;36;1147;1178
51;175.175643;36;36;1147;1178
52;166.522417;36;36;1147;1178
53;168.796527;36;36;1147;1178
54;170.496252;36;36;1147;1178
55;163.505201;36;36;1147;1178
56;174.24172;36;36;1147;1178
57;171.192322;36;36;1147;1178
58;173.660009;36;36;1147;1178
59;176.29012;36;36;1147;1178
60;176.880406;36;36;1147;1178
61;175.247818;36;36;1147;1178
62;170.098022;36;36;1147;1178
63;166.706795;36;36;1147;1178
64;182.732754;36;36;1147;1178
65;170.340075;36;36;1147;1178
66;172.424434;36;36;1147;1178
67;177.529894;36;36;1147;1178
68;177.546623;36;36;1147;1178
69;172.722596;36;36;1147;1178
70;166.62863;36;36;1147;1178
71;179.200624;36;36;1147;1178
72;186.476319;36;36;1147;1178
73;165.823825;36;36;1147;1178
74;173.792767;36;36;1147;1178
75;178.762012;36;36;1147;1178
76;173.469169;36;36;1147;1178
77;172.119268;36;36;1147;1178
78;180.158016;36;36;1147;1178
79;220.629976;36;36;1147;1178
80;200.884976;36;36;1147;1178
81;173.430662;36;36;1147;1178
82;231.515538;36;36;1147;1178
83;445.728934;36;36;1147;1178
84;313.851379;36;36;1147;1178
85;260.910722;36;36;1147;1178
86;328.331114;36;36;1147;1178
87;212.237557;36;36;1147;1178
88;165.767665;36;36;1147;1178
89;159.342689;36;36;1147;1178
90;167.789418;36;36;1147;1178
91;159.152887;36;36;1147;1178
92;159.943475;36;36;1147;1178
93;164.153372;36;36;1147;1178
94;159.091924;36;36;1147;1178
95;161.235767;36;36;1147;1178
96;155.701555;36;36;1147;1178
97;163.999026;36;36;1147;1178
98;160.524446;36;36;1147;1178
99;160.567574;36;36;1147;1178
100;156.758845;36;36;1147;1178
101;153.944349;36;36;1147;1178
102;156.572517;36;36;1147;1178
103;157.27223;36;36;1147;1178
104;159.088665;36;36;1147;1178
105;160.650147;36;36;1147;1178
106;155.345534;36;36;1147;1178
107;154.572144;36;36;1147;1178
108;186.118542;36;36;1147;1178
109;397.696628;36;36;1147;1178
