tid;type;receiverPort;reqIdInternal;Round;startWalltime;duration
pool-15-thread-1;INITIALIZATION;-1;0;0;1675077536006;10.6845
pool-15-thread-1;APPROXIMATION;-1;0;1;1675077536429;8.089
pool-15-thread-1;APPROXIMATION;-1;0;2;1675077536497;8.887125
pool-15-thread-1;APPROXIMATION;-1;0;3;1675077536507;10.635708
pool-15-thread-1;APPROXIMATION;-1;0;4;1675077536517;10.687459
pool-15-thread-1;APPROXIMATION;-1;0;5;1675077536530;12.304541
pool-15-thread-1;HALTED;-1;0;6;1675077536542;13.268958
